Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_tr
,14,36,3721,16,قَالُوا رَبُّنَا يَعْلَمُ إِنَّا إِلَيْكُمْ لَمُرْسَلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_16.png,"Dediler: ""Rabbimiz biliyor ki, biz size gönderilmiş elçileriz."""
,14,36,3722,17,وَمَا عَلَيْنَا إِلَّا الْبَلَاغُ الْمُبِينُ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_17.png,"""Bize düşen, açık bir tebliğden başka şey değildir."""
,14,36,3723,18,قَالُوا إِنَّا تَطَيَّرْنَا بِكُمْ ۖ لَئِن لَّمْ تَنتَهُوا لَنَرْجُمَنَّكُمْ وَلَيَمَسَّنَّكُم مِّنَّا عَذَابٌ أَلِيمٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_18.png,"Dediler: ""Sizin yüzünüzden uğursuzlukla karşılaştık/biz sizi uğursuzluk sebebi saymaktayız. Eğer bu işe son vermezseniz, sizi mutlaka taşlayacağız. Ve bizden size acıklı bir azap kesinlikle dokunacaktır."""
,14,36,3724,19,قَالُوا طَائِرُكُم مَّعَكُمْ ۚ أَئِن ذُكِّرْتُم ۚ بَلْ أَنتُمْ قَوْمٌ مُّسْرِفُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_19.png,"Dediler: ""Uğursuzluk kuşunuz sizinle beraberdir. Size öğüt verildi diye mi bütün bunlar? Hayır, siz savurganlığa, aşırılığa sapmış bir topluluksunuz."""
,14,36,3725,20,وَجَاءَ مِنْ أَقْصَى الْمَدِينَةِ رَجُلٌ يَسْعَىٰ قَالَ يَا قَوْمِ اتَّبِعُوا الْمُرْسَلِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_20.png,"Kentin öbür ucundan bir adam koşarak gelip şöyle dedi: ""Ey topluluk, bu elçilere uyun!"""
,14,36,3726,21,اتَّبِعُوا مَن لَّا يَسْأَلُكُمْ أَجْرًا وَهُم مُّهْتَدُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_21.png,"""Sizden herhangi bir ücret istemeyelere uyun. Onlardır doğruyu ve güzeli bulanlar."""
,14,36,3727,22,وَمَا لِيَ لَا أَعْبُدُ الَّذِي فَطَرَنِي وَإِلَيْهِ تُرْجَعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_22.png,"""Beni yaratana ne diye kulluk etmeyecek mişim ben? Ve sizler de O'na döndürüleceksiniz."""
,14,36,3728,23,أَأَتَّخِذُ مِن دُونِهِ آلِهَةً إِن يُرِدْنِ الرَّحْمَٰنُ بِضُرٍّ لَّا تُغْنِ عَنِّي شَفَاعَتُهُمْ شَيْئًا وَلَا يُنقِذُونِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_23.png,"""O'ndan başka tanrılar mı edineyim ben? Eğer Rahman bana bir zorluk/zarar dilerse onların şefaati benden hiçbir şeyi savamaz; beni kurtaramazlar."""
,14,36,3729,24,إِنِّي إِذًا لَّفِي ضَلَالٍ مُّبِينٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_24.png,"""Bu durumda ben elbette ki açık bir sapıklığın içine düşerim."""
,14,36,3730,25,إِنِّي آمَنتُ بِرَبِّكُمْ فَاسْمَعُونِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_25.png,"""Ben, sizin Rabbinize iman ettim, artık dinleyin beni!"""
,14,36,3731,26,قِيلَ ادْخُلِ الْجَنَّةَ ۖ قَالَ يَا لَيْتَ قَوْمِي يَعْلَمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_26.png,"""Gir cennete!"" denildi. Dedi: ""Kavmim bir bilebilseydi?"
,14,36,3732,27,بِمَا غَفَرَ لِي رَبِّي وَجَعَلَنِي مِنَ الْمُكْرَمِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_27.png,"Ki Rabbim beni affetti; beni, ikram edilenlerden kıldı."""
,14,36,3733,28,۞ وَمَا أَنزَلْنَا عَلَىٰ قَوْمِهِ مِن بَعْدِهِ مِن جُندٍ مِّنَ السَّمَاءِ وَمَا كُنَّا مُنزِلِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_28.png,"Biz onun ardından kavmi üzerine gökten bir ordu indirmedik, indirecek de değildik."
,14,36,3734,29,إِن كَانَتْ إِلَّا صَيْحَةً وَاحِدَةً فَإِذَا هُمْ خَامِدُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_29.png,"Olan, sadece korkunç titreşimli bir sesti. Ve bir anda sönüverdiler."
,14,36,3735,30,يَا حَسْرَةً عَلَى الْعِبَادِ ۚ مَا يَأْتِيهِم مِّن رَّسُولٍ إِلَّا كَانُوا بِهِ يَسْتَهْزِئُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_30.png,Yazık şu kullara! Kendilerine gelen her resulle mutlaka alay ederlerdi.
,14,36,3736,31,أَلَمْ يَرَوْا كَمْ أَهْلَكْنَا قَبْلَهُم مِّنَ الْقُرُونِ أَنَّهُمْ إِلَيْهِمْ لَا يَرْجِعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_31.png,"Görmediler mi, kendilerinden önce nice nesilleri helâk ettik! Onlar artık bir daha bunlara dönmeyecekler."
,14,36,3737,32,وَإِن كُلٌّ لَّمَّا جَمِيعٌ لَّدَيْنَا مُحْضَرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_32.png,"Ancak herkes toplandığında, onlar da huzurumuzda hazır bulundurulacaklar."
,14,36,3738,33,وَآيَةٌ لَّهُمُ الْأَرْضُ الْمَيْتَةُ أَحْيَيْنَاهَا وَأَخْرَجْنَا مِنْهَا حَبًّا فَمِنْهُ يَأْكُلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_33.png,"Ölü toprak onlar için bir mucizedir. Onu dirilttik, ondan dâne çıkardık; bak işte ondan yiyorlar."
,14,36,3739,34,وَجَعَلْنَا فِيهَا جَنَّاتٍ مِّن نَّخِيلٍ وَأَعْنَابٍ وَفَجَّرْنَا فِيهَا مِنَ الْعُيُونِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_34.png,"Onda hurmalardan, üzümlerden bahçeler oluşturduk, ondan pınarlar fışkırttık;"
,14,36,3740,35,لِيَأْكُلُوا مِن ثَمَرِهِ وَمَا عَمِلَتْهُ أَيْدِيهِمْ ۖ أَفَلَا يَشْكُرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_35.png,Ki onun ürününden ve ellerinin yapıp ettiğinden yesinler. Hâlâ şükretmiyorlar mı?
,14,36,3741,36,سُبْحَانَ الَّذِي خَلَقَ الْأَزْوَاجَ كُلَّهَا مِمَّا تُنبِتُ الْأَرْضُ وَمِنْ أَنفُسِهِمْ وَمِمَّا لَا يَعْلَمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_36.png,"Şanı yücedir o Allah'ın ki toprağın bitirdiklerinden, onların öz benliklerinden ve nice bilmediklerinden bütün çiftleri yaratmıştır."
,14,36,3742,37,وَآيَةٌ لَّهُمُ اللَّيْلُ نَسْلَخُ مِنْهُ النَّهَارَ فَإِذَا هُم مُّظْلِمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_37.png,Gece de onlar için bir mucizedir. Gündüzü ondan soyup alırız da onlar karanlığa gömülüverirler.
,14,36,3743,38,وَالشَّمْسُ تَجْرِي لِمُسْتَقَرٍّ لَّهَا ۚ ذَٰلِكَ تَقْدِيرُ الْعَزِيزِ الْعَلِيمِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_38.png,"Güneş, kendine özgü bir durak noktasına/bir durma zamanına doğru akıp gidiyor. Azîz, Alîm olanın takdiridir bu."
,14,36,3744,39,وَالْقَمَرَ قَدَّرْنَاهُ مَنَازِلَ حَتَّىٰ عَادَ كَالْعُرْجُونِ الْقَدِيمِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_39.png,"Ay'a gelince, biz onun için de bir takım durak noktaları/birtakım evreler belirledik. Nihayet o, eski hurma sapının eğrilmişi gibi geri döner."
,14,36,3745,40,لَا الشَّمْسُ يَنبَغِي لَهَا أَن تُدْرِكَ الْقَمَرَ وَلَا اللَّيْلُ سَابِقُ النَّهَارِ ۚ وَكُلٌّ فِي فَلَكٍ يَسْبَحُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_40.png,Güneş'in Ay'a ulaşıp çatması gerekmiyor. Gecenin de gündüzü geçmesi gerekmez. Her biri bir yörüngede yüzmektedir.
,14,36,3746,41,وَآيَةٌ لَّهُمْ أَنَّا حَمَلْنَا ذُرِّيَّتَهُمْ فِي الْفُلْكِ الْمَشْحُونِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_41.png,Zürriyetlerini o dopdolu gemilerde taşımamız da onlar için bir ayettir.
,14,36,3747,42,وَخَلَقْنَا لَهُم مِّن مِّثْلِهِ مَا يَرْكَبُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_42.png,"Onlar için gemilere benzer, binecekleri başka şeyler de yarattık."
,14,36,3748,43,وَإِن نَّشَأْ نُغْرِقْهُمْ فَلَا صَرِيخَ لَهُمْ وَلَا هُمْ يُنقَذُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_43.png,Eğer dilersek onları boğarız. Bu durumda ne kendileri için feryat eden olur ne de kurtarılırlar.
,14,36,3749,44,إِلَّا رَحْمَةً مِّنَّا وَمَتَاعًا إِلَىٰ حِينٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_44.png,Ancak bizden bir rahmet olarak bir süreye kadar daha nimetlensinler diye kurtarılırlar.
,14,36,3750,45,وَإِذَا قِيلَ لَهُمُ اتَّقُوا مَا بَيْنَ أَيْدِيكُمْ وَمَا خَلْفَكُمْ لَعَلَّكُمْ تُرْحَمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_45.png,"Onlara, ""Önünüzdekinden ve arkanızdakinden sakının ki, size merhamet edilebilsin!"" denildiğinde, hiç aldırmazlar."
,14,36,3751,46,وَمَا تَأْتِيهِم مِّنْ آيَةٍ مِّنْ آيَاتِ رَبِّهِمْ إِلَّا كَانُوا عَنْهَا مُعْرِضِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_46.png,"Çünkü Rablerinin ayetlerinden kendilerine bir ayet gelince, ondan mutlaka yüz çevirmişlerdir."
,14,36,3752,47,وَإِذَا قِيلَ لَهُمْ أَنفِقُوا مِمَّا رَزَقَكُمُ اللَّهُ قَالَ الَّذِينَ كَفَرُوا لِلَّذِينَ آمَنُوا أَنُطْعِمُ مَن لَّوْ يَشَاءُ اللَّهُ أَطْعَمَهُ إِنْ أَنتُمْ إِلَّا فِي ضَلَالٍ مُّبِينٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_47.png,"Onlara, ""Allah'ın size lütfettiği rızıklardan dağıtın!"" dendiğinde, nankörlüğe sapanlar, iman edenlere şöyle derler: ""Allah'ın, dilediği takdirde yedirip doyuracağı kişiyi biz mi doyuracağız? Siz açık bir sapıklık içindesiniz, hepsi bu."""
,14,36,3753,48,وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_48.png,"Bir de şöyle derler: ""Eğer doğru sözlüler iseniz, bu tehdit ne zaman?"""
,14,36,3754,49,مَا يَنظُرُونَ إِلَّا صَيْحَةً وَاحِدَةً تَأْخُذُهُمْ وَهُمْ يَخِصِّمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_49.png,"Sadece korkunç titreşimli bir sesi bekliyorlar. Onlar çekişip dururlarken, o ses kendilerini enseleyecektir."
,14,36,3755,50,فَلَا يَسْتَطِيعُونَ تَوْصِيَةً وَلَا إِلَىٰ أَهْلِهِمْ يَرْجِعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_50.png,O zaman ne bir tavsiyede bulunmaya güçleri yetecek ne de ailelerine dönebilecekler.
,14,36,3756,51,وَنُفِخَ فِي الصُّورِ فَإِذَا هُم مِّنَ الْأَجْدَاثِ إِلَىٰ رَبِّهِمْ يَنسِلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_51.png,"Sûra üfürülmüştür! Bak, işte kabirlerden, Rablerine doğru akın akın gidiyorlar."
,14,36,3757,52,قَالُوا يَا وَيْلَنَا مَن بَعَثَنَا مِن مَّرْقَدِنَا ۜ ۗ هَٰذَا مَا وَعَدَ الرَّحْمَٰنُ وَصَدَقَ الْمُرْسَلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_52.png,"Şöyle diyecekler: ""Vay başımıza gelene! Kim kaldırdı bizi mezarımızdan? Rahman'ın vaat ettiği işte bu! Peygamberler doğru söylemişler."""
,14,36,3758,53,إِن كَانَتْ إِلَّا صَيْحَةً وَاحِدَةً فَإِذَا هُمْ جَمِيعٌ لَّدَيْنَا مُحْضَرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_53.png,"Topu topu korkunç titreşimli bir tek ses. Ve bakmışsın, hepsi birden huzurumuzda divan durmaktadır."
,14,36,3759,54,فَالْيَوْمَ لَا تُظْلَمُ نَفْسٌ شَيْئًا وَلَا تُجْزَوْنَ إِلَّا مَا كُنتُمْ تَعْمَلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_54.png,"O gün hiçbir canlıya, hiçbir şekilde haksızlık edilmez. Sizler, sadece yapıp ettiklerinizin karşılığı olarak cezalandırılırsınız."
,14,36,3760,55,إِنَّ أَصْحَابَ الْجَنَّةِ الْيَوْمَ فِي شُغُلٍ فَاكِهُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_55.png,O gün cennet halkı bir uğraş içinde eğlenip ferahlamaktadır.
,14,36,3761,56,هُمْ وَأَزْوَاجُهُمْ فِي ظِلَالٍ عَلَى الْأَرَائِكِ مُتَّكِئُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_56.png,"Kendileri ve eşleri, gölgeliklerde, koltuklar üzerinde yaslanmışlardır."
,14,36,3762,57,لَهُمْ فِيهَا فَاكِهَةٌ وَلَهُم مَّا يَدَّعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_57.png,Orada kendileri için meyveler var. İstedikleri her şey kendilerinin olacak.
,14,36,3763,58,سَلَامٌ قَوْلًا مِّن رَّبٍّ رَّحِيمٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_58.png,Rahîm Rab'den bir de sözlü selam!
,14,36,3764,59,وَامْتَازُوا الْيَوْمَ أَيُّهَا الْمُجْرِمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_59.png,Ey günahkârlar! Bugün şöyle ayrılın!
,14,36,3765,60,۞ أَلَمْ أَعْهَدْ إِلَيْكُمْ يَا بَنِي آدَمَ أَن لَّا تَعْبُدُوا الشَّيْطَانَ ۖ إِنَّهُ لَكُمْ عَدُوٌّ مُّبِينٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_60.png,"Ey âdemoğulları! Ben size, ""Şeytana kulluk etmeyin, o sizin için açık bir düşmandır!"" demedim mi?"
,14,36,3766,61,وَأَنِ اعْبُدُونِي ۚ هَٰذَا صِرَاطٌ مُّسْتَقِيمٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_61.png,"""Bana ibadet edin, dosdoğru yol budur!"" demedim mi?"
,14,36,3767,62,وَلَقَدْ أَضَلَّ مِنكُمْ جِبِلًّا كَثِيرًا ۖ أَفَلَمْ تَكُونُوا تَعْقِلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_62.png,"Yemin olsun, şeytan, içinizden birçok nesli saptırmıştı. Aklınızı hiç işletmiyor muydunuz?"
,14,36,3768,63,هَٰذِهِ جَهَنَّمُ الَّتِي كُنتُمْ تُوعَدُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_63.png,"Alın size, tehdit edildiğiniz cehennem!"
,14,36,3769,64,اصْلَوْهَا الْيَوْمَ بِمَا كُنتُمْ تَكْفُرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_64.png,İnkâr edip durmanız yüzünden dalın oraya bugün!
,14,36,3770,65,الْيَوْمَ نَخْتِمُ عَلَىٰ أَفْوَاهِهِمْ وَتُكَلِّمُنَا أَيْدِيهِمْ وَتَشْهَدُ أَرْجُلُهُم بِمَا كَانُوا يَكْسِبُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_65.png,"O gün, ağızlarını mühürleyeceğiz. Bize elleri konuşacak, ayakları da kazanmış olduklarına tanıklık edecek."
,14,36,3771,66,وَلَوْ نَشَاءُ لَطَمَسْنَا عَلَىٰ أَعْيُنِهِمْ فَاسْتَبَقُوا الصِّرَاطَ فَأَنَّىٰ يُبْصِرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_66.png,"Dilesek, gözlerini siler, onları elbette kör ederiz. O zaman yola koyulmak isterler ama nasıl görecekler?"
,14,36,3772,67,وَلَوْ نَشَاءُ لَمَسَخْنَاهُمْ عَلَىٰ مَكَانَتِهِمْ فَمَا اسْتَطَاعُوا مُضِيًّا وَلَا يَرْجِعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_67.png,"Dilesek, onları oldukları yerde hayvana çeviririz. O zaman ne ileri gitmeye güçleri yeter ne de geri dönebilirler."
,14,36,3773,68,وَمَن نُّعَمِّرْهُ نُنَكِّسْهُ فِي الْخَلْقِ ۖ أَفَلَا يَعْقِلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_68.png,"Kimi uzun ömürlü kılarsak, onu yaratılışta gerisin geri çeviririz. Hâlâ akıllarını işletmiyorlar mı?"
,14,36,3774,69,وَمَا عَلَّمْنَاهُ الشِّعْرَ وَمَا يَنبَغِي لَهُ ۚ إِنْ هُوَ إِلَّا ذِكْرٌ وَقُرْآنٌ مُّبِينٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_69.png,"Biz o peygambere şiir öğretmedik. Şiir ona yaraşmaz/layık olamaz da. Ona vahyedilen, bir öğütten ve apaçık bir Kur'an'dan başka şey değildir;"
,14,36,3775,70,لِّيُنذِرَ مَن كَانَ حَيًّا وَيَحِقَّ الْقَوْلُ عَلَى الْكَافِرِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_70.png,Diri olanı uyarsın ve gerçeği örten nankörler/inkârcılar aleyhine söz hak olsun diye indirilmiştir.
,14,36,3776,71,أَوَلَمْ يَرَوْا أَنَّا خَلَقْنَا لَهُم مِّمَّا عَمِلَتْ أَيْدِينَا أَنْعَامًا فَهُمْ لَهَا مَالِكُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_71.png,"Görmediler mi, ellerimizin yapıp ettiklerinden, kendileri için nice hayvanlar yarattık da onlar, bu hayvanlara sahip oluyorlar."
,14,36,3777,72,وَذَلَّلْنَاهَا لَهُمْ فَمِنْهَا رَكُوبُهُمْ وَمِنْهَا يَأْكُلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_72.png,O hayvanları bunlara boyun eğdirdik. Onlardan binekleri vardır ve onlardan bir kısmını da yiyorlar.
,14,36,3778,73,وَلَهُمْ فِيهَا مَنَافِعُ وَمَشَارِبُ ۖ أَفَلَا يَشْكُرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_73.png,"O hayvanlarda bunlar için birçok yararlar var, içecekler var. Hâlâ şükretmiyorlar mı?"
,14,36,3779,74,وَاتَّخَذُوا مِن دُونِ اللَّهِ آلِهَةً لَّعَلَّهُمْ يُنصَرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_74.png,Kendilerine yardım edilir ümidiyle Allah'tan başka ilahlar edindiler.
,14,36,3780,75,لَا يَسْتَطِيعُونَ نَصْرَهُمْ وَهُمْ لَهُمْ جُندٌ مُّحْضَرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_75.png,"Oysaki, o ilahlar bunlara yardım edemezler. Tam aksine, bunlar, o ilahlara hizmet eden ordular durumundadır."
,14,36,3781,76,فَلَا يَحْزُنكَ قَوْلُهُمْ ۘ إِنَّا نَعْلَمُ مَا يُسِرُّونَ وَمَا يُعْلِنُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_76.png,Artık onların sözü seni üzmesin! Biz onların sır olarak tuttuklarını da açıkladıklarını da biliyoruz.
,14,36,3782,77,أَوَلَمْ يَرَ الْإِنسَانُ أَنَّا خَلَقْنَاهُ مِن نُّطْفَةٍ فَإِذَا هُوَ خَصِيمٌ مُّبِينٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_77.png,"Görmedi mi insan, kendisini bir spermden yarattığımızı! Bir de bize açık bir hasım kesilmiştir o."
,14,36,3783,78,وَضَرَبَ لَنَا مَثَلًا وَنَسِيَ خَلْقَهُ ۖ قَالَ مَن يُحْيِي الْعِظَامَ وَهِيَ رَمِيمٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_78.png,"Kendi yaratılışını unutmuş da bize örnek veriyor. Ve bir de şöyle diyor: ""Şu çürümüş kemiklere kim hayat verecek?"""
,14,36,3784,79,قُلْ يُحْيِيهَا الَّذِي أَنشَأَهَا أَوَّلَ مَرَّةٍ ۖ وَهُوَ بِكُلِّ خَلْقٍ عَلِيمٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_79.png,"De ki: ""Onlara hayat verecek olan, onları ilk kez yaratandır. O, bütün yaratılmışları/her türlü yaratmayı çok iyi bilmektedir."""
,14,36,3785,80,الَّذِي جَعَلَ لَكُم مِّنَ الشَّجَرِ الْأَخْضَرِ نَارًا فَإِذَا أَنتُم مِّنْهُ تُوقِدُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_80.png,"O size, o yeşil ağaçtan bir ateş oluşturdu da siz ondan tutuşturup duruyorsunuz."
,14,36,3786,81,أَوَلَيْسَ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ بِقَادِرٍ عَلَىٰ أَن يَخْلُقَ مِثْلَهُم ۚ بَلَىٰ وَهُوَ الْخَلَّاقُ الْعَلِيمُ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_81.png,"Gökleri ve yeri yaratan, onların benzerini yaratmaya güç yetiremez mi? Elbette güç yetirir. Her şeyi bilen Alîm, sürekli yaratan Hallâk O'dur."
,14,36,3787,82,إِنَّمَا أَمْرُهُ إِذَا أَرَادَ شَيْئًا أَن يَقُولَ لَهُ كُن فَيَكُونُ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_82.png,"O, bir şeyi istediğinde, buyruğu sadece şunu söylemektir: ""Ol!"" Artık o, oluverir."
,14,36,3788,83,فَسُبْحَانَ الَّذِي بِيَدِهِ مَلَكُوتُ كُلِّ شَيْءٍ وَإِلَيْهِ تُرْجَعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_83.png,Her şeyin kaynağı/egemenliği elinde olan o yaratıcının şanı çok yücedir! Sonunda O'na döndürüleceksiniz.
,14,37,3789,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ وَالصَّافَّاتِ صَفًّا,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_1.png,"Yemin olsun o saf bağlayıp dizilenlere/o saflar tutturup sıraya dizilenlere-o kanatlarını açıp toplayarak uçanlara,"
,14,37,3790,2,فَالزَّاجِرَاتِ زَجْرًا,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_2.png,"O haykırarak sevk edenlere/o göğüs gererek durduranlara,"
,14,37,3791,3,فَالتَّالِيَاتِ ذِكْرًا,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_3.png,"O Zikir okuyanlara,"
,14,37,3792,4,إِنَّ إِلَٰهَكُمْ لَوَاحِدٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_4.png,Ki sizin ilahınız hiç kuşkusuz bir ve tektir.
,14,37,3793,5,رَّبُّ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا وَرَبُّ الْمَشَارِقِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_5.png,"Göklerin, yerin ve bu ikisi arasındakilerin Rabbidir O; doğuların da Rabbidir O."
,14,37,3794,6,إِنَّا زَيَّنَّا السَّمَاءَ الدُّنْيَا بِزِينَةٍ الْكَوَاكِبِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_6.png,"Biz o yakın göğü bir süsle, yıldızlarla süsleyip donattık."
,14,37,3795,7,وَحِفْظًا مِّن كُلِّ شَيْطَانٍ مَّارِدٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_7.png,Ve her türlü inatçı-âsi şeytandan koruduk.
,14,37,3796,8,لَّا يَسَّمَّعُونَ إِلَى الْمَلَإِ الْأَعْلَىٰ وَيُقْذَفُونَ مِن كُلِّ جَانِبٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_8.png,Onlar ne kadar çırpınsalar da o yüce konseyi dinleyemezler. Ve her taraftan atışa tutulurlar;
,14,37,3797,9,دُحُورًا ۖ وَلَهُمْ عَذَابٌ وَاصِبٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_9.png,"Kovulurlar. Ve onlar için, yakalarını bırakmayan bir azap vardır."
,14,37,3798,10,إِلَّا مَنْ خَطِفَ الْخَطْفَةَ فَأَتْبَعَهُ شِهَابٌ ثَاقِبٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_10.png,"Yüce konseyden bir söz çalıp çarpan olabilirse de onun peşine hemen delici, alevli bir yıldız takılır."
,14,37,3799,11,فَاسْتَفْتِهِمْ أَهُمْ أَشَدُّ خَلْقًا أَم مَّنْ خَلَقْنَا ۚ إِنَّا خَلَقْنَاهُم مِّن طِينٍ لَّازِبٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_11.png,"Şimdi sor onlara: Yaratış ve yaratılış bakımından onlar mı daha güçlüdür, yoksa bizim yarattığımız şuurlular mı? Gerçek şu ki, biz onları bir cıvık çamurdan yarattık."
