Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_az
,26,60,5152,2,إِن يَثْقَفُوكُمْ يَكُونُوا لَكُمْ أَعْدَاءً وَيَبْسُطُوا إِلَيْكُمْ أَيْدِيَهُمْ وَأَلْسِنَتَهُم بِالسُّوءِ وَوَدُّوا لَوْ تَكْفُرُونَ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_2.png,"Əgər onlar (müşriklər) sizi ələ keçirsələr (sizə qələbə çalsalar), sizə düşmən olar, sizə pisliklə əl və dil uzadar, sizin kafir olmanızı istəyərlər."
,26,60,5153,3,لَن تَنفَعَكُمْ أَرْحَامُكُمْ وَلَا أَوْلَادُكُمْ ۚ يَوْمَ الْقِيَامَةِ يَفْصِلُ بَيْنَكُمْ ۚ وَاللَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_3.png,"Nə (xatirinə Allaha və Peyğəmbərinə xəyanət etdiyiniz Məkkədəki) qohum-əqrabanız, nə də oğul-uşağınız sizə bir fayda verəcəkdir. Allah qiyamət günü sizi bir-birinizdən ayıracaqdır. Allah nə etdiklərinizi görəndir!"
,26,60,5154,4,قَدْ كَانَتْ لَكُمْ أُسْوَةٌ حَسَنَةٌ فِي إِبْرَاهِيمَ وَالَّذِينَ مَعَهُ إِذْ قَالُوا لِقَوْمِهِمْ إِنَّا بُرَآءُ مِنكُمْ وَمِمَّا تَعْبُدُونَ مِن دُونِ اللَّهِ كَفَرْنَا بِكُمْ وَبَدَا بَيْنَنَا وَبَيْنَكُمُ الْعَدَاوَةُ وَالْبَغْضَاءُ أَبَدًا حَتَّىٰ تُؤْمِنُوا بِاللَّهِ وَحْدَهُ إِلَّا قَوْلَ إِبْرَاهِيمَ لِأَبِيهِ لَأَسْتَغْفِرَنَّ لَكَ وَمَا أَمْلِكُ لَكَ مِنَ اللَّهِ مِن شَيْءٍ ۖ رَّبَّنَا عَلَيْكَ تَوَكَّلْنَا وَإِلَيْكَ أَنَبْنَا وَإِلَيْكَ الْمَصِيرُ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_4.png,"İbrahim və onunla birlikdə olanlar (mö’minlər) sizin üçün gözəl örnəkdir. O zaman onlar öz qövmünə belə demişdilər: “Şübhəsiz ki, bizim sizinlə və sizin Allahdan başqa ibadət etdiklərinizlə (bütlərlə) heç bir əlaqəmiz yoxdur. Biz sizi (dininizi) inkar edirik. Siz bir olan Allaha iman gətirməyincə bizimlə sizin aranızda həmişə ədavət və nifrət olacaqdır!” Ancaq İbrahim öz atasına: “Mən (öz Rəbbimdən) mütləq sənin bağışlanmağını diləyəcəm. Mən heç vəchlə səni Allahdan (Allahın əzabından) qurtara bilmərəm (mənim bacardığım yalnız budur)!” – deməsi istisnadır (bunda sizin üçün örnək yoxdur). (Onlar həmçinin belə demişdilər: ) “Ey Rəbbimiz! Biz ancaq Sənə təvəkkül etdik, tövbə edib ancaq Sənə tərəf qayıtdıq. Axır dönüş də ancaq Sənin hüzurunadır."
,26,60,5155,5,رَبَّنَا لَا تَجْعَلْنَا فِتْنَةً لِّلَّذِينَ كَفَرُوا وَاغْفِرْ لَنَا رَبَّنَا ۖ إِنَّكَ أَنتَ الْعَزِيزُ الْحَكِيمُ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_5.png,"Ey Rəbbimiz! Bizi kafirlər üçün sınaq vasitəsi etmə! (Bizi kafirlərin əli ilə sınağa çəkmə, onları bizim üstümüzdə hakim etmə!) Bizi bağışla. Ey Rəbbimiz! Həqiqətən, Sən yenilməz qüvvət sahibi, hikmət sahibisən!”"
,26,60,5156,6,لَقَدْ كَانَ لَكُمْ فِيهِمْ أُسْوَةٌ حَسَنَةٌ لِّمَن كَانَ يَرْجُو اللَّهَ وَالْيَوْمَ الْآخِرَ ۚ وَمَن يَتَوَلَّ فَإِنَّ اللَّهَ هُوَ الْغَنِيُّ الْحَمِيدُ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_6.png,"(Ey mö’minlər!) And olsun ki, onlar sizin üçün, Allaha və axirət gününə ümid bəsləyənlər üçün gözəl örnəkdir. Kim (kafirlərlə dostluq edib Allahın buyurduğundan) üz döndərsə (bunun zərəri ancaq onun özünə olar). Allah (heç nəyə) möhtac deyildir; O, tə’rifə (şükrə) layiqdir!"
,26,60,5157,7,۞ عَسَى اللَّهُ أَن يَجْعَلَ بَيْنَكُمْ وَبَيْنَ الَّذِينَ عَادَيْتُم مِّنْهُم مَّوَدَّةً ۚ وَاللَّهُ قَدِيرٌ ۚ وَاللَّهُ غَفُورٌ رَّحِيمٌ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_7.png,"(Ey mö’minlər!) Ola bilsin ki, Allah sizinlə düşmənçilik etdiyiniz kimsələr (Məkkə müşrikləri) arasında (onları islam dininə gətirməklə) dostluq (məhəbbət) yaratsın. Allah (hər şeyə) qadirdir. Allah bağışlayandır, rəhm edəndir!"
,26,60,5158,8,لَّا يَنْهَاكُمُ اللَّهُ عَنِ الَّذِينَ لَمْ يُقَاتِلُوكُمْ فِي الدِّينِ وَلَمْ يُخْرِجُوكُم مِّن دِيَارِكُمْ أَن تَبَرُّوهُمْ وَتُقْسِطُوا إِلَيْهِمْ ۚ إِنَّ اللَّهَ يُحِبُّ الْمُقْسِطِينَ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_8.png,Allah din yolunda sizinlə vuruşmayan və sizi yurdunuzdan çıxartmayan kimsələrə yaxşılıq etməyi və onlarla ədalətlə rəftar etməyi sizə qadağan etməz. Allah ədalətli olanları sevər!
,26,60,5159,9,إِنَّمَا يَنْهَاكُمُ اللَّهُ عَنِ الَّذِينَ قَاتَلُوكُمْ فِي الدِّينِ وَأَخْرَجُوكُم مِّن دِيَارِكُمْ وَظَاهَرُوا عَلَىٰ إِخْرَاجِكُمْ أَن تَوَلَّوْهُمْ ۚ وَمَن يَتَوَلَّهُمْ فَأُولَٰئِكَ هُمُ الظَّالِمُونَ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_9.png,"Allah sizə ancaq sizinlə din yolunda vuruşan, sizi yurdunuzdan çıxardan və çıxartmağa kömək edən kimsələrlə dostluq etmənizi qadağan edər. Onlarla dostluq edənlər əsl zalımlardır!"
,26,60,5160,10,يَا أَيُّهَا الَّذِينَ آمَنُوا إِذَا جَاءَكُمُ الْمُؤْمِنَاتُ مُهَاجِرَاتٍ فَامْتَحِنُوهُنَّ ۖ اللَّهُ أَعْلَمُ بِإِيمَانِهِنَّ ۖ فَإِنْ عَلِمْتُمُوهُنَّ مُؤْمِنَاتٍ فَلَا تَرْجِعُوهُنَّ إِلَى الْكُفَّارِ ۖ لَا هُنَّ حِلٌّ لَّهُمْ وَلَا هُمْ يَحِلُّونَ لَهُنَّ ۖ وَآتُوهُم مَّا أَنفَقُوا ۚ وَلَا جُنَاحَ عَلَيْكُمْ أَن تَنكِحُوهُنَّ إِذَا آتَيْتُمُوهُنَّ أُجُورَهُنَّ ۚ وَلَا تُمْسِكُوا بِعِصَمِ الْكَوَافِرِ وَاسْأَلُوا مَا أَنفَقْتُمْ وَلْيَسْأَلُوا مَا أَنفَقُوا ۚ ذَٰلِكُمْ حُكْمُ اللَّهِ ۖ يَحْكُمُ بَيْنَكُمْ ۚ وَاللَّهُ عَلِيمٌ حَكِيمٌ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_10.png,"Ey iman gətirənlər! Mö’min qadınlar sizin yanınıza mühacir kimi gəldikləri zaman onları imtahana çəkin. Allah onların imanını çox gözəl bilir (onları yoxlayıb bilmək sizə lazımdır). Əgər bunların (bu qadınların həqiqi) mö’min olduqlarını bilsəniz, artıq onları kafirlərin yanına qaytarmayın. Nə bunlar (bu qadınlar) onlara (kafirlərə), nə də onlar bunlara halaldır. Onların (kafirlərin həmin qadınlara) xərclədiklərini (mehri) özlərinə qaytarıb verin. Bunların (bu qadınların) mehrlərini özlərinə verdiyiniz təqdirdə onlarla evlənməyinizdən sizə heç bir günah gəlməz. Kafir qadınları öz kəbininiz altında saxlamayın. (Həmin qadınlara) verdiyiniz mehri (onların ərə getdiyi kafirlərdən) istəyin. (Kafirlər də islamı qəbul edib mö’minlərlə evlənən qadınlara) sərf etdikləri mehri (sizdən) istəsinlər. Allahın hökmü budur. O sizin aranızda (belə) hökm edər. Allah (hər şeyi) biləndir, hikmət sahibidir!"
,26,60,5161,11,وَإِن فَاتَكُمْ شَيْءٌ مِّنْ أَزْوَاجِكُمْ إِلَى الْكُفَّارِ فَعَاقَبْتُمْ فَآتُوا الَّذِينَ ذَهَبَتْ أَزْوَاجُهُم مِّثْلَ مَا أَنفَقُوا ۚ وَاتَّقُوا اللَّهَ الَّذِي أَنتُم بِهِ مُؤْمِنُونَ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_11.png,"Əgər zövcələrinizdən biri sizdən qaçıb (mehrini geri qaytarmadan) kafirlərə qoşulsa və siz də (onlarla vuruşaraq) qənimət əldə etsəniz, zövcələri (kafirlərin yanına) getmiş kimsələrə (həmin qənimətdən) onların (bu övrətlərə) sərf etdikləri mehr qədər verin. İman gətirdiyiniz Allahdan qorxun!"
,26,60,5162,12,يَا أَيُّهَا النَّبِيُّ إِذَا جَاءَكَ الْمُؤْمِنَاتُ يُبَايِعْنَكَ عَلَىٰ أَن لَّا يُشْرِكْنَ بِاللَّهِ شَيْئًا وَلَا يَسْرِقْنَ وَلَا يَزْنِينَ وَلَا يَقْتُلْنَ أَوْلَادَهُنَّ وَلَا يَأْتِينَ بِبُهْتَانٍ يَفْتَرِينَهُ بَيْنَ أَيْدِيهِنَّ وَأَرْجُلِهِنَّ وَلَا يَعْصِينَكَ فِي مَعْرُوفٍ ۙ فَبَايِعْهُنَّ وَاسْتَغْفِرْ لَهُنَّ اللَّهَ ۖ إِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_12.png,"Ya Peyğəmbər! Mö’min qadınlar Allaha heç bir şərik qoşmayacaqları, oğurluq və zina etməyəcəkləri, övladlarını öldürməyəcəkləri (qız uşaqlarını diri-diri torpağa gömməyəcəklərini), özgə kişilərdən olan uşaqlarını yalandan ərlərinə isnad etməyəcəkləri və heç bir yaxşı (bəyənilən) işdə sənin əleyhinə çıxmayacaqları barədə sənə bey’ət etmək üçün yanına gəldikləri zaman onların bey’ətini qəbul et və Allahdan onların bağışlanmasını dilə. Həqiqətən, Allah bağışlayandır, rəhm edəndir!"
,26,60,5163,13,يَا أَيُّهَا الَّذِينَ آمَنُوا لَا تَتَوَلَّوْا قَوْمًا غَضِبَ اللَّهُ عَلَيْهِمْ قَدْ يَئِسُوا مِنَ الْآخِرَةِ كَمَا يَئِسَ الْكُفَّارُ مِنْ أَصْحَابِ الْقُبُورِ,Al-Mumtahina—الممتحنة,She that is to be examined,public://sura_images/60.png,public://quran_images/60_13.png,"Ey iman gətirənlər! Allahın qəzəbinə düçar olmuş bir qövmlə dostluq etməyin. Kafirlər qəbiristan əhlindən (ölülərin qiyamət günü diriləcəyindən) ümidlərini üzdükləri kimi, onlar da axirətdən (axirətdə Allahın mərhəmətindən) ümidlərini üzmüşlər!"
,26,61,5164,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ سَبَّحَ لِلَّهِ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۖ وَهُوَ الْعَزِيزُ الْحَكِيمُ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_1.png,"Göylərdə və yerdə nə varsa, (hamısı, bütün məxluqat) Allahı təqdis edib şə’ninə tə’riflər deyər. O, yenilməz qüvvət sahibi, hikmət sahibidir!"
,26,61,5165,2,يَا أَيُّهَا الَّذِينَ آمَنُوا لِمَ تَقُولُونَ مَا لَا تَفْعَلُونَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_2.png,"Ey iman gətirənlər! Etməyəcəyiniz bir şeyi niyə deyirsiniz? (Bə’zi müsəlmanlar: “Hansı əməllərin Allaha daha xoş getdiyini bilsəydik, onları edər, malımızı və canımızı onların yolunda qoyardıq!” – deyirdilər. Lakin cihad əmri nazil olduqda bu, bir çöx mö’minlərin xoşuna gəlmədi)."
,26,61,5166,3,كَبُرَ مَقْتًا عِندَ اللَّهِ أَن تَقُولُوا مَا لَا تَفْعَلُونَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_3.png,Etməyəcəyiniz bir şeyi demək Allah yanında böyük qəzəbə səbəb olar.
,26,61,5167,4,إِنَّ اللَّهَ يُحِبُّ الَّذِينَ يُقَاتِلُونَ فِي سَبِيلِهِ صَفًّا كَأَنَّهُم بُنْيَانٌ مَّرْصُوصٌ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_4.png,"Şübhəsiz ki, Allah Öz yolunda möhkəm divar kimi səf çəkib döyüşənləri sevər!"
,26,61,5168,5,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِ يَا قَوْمِ لِمَ تُؤْذُونَنِي وَقَد تَّعْلَمُونَ أَنِّي رَسُولُ اللَّهِ إِلَيْكُمْ ۖ فَلَمَّا زَاغُوا أَزَاغَ اللَّهُ قُلُوبَهُمْ ۚ وَاللَّهُ لَا يَهْدِي الْقَوْمَ الْفَاسِقِينَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_5.png,"(Ya Rəsulum!) Xatırla ki, bir zaman Musa öz qövmünə demişdi: “Ey qövmüm! Mənim Allahın sizə göndərilmiş peyğəmbəri olduğumu bildiyiniz halda, niyə məni incidirsiniz?” Onlar (haqdan) üz döndərdi. Allah (Özünə asi olan) fasiqləri doğru yola yönəltməz!"
,26,61,5169,6,وَإِذْ قَالَ عِيسَى ابْنُ مَرْيَمَ يَا بَنِي إِسْرَائِيلَ إِنِّي رَسُولُ اللَّهِ إِلَيْكُم مُّصَدِّقًا لِّمَا بَيْنَ يَدَيَّ مِنَ التَّوْرَاةِ وَمُبَشِّرًا بِرَسُولٍ يَأْتِي مِن بَعْدِي اسْمُهُ أَحْمَدُ ۖ فَلَمَّا جَاءَهُم بِالْبَيِّنَاتِ قَالُوا هَٰذَا سِحْرٌ مُّبِينٌ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_6.png,"Onu da xatırla ki, bir vaxt Məryəm oğlu İsa belə demişdi: “Ey İsrail oğulları! Həqiqətən, mən özümdən əvvəl nazil olmuş Tövratı təsdiq edən və məndən sonra gələcək Əhməd adlı bir peyğəmbərlə (sizə) müjdə verən Allahın elçisiyəm!” Sonra (İsa, yaxud Muhəmməd əleyhissəlam) onlara açıq-aşkar mö’cüzələr gətirdikdə onlar: “Bu, açıq-aydın sehrdir!” – dedilər."
,26,61,5170,7,وَمَنْ أَظْلَمُ مِمَّنِ افْتَرَىٰ عَلَى اللَّهِ الْكَذِبَ وَهُوَ يُدْعَىٰ إِلَى الْإِسْلَامِ ۚ وَاللَّهُ لَا يَهْدِي الْقَوْمَ الظَّالِمِينَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_7.png,"İslama də’vət olunduğu halda, Allaha qarşı yalan uydurandan (Onun peyğəmbərinə sehrbaz deyəndən) daha zalım kim ola bilər?! Allah zalım qövmü doğru yola yönəltməz!"
,26,61,5171,8,يُرِيدُونَ لِيُطْفِئُوا نُورَ اللَّهِ بِأَفْوَاهِهِمْ وَاللَّهُ مُتِمُّ نُورِهِ وَلَوْ كَرِهَ الْكَافِرُونَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_8.png,"Onlar Allahın nurunu (islam dinini) öz ağızları (öz iftiraları və şər sözləri) ilə söndürmək istəyirlər. Allah isə - kafirlərin xoşuna gəlməsə də, öz nurunu (dinini) tamamlayacaqdır."
,26,61,5172,9,هُوَ الَّذِي أَرْسَلَ رَسُولَهُ بِالْهُدَىٰ وَدِينِ الْحَقِّ لِيُظْهِرَهُ عَلَى الدِّينِ كُلِّهِ وَلَوْ كَرِهَ الْمُشْرِكُونَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_9.png,"Müşriklərin xoşuna gəlməsə də, onu (islamı) bütün dinlərdən üstün etmək üçün Öz Peyğəmbərini hidayət (Qur’an) və haqq dinlə göndərən Odur!"
,26,61,5173,10,يَا أَيُّهَا الَّذِينَ آمَنُوا هَلْ أَدُلُّكُمْ عَلَىٰ تِجَارَةٍ تُنجِيكُم مِّنْ عَذَابٍ أَلِيمٍ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_10.png,"Ey iman gətirənlər! Sizə elə bir ticarət (qazanc yolu) göstərimmi ki, o sizi şiddətli əzabdan xilas etsin?"
,26,61,5174,11,تُؤْمِنُونَ بِاللَّهِ وَرَسُولِهِ وَتُجَاهِدُونَ فِي سَبِيلِ اللَّهِ بِأَمْوَالِكُمْ وَأَنفُسِكُمْ ۚ ذَٰلِكُمْ خَيْرٌ لَّكُمْ إِن كُنتُمْ تَعْلَمُونَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_11.png,"(O qazanc yolu budur: ) Allaha və Onun Peyğəmbərinə iman gətirəsiniz. Allah yolunda malınız və canınızla vuruşasınız (cihad edəsiniz). Bilsəniz, bu sizin üçün nə qədər xeyirlidir!"
,26,61,5175,12,يَغْفِرْ لَكُمْ ذُنُوبَكُمْ وَيُدْخِلْكُمْ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ وَمَسَاكِنَ طَيِّبَةً فِي جَنَّاتِ عَدْنٍ ۚ ذَٰلِكَ الْفَوْزُ الْعَظِيمُ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_12.png,"(Əgər belə etsəniz) O sizin günahlarınızı bağışlayar və sizi (ağacları) altından çaylar axan cənnətlərə və Ədn cənnətlərindəki gözəl saraylara daxil edər. Bu, böyük qurtuluşdur (uğurdur)!"
,26,61,5176,13,وَأُخْرَىٰ تُحِبُّونَهَا ۖ نَصْرٌ مِّنَ اللَّهِ وَفَتْحٌ قَرِيبٌ ۗ وَبَشِّرِ الْمُؤْمِنِينَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_13.png,"(Sizi hələ) sevdiyiniz başqa bir şey (bir ne’mət) də - Allah dərgahından kömək və yaxın qələbə (Məkkənin fəthi) gözləyir. (Ya Peyğəmbər!) Mö’minlərə (dünyada zəfərlə, axirətdə Cənnətlə) müjdə ver!"
,26,61,5177,14,يَا أَيُّهَا الَّذِينَ آمَنُوا كُونُوا أَنصَارَ اللَّهِ كَمَا قَالَ عِيسَى ابْنُ مَرْيَمَ لِلْحَوَارِيِّينَ مَنْ أَنصَارِي إِلَى اللَّهِ ۖ قَالَ الْحَوَارِيُّونَ نَحْنُ أَنصَارُ اللَّهِ ۖ فَآمَنَت طَّائِفَةٌ مِّن بَنِي إِسْرَائِيلَ وَكَفَرَت طَّائِفَةٌ ۖ فَأَيَّدْنَا الَّذِينَ آمَنُوا عَلَىٰ عَدُوِّهِمْ فَأَصْبَحُوا ظَاهِرِينَ,As-Saff—الصف,The Ranks,public://sura_images/61.png,public://quran_images/61_14.png,"Ey iman gətirənlər! Allahın (dininin və peyğəmbərinin) köməkçiləri olun! Necə ki, Məryəm oğlu İsa həvarilərə: “Allah yolunda mənim köməkçilərim kimdir?” – demiş, həvarilər də: “Allahın köməkçiləri bizik!” – deyə cavab vermişdilər. Nəhayət, İsrail oğullarından bir tayfa iman gətirdi, bir tayfa isə kafir oldu. Biz də iman gətirənləri düşmənlərinə qarşı qüvvətləndirdik və onlar qələbə çaldılar."
,26,62,5178,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ يُسَبِّحُ لِلَّهِ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ الْمَلِكِ الْقُدُّوسِ الْعَزِيزِ الْحَكِيمِ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_1.png,"Göylərdə və yerdə nə varsa, (hamısı) mülkün (yer-göy mülkünün) hökmdarı (sahibi), müqəddəs (pak), yenilməz qüvvət, hikmət sahibi olan Allahı təqdis edib Onun şə’ninə tə’riflər deyər!"
,26,62,5179,2,هُوَ الَّذِي بَعَثَ فِي الْأُمِّيِّينَ رَسُولًا مِّنْهُمْ يَتْلُو عَلَيْهِمْ آيَاتِهِ وَيُزَكِّيهِمْ وَيُعَلِّمُهُمُ الْكِتَابَ وَالْحِكْمَةَ وَإِن كَانُوا مِن قَبْلُ لَفِي ضَلَالٍ مُّبِينٍ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_2.png,"(Əksəriyyəti yazıb-oxumaq bilməyən) ümmi ərəblərə özlərindən peyğəmbər göndərən Odur. (Bu Peyğəmbər) əvvəllər haqq yoldan açıq-aşkar azsalar da, onlara (Allahın) ayələrini oxuyar, onları (günahlardan, şirk və küfr çirkabından) təmizləyər, onlara Kitabı və hikməti (Qur’anı və şəriəti) öyrədər."
,26,62,5180,3,وَآخَرِينَ مِنْهُمْ لَمَّا يَلْحَقُوا بِهِمْ ۚ وَهُوَ الْعَزِيزُ الْحَكِيمُ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_3.png,"(Allah-təala Muhəmməd əleyhissəlamı) ərəblərdən savayı hələ onlara qoşulmamış başqalarına da (islamı qəbul etməmiş indiki ümmətlərə və qiyamət gününə qədər dünyaya gələcək bütün sonrakı tayfalara da peyğəmbər göndərmişdir) [Və ya: o Peyğəmbər Kitabı və hikməti ərəblərdən əlavə hələ onlara qoşulmamış başqalarına da (başqa ümmətlərə də) öyrədər]. O, yenilməz qüvvət sahibi, hikmət sahibidir!"
,26,62,5181,4,ذَٰلِكَ فَضْلُ اللَّهِ يُؤْتِيهِ مَن يَشَاءُ ۚ وَاللَّهُ ذُو الْفَضْلِ الْعَظِيمِ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_4.png,"Bu, Allahın istədiyinə əta etdiyi mərhəmətdir (kərəmdir). Allah çox böyük mərhəmət (kərəm) sahibidir!"
,26,62,5182,5,مَثَلُ الَّذِينَ حُمِّلُوا التَّوْرَاةَ ثُمَّ لَمْ يَحْمِلُوهَا كَمَثَلِ الْحِمَارِ يَحْمِلُ أَسْفَارًا ۚ بِئْسَ مَثَلُ الْقَوْمِ الَّذِينَ كَذَّبُوا بِآيَاتِ اللَّهِ ۚ وَاللَّهُ لَا يَهْدِي الْقَوْمَ الظَّالِمِينَ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_5.png,"Tövrata əməl etməyə mükəlləf olduqdan sonra ona əməl etməyənlər (Tövrata yükləndikdən sonra onu daşımayanlar, Tövrata iman gətirdikdən, onu oxuyub öyrəndikdən sonra hökmlərini lazımınca yerinə yetirməyənlər) belində çoxlu kitab daşıyan (lakin onların içində nə yazıldığını bilməyən, onlardan faydalanmağı bacarmayan) ulağa bənzərlər. (Muhəmməd əleyhissəlamın həqiqi peyğəmbər olmasına dair) Allahın ayələrini yalan sayanlar barədə çəkilən məsəl necə də pisdir! Allah zalım (kafir) qövmü doğru yola yönəltməz!"
,26,62,5183,6,قُلْ يَا أَيُّهَا الَّذِينَ هَادُوا إِن زَعَمْتُمْ أَنَّكُمْ أَوْلِيَاءُ لِلَّهِ مِن دُونِ النَّاسِ فَتَمَنَّوُا الْمَوْتَ إِن كُنتُمْ صَادِقِينَ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_6.png,"(Ya Peyğəmbər!) De: “Ey yəhudilər! Əgər bütün insanlardan fərqli olaraq, özünüzün Allahın dostları olduğunuzu iddia edirsinizsə, (və bunu) doğru deyirsinizsə, onda (Allahdan) ölüm diləyin! (Çünki Allah dərgahındakı ne’mətlər, əbədi həyat övliyalara ancaq öləndən sonra qismət olar)."
,26,62,5184,7,وَلَا يَتَمَنَّوْنَهُ أَبَدًا بِمَا قَدَّمَتْ أَيْدِيهِمْ ۚ وَاللَّهُ عَلِيمٌ بِالظَّالِمِينَ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_7.png,Halbuki onlar (dünyada) öz əlləri ilə etdikləri əməllərə (qazandıqları günahlara) görə heç vaxt (ölümü) diləməzlər. Allah zalımları (kafirləri) çox gözəl tanıyandır!
,26,62,5185,8,قُلْ إِنَّ الْمَوْتَ الَّذِي تَفِرُّونَ مِنْهُ فَإِنَّهُ مُلَاقِيكُمْ ۖ ثُمَّ تُرَدُّونَ إِلَىٰ عَالِمِ الْغَيْبِ وَالشَّهَادَةِ فَيُنَبِّئُكُم بِمَا كُنتُمْ تَعْمَلُونَ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_8.png,"(Ya Peyğəmbər!) De: “(Qorxub) qaçdığınız ölüm sizi mütləq yaxalayacaqdır. Sonra siz gizlini də, aşkarı da bilənin (Allahın) hüzuruna qaytarılacaqsınız. O da sizə (dünyada) nələr etdiyinizi (bir-bir) xəbər verəcəkdir!"
,26,62,5186,9,يَا أَيُّهَا الَّذِينَ آمَنُوا إِذَا نُودِيَ لِلصَّلَاةِ مِن يَوْمِ الْجُمُعَةِ فَاسْعَوْا إِلَىٰ ذِكْرِ اللَّهِ وَذَرُوا الْبَيْعَ ۚ ذَٰلِكُمْ خَيْرٌ لَّكُمْ إِن كُنتُمْ تَعْلَمُونَ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_9.png,"Ey iman gətirənlər! Cümə günü namaza çağırıldığınız zaman Allahı zikr etməyə tələsin və alış-verişi buraxın. Bilsəniz, bu sizin üçün nə qədər xeyirlidir!"
,26,62,5187,10,فَإِذَا قُضِيَتِ الصَّلَاةُ فَانتَشِرُوا فِي الْأَرْضِ وَابْتَغُوا مِن فَضْلِ اللَّهِ وَاذْكُرُوا اللَّهَ كَثِيرًا لَّعَلَّكُمْ تُفْلِحُونَ,Al-Jumua—الجمعة,"The congregation, Friday",public://sura_images/62.png,public://quran_images/62_10.png,"Namaz qılınıb qurtardıqdan sonra yer üzünə dağılın və Allahın lütfündən ruzi diləyib axtarın! (Yenə öz işinizə qayıdın!) Və Allahı çox zikr edin ki, nicat tapıb səadətə qovuşasınız! (Hər iki dünyada muradınıza yetişəsiniz!)"
