Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_zh
,9,37,3874,86,أَئِفْكًا آلِهَةً دُونَ اللَّهِ تُرِيدُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_86.png,难道你们欲舍真主而悖谬地崇拜许多神灵吗？
,9,37,3875,87,فَمَا ظَنُّكُم بِرَبِّ الْعَالَمِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_87.png,你们对全世界的主，究竟作什么猜测？
,9,37,3876,88,فَنَظَرَ نَظْرَةً فِي النُّجُومِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_88.png,他看一看星宿，
,9,37,3877,89,فَقَالَ إِنِّي سَقِيمٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_89.png,然后说：我势必要害病。
,9,37,3878,90,فَتَوَلَّوْا عَنْهُ مُدْبِرِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_90.png,他们就背离了他，
,9,37,3879,91,فَرَاغَ إِلَىٰ آلِهَتِهِمْ فَقَالَ أَلَا تَأْكُلُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_91.png,他就悄悄地走向他们的众神灵，他说：你们怎么不吃东西呢？
,9,37,3880,92,مَا لَكُمْ لَا تَنطِقُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_92.png,你们怎么不说话呢？
,9,37,3881,93,فَرَاغَ عَلَيْهِمْ ضَرْبًا بِالْيَمِينِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_93.png,他就悄悄以右手打击他们。
,9,37,3882,94,فَأَقْبَلُوا إِلَيْهِ يَزِفُّونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_94.png,众人就急急忙忙地来看他，
,9,37,3883,95,قَالَ أَتَعْبُدُونَ مَا تَنْحِتُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_95.png,他说：你们崇拜自己所雕刻的偶像吗？
,9,37,3884,96,وَاللَّهُ خَلَقَكُمْ وَمَا تَعْمَلُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_96.png,真主创造你们，和你们的行为。
,9,37,3885,97,قَالُوا ابْنُوا لَهُ بُنْيَانًا فَأَلْقُوهُ فِي الْجَحِيمِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_97.png,他们说：你们应当为他而修一个火炉，然后，将他投在烈火中。
,9,37,3886,98,فَأَرَادُوا بِهِ كَيْدًا فَجَعَلْنَاهُمُ الْأَسْفَلِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_98.png,他们欲谋害他，而我却使他们变成占下风的。
,9,37,3887,99,وَقَالَ إِنِّي ذَاهِبٌ إِلَىٰ رَبِّي سَيَهْدِينِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_99.png,他说：我果然要迁移到我的主所启示我的地方去，他将指导我。
,9,37,3888,100,رَبِّ هَبْ لِي مِنَ الصَّالِحِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_100.png,我的主呀！求你赏赐我一个善良的儿子。
,9,37,3889,101,فَبَشَّرْنَاهُ بِغُلَامٍ حَلِيمٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_101.png,我就以一个宽厚的儿童向他报喜。
,9,37,3890,102,فَلَمَّا بَلَغَ مَعَهُ السَّعْيَ قَالَ يَا بُنَيَّ إِنِّي أَرَىٰ فِي الْمَنَامِ أَنِّي أَذْبَحُكَ فَانظُرْ مَاذَا تَرَىٰ ۚ قَالَ يَا أَبَتِ افْعَلْ مَا تُؤْمَرُ ۖ سَتَجِدُنِي إِن شَاءَ اللَّهُ مِنَ الصَّابِرِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_102.png,当他长到能帮着他操作的时候，他说：我的小子啊！我确已梦见我宰你为牺牲。你考虑一下！你究竟是什么意见？他说：我的父亲啊！请你执行你所奉的命令吧！如果真主意欲，你将发现我是坚忍的。
,9,37,3891,103,فَلَمَّا أَسْلَمَا وَتَلَّهُ لِلْجَبِينِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_103.png,他们俩既已顺服真主，而他使他的儿子侧卧着。
,9,37,3892,104,وَنَادَيْنَاهُ أَن يَا إِبْرَاهِيمُ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_104.png,我喊叫说：易卜拉欣啊！
,9,37,3893,105,قَدْ صَدَّقْتَ الرُّؤْيَا ۚ إِنَّا كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_105.png,你确已证实那个梦了。我必定要这样报酬行善的人们。
,9,37,3894,106,إِنَّ هَٰذَا لَهُوَ الْبَلَاءُ الْمُبِينُ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_106.png,. 这确是明显的考验。
,9,37,3895,107,وَفَدَيْنَاهُ بِذِبْحٍ عَظِيمٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_107.png,我以一个伟大的牺牲赎了他。
,9,37,3896,108,وَتَرَكْنَا عَلَيْهِ فِي الْآخِرِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_108.png,我使他的令名，永存于后代。
,9,37,3897,109,سَلَامٌ عَلَىٰ إِبْرَاهِيمَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_109.png,祝易卜拉欣平安！
,9,37,3898,110,كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_110.png,我要这样报酬行善者。
,9,37,3899,111,إِنَّهُ مِنْ عِبَادِنَا الْمُؤْمِنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_111.png,他确是我的信道的仆人，
,9,37,3900,112,وَبَشَّرْنَاهُ بِإِسْحَاقَ نَبِيًّا مِّنَ الصَّالِحِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_112.png,我以将为先知和善人的易司哈格向他报喜。
,9,37,3901,113,وَبَارَكْنَا عَلَيْهِ وَعَلَىٰ إِسْحَاقَ ۚ وَمِن ذُرِّيَّتِهِمَا مُحْسِنٌ وَظَالِمٌ لِّنَفْسِهِ مُبِينٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_113.png,我降福于他和易司哈格。他们俩的子孙中，将有行善者和公然自暴自弃者。
,9,37,3902,114,وَلَقَدْ مَنَنَّا عَلَىٰ مُوسَىٰ وَهَارُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_114.png,我确已施恩于穆萨和哈伦。
,9,37,3903,115,وَنَجَّيْنَاهُمَا وَقَوْمَهُمَا مِنَ الْكَرْبِ الْعَظِيمِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_115.png,我曾使他们俩及其宗族，得免于大难。
,9,37,3904,116,وَنَصَرْنَاهُمْ فَكَانُوا هُمُ الْغَالِبِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_116.png,我曾援助他们，所以他们是胜利者。
,9,37,3905,117,وَآتَيْنَاهُمَا الْكِتَابَ الْمُسْتَبِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_117.png,我授予他们俩详明的经典，
,9,37,3906,118,وَهَدَيْنَاهُمَا الصِّرَاطَ الْمُسْتَقِيمَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_118.png,我指引他们俩正直的道路，
,9,37,3907,119,وَتَرَكْنَا عَلَيْهِمَا فِي الْآخِرِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_119.png,我使他们俩的令名，永存于后代。
,9,37,3908,120,سَلَامٌ عَلَىٰ مُوسَىٰ وَهَارُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_120.png,祝穆萨和哈伦平安！
,9,37,3909,121,إِنَّا كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_121.png,我必定要这样报酬行善者。
,9,37,3910,122,إِنَّهُمَا مِنْ عِبَادِنَا الْمُؤْمِنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_122.png,他们俩确是我的信道的仆人。
,9,37,3911,123,وَإِنَّ إِلْيَاسَ لَمِنَ الْمُرْسَلِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_123.png,易勒雅斯确是使者。
,9,37,3912,124,إِذْ قَالَ لِقَوْمِهِ أَلَا تَتَّقُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_124.png,当时，他对他的宗族说：难道你们不敬畏真主吗？
,9,37,3913,125,أَتَدْعُونَ بَعْلًا وَتَذَرُونَ أَحْسَنَ الْخَالِقِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_125.png,难道你们祈祷白耳利，而舍弃最优越的创造者--
,9,37,3914,126,اللَّهَ رَبَّكُمْ وَرَبَّ آبَائِكُمُ الْأَوَّلِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_126.png,真主，你们的主，你们祖先的主吗？
,9,37,3915,127,فَكَذَّبُوهُ فَإِنَّهُمْ لَمُحْضَرُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_127.png,他们否认他，所以他们必定要被拘禁。
,9,37,3916,128,إِلَّا عِبَادَ اللَّهِ الْمُخْلَصِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_128.png,惟真主的纯洁的众仆则不然。
,9,37,3917,129,وَتَرَكْنَا عَلَيْهِ فِي الْآخِرِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_129.png,我使他的令名，永存于后代。
,9,37,3918,130,سَلَامٌ عَلَىٰ إِلْ يَاسِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_130.png,祝易勒雅斯平安！
,9,37,3919,131,إِنَّا كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_131.png,我必定要这样报酬行善者。
,9,37,3920,132,إِنَّهُ مِنْ عِبَادِنَا الْمُؤْمِنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_132.png,他确是我的信道的仆人。
,9,37,3921,133,وَإِنَّ لُوطًا لَّمِنَ الْمُرْسَلِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_133.png,鲁特确是使者。
,9,37,3922,134,إِذْ نَجَّيْنَاهُ وَأَهْلَهُ أَجْمَعِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_134.png,当时，我拯救了他，和他的全体信徒；
,9,37,3923,135,إِلَّا عَجُوزًا فِي الْغَابِرِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_135.png,惟有一个老妇人和其余的人，没有获得拯救。
,9,37,3924,136,ثُمَّ دَمَّرْنَا الْآخَرِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_136.png,然后，我毁灭了别的许多人。
,9,37,3925,137,وَإِنَّكُمْ لَتَمُرُّونَ عَلَيْهِم مُّصْبِحِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_137.png,你们的确朝夕经过他们的遗迹，
,9,37,3926,138,وَبِاللَّيْلِ ۗ أَفَلَا تَعْقِلُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_138.png,难道你们不了解吗？
,9,37,3927,139,وَإِنَّ يُونُسَ لَمِنَ الْمُرْسَلِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_139.png,优努司确是使者。
,9,37,3928,140,إِذْ أَبَقَ إِلَى الْفُلْكِ الْمَشْحُونِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_140.png,当时，他逃到那只满载的船舶上。
,9,37,3929,141,فَسَاهَمَ فَكَانَ مِنَ الْمُدْحَضِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_141.png,他就拈阄，他却是失败的，
,9,37,3930,142,فَالْتَقَمَهُ الْحُوتُ وَهُوَ مُلِيمٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_142.png,大鱼就吞了他，同时，他是应受谴责的。
,9,37,3931,143,فَلَوْلَا أَنَّهُ كَانَ مِنَ الْمُسَبِّحِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_143.png,假若不是常赞颂真主者，
,9,37,3932,144,لَلَبِثَ فِي بَطْنِهِ إِلَىٰ يَوْمِ يُبْعَثُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_144.png,他必葬身鱼腹，直到世人复活之日。
,9,37,3933,145,۞ فَنَبَذْنَاهُ بِالْعَرَاءِ وَهُوَ سَقِيمٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_145.png,然后，我将他抛在旱地上，当时他是有病的。
,9,37,3934,146,وَأَنبَتْنَا عَلَيْهِ شَجَرَةً مِّن يَقْطِينٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_146.png,我使一棵瓠瓜，长起来遮着他。
,9,37,3935,147,وَأَرْسَلْنَاهُ إِلَىٰ مِائَةِ أَلْفٍ أَوْ يَزِيدُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_147.png,我曾派遣他去教化十多万民众。
,9,37,3936,148,فَآمَنُوا فَمَتَّعْنَاهُمْ إِلَىٰ حِينٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_148.png,他们便归信他，我使他们享乐至一定期。
,9,37,3937,149,فَاسْتَفْتِهِمْ أَلِرَبِّكَ الْبَنَاتُ وَلَهُمُ الْبَنُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_149.png,你问他们吧！你的主有许多女儿，他们却有多少儿子呢？
,9,37,3938,150,أَمْ خَلَقْنَا الْمَلَائِكَةَ إِنَاثًا وَهُمْ شَاهِدُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_150.png,还是我曾将众天神造成女性的，他们曾眼见我的创造呢？
,9,37,3939,151,أَلَا إِنَّهُم مِّنْ إِفْكِهِمْ لَيَقُولُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_151.png,真的，他们因为自己的悖谬，必定要说：
,9,37,3940,152,وَلَدَ اللَّهُ وَإِنَّهُمْ لَكَاذِبُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_152.png,真主已生育了。他们确是说谎者。
,9,37,3941,153,أَصْطَفَى الْبَنَاتِ عَلَى الْبَنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_153.png,难道他不要儿子，却要女儿吗？
,9,37,3942,154,مَا لَكُمْ كَيْفَ تَحْكُمُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_154.png,你们有什么理由？你们怎么这样判断呢？
,9,37,3943,155,أَفَلَا تَذَكَّرُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_155.png,你们还不觉悟吗？
,9,37,3944,156,أَمْ لَكُمْ سُلْطَانٌ مُّبِينٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_156.png,难道你们有一个明证吗？
,9,37,3945,157,فَأْتُوا بِكِتَابِكُمْ إِن كُنتُمْ صَادِقِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_157.png,拿出你们的经典来吧，倘若你们是诚实的！
,9,37,3946,158,وَجَعَلُوا بَيْنَهُ وَبَيْنَ الْجِنَّةِ نَسَبًا ۚ وَلَقَدْ عَلِمَتِ الْجِنَّةُ إِنَّهُمْ لَمُحْضَرُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_158.png,他们妄言他与精灵之间，有姻亲关系。精灵确已知道他们将被拘禁
,9,37,3947,159,سُبْحَانَ اللَّهِ عَمَّا يَصِفُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_159.png,--超绝哉真主！他是超乎他们的叙述的，
,9,37,3948,160,إِلَّا عِبَادَ اللَّهِ الْمُخْلَصِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_160.png,--惟真主的纯洁的众仆，不被拘禁。
,9,37,3949,161,فَإِنَّكُمْ وَمَا تَعْبُدُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_161.png,你们和你们所崇拜的，
,9,37,3950,162,مَا أَنتُمْ عَلَيْهِ بِفَاتِنِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_162.png,绝不能把任何人引诱去崇拜他们，
,9,37,3951,163,إِلَّا مَنْ هُوَ صَالِ الْجَحِيمِ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_163.png,除非是将入火狱的人。
,9,37,3952,164,وَمَا مِنَّا إِلَّا لَهُ مَقَامٌ مَّعْلُومٌ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_164.png,（众天神说）：我们人人都有一个指定的地位，
,9,37,3953,165,وَإِنَّا لَنَحْنُ الصَّافُّونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_165.png,我们必定是排班的，
,9,37,3954,166,وَإِنَّا لَنَحْنُ الْمُسَبِّحُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_166.png,我们必定是赞颂真主的。
,9,37,3955,167,وَإِن كَانُوا لَيَقُولُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_167.png,他们的确常说：
,9,37,3956,168,لَوْ أَنَّ عِندَنَا ذِكْرًا مِّنَ الْأَوَّلِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_168.png,假若我们有古人所遗留的教诲，
,9,37,3957,169,لَكُنَّا عِبَادَ اللَّهِ الْمُخْلَصِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_169.png,那末，我们必是真主的纯洁的仆人。
,9,37,3958,170,فَكَفَرُوا بِهِ ۖ فَسَوْفَ يَعْلَمُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_170.png,他们却不信真主，他们不久就知道了。
,9,37,3959,171,وَلَقَدْ سَبَقَتْ كَلِمَتُنَا لِعِبَادِنَا الْمُرْسَلِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_171.png,我对我所派遣的仆人们已有约在先了，
,9,37,3960,172,إِنَّهُمْ لَهُمُ الْمَنصُورُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_172.png,他们必定是被援助的，
,9,37,3961,173,وَإِنَّ جُندَنَا لَهُمُ الْغَالِبُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_173.png,我的军队，必定是胜利的。
,9,37,3962,174,فَتَوَلَّ عَنْهُمْ حَتَّىٰ حِينٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_174.png,你暂时退避他们吧！
,9,37,3963,175,وَأَبْصِرْهُمْ فَسَوْفَ يُبْصِرُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_175.png,你看着吧！他们不久就看见了。
,9,37,3964,176,أَفَبِعَذَابِنَا يَسْتَعْجِلُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_176.png,难道他们要求我的刑罚早日实现吗？
,9,37,3965,177,فَإِذَا نَزَلَ بِسَاحَتِهِمْ فَسَاءَ صَبَاحُ الْمُنذَرِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_177.png,我的刑罚一旦降于他们的庭院的时候，被警告者的早晨，真恶劣呀！
,9,37,3966,178,وَتَوَلَّ عَنْهُمْ حَتَّىٰ حِينٍ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_178.png,你暂时退避他们吧！
,9,37,3967,179,وَأَبْصِرْ فَسَوْفَ يُبْصِرُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_179.png,你看着吧！他们不久就看见了。
,9,37,3968,180,سُبْحَانَ رَبِّكَ رَبِّ الْعِزَّةِ عَمَّا يَصِفُونَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_180.png,超绝哉你的主--尊荣的主宰！他是超乎他们的叙述的。
,9,37,3969,181,وَسَلَامٌ عَلَى الْمُرْسَلِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_181.png,祝众使者平安！
,9,37,3970,181,وَالْحَمْدُ لِلَّهِ رَبِّ الْعَالَمِينَ,As-Saaffat—الصافات,Those who set the ranks,public://sura_images/37.png,public://quran_images/37_182.png,一切赞颂，全归真主--全世界的主！
,9,38,3971,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ ص ۚ وَالْقُرْآنِ ذِي الذِّكْرِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_1.png,. 萨德。指著名的《古兰经》发誓。
,9,38,3972,2,بَلِ الَّذِينَ كَفَرُوا فِي عِزَّةٍ وَشِقَاقٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_2.png,不然！不信道者，是妄自尊大、违背真理的。
,9,38,3973,3,كَمْ أَهْلَكْنَا مِن قَبْلِهِم مِّن قَرْنٍ فَنَادَوا وَّلَاتَ حِينَ مَنَاصٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_3.png,在他们之前我曾毁灭了许多世代，他们呼号，但逃亡的时机已逝去了。
,9,38,3974,4,وَعَجِبُوا أَن جَاءَهُم مُّنذِرٌ مِّنْهُمْ ۖ وَقَالَ الْكَافِرُونَ هَٰذَا سَاحِرٌ كَذَّابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_4.png,他们惊讶，因为他们本族中的警告者来临他们。不信道的人们说：这是一个术士，是一个说谎者。
,9,38,3975,5,أَجَعَلَ الْآلِهَةَ إِلَٰهًا وَاحِدًا ۖ إِنَّ هَٰذَا لَشَيْءٌ عُجَابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_5.png,难道他要将许多神灵变成一个神灵吗？这确是一件怪事。
,9,38,3976,6,وَانطَلَقَ الْمَلَأُ مِنْهُمْ أَنِ امْشُوا وَاصْبِرُوا عَلَىٰ آلِهَتِكُمْ ۖ إِنَّ هَٰذَا لَشَيْءٌ يُرَادُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_6.png,他们中的贵族们起身说：你们走吧！你们坚忍着崇拜你们的众神灵罢！这确是一件前定的事。
,9,38,3977,7,مَا سَمِعْنَا بِهَٰذَا فِي الْمِلَّةِ الْآخِرَةِ إِنْ هَٰذَا إِلَّا اخْتِلَاقٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_7.png,在最后的宗教中，我们没有听见这种话，这种话只是伪造的。
,9,38,3978,8,أَأُنزِلَ عَلَيْهِ الذِّكْرُ مِن بَيْنِنَا ۚ بَلْ هُمْ فِي شَكٍّ مِّن ذِكْرِي ۖ بَل لَّمَّا يَذُوقُوا عَذَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_8.png,难道教诲降于他，而不降于我们吗？不然！他们对于我的教训，是在怀疑之中，不然！他们还没有尝试我的刑罚。
,9,38,3979,9,أَمْ عِندَهُمْ خَزَائِنُ رَحْمَةِ رَبِّكَ الْعَزِيزِ الْوَهَّابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_9.png,难道他们有你万能的、博施的主的慈恩的库藏？
,9,38,3980,10,أَمْ لَهُم مُّلْكُ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا ۖ فَلْيَرْتَقُوا فِي الْأَسْبَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_10.png,难道他们有天地万物的国权吗？假若他们有，就叫他们缘天梯而上升吧！
,9,38,3981,11,جُندٌ مَّا هُنَالِكَ مَهْزُومٌ مِّنَ الْأَحْزَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_11.png,他们是由各党派联合起来的乌合之众，他们将要在那里败北。
,9,38,3982,12,كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍ وَعَادٌ وَفِرْعَوْنُ ذُو الْأَوْتَادِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_12.png,在他们之前，曾否认使者的，有努哈的宗族、阿德人、有武力的法老、
,9,38,3983,13,وَثَمُودُ وَقَوْمُ لُوطٍ وَأَصْحَابُ الْأَيْكَةِ ۚ أُولَٰئِكَ الْأَحْزَابُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_13.png,赛莫德人、鲁特的宗族、茂林的居民。这些都是党派，
,9,38,3984,14,إِن كُلٌّ إِلَّا كَذَّبَ الرُّسُلَ فَحَقَّ عِقَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_14.png,他们之中没有一个未曾否认使者的，所以我的惩罚是必然的。
,9,38,3985,15,وَمَا يَنظُرُ هَٰؤُلَاءِ إِلَّا صَيْحَةً وَاحِدَةً مَّا لَهَا مِن فَوَاقٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_15.png,这些人，只等待一声喊叫，那是不耽搁一霎时的。
,9,38,3986,16,وَقَالُوا رَبَّنَا عَجِّل لَّنَا قِطَّنَا قَبْلَ يَوْمِ الْحِسَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_16.png,他们说：我们的主啊！在清算日之前，请你快将我们所应得的刑罚，降于我们吧！
,9,38,3987,17,اصْبِرْ عَلَىٰ مَا يَقُولُونَ وَاذْكُرْ عَبْدَنَا دَاوُودَ ذَا الْأَيْدِ ۖ إِنَّهُ أَوَّابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_17.png,你当忍受他们所说的话，你当记忆我的仆人--有能力的达五德，他确是归依真主的。
