Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_so,content_ar,sura name,meaning,sura images,ayah_image
Ayah 1480so,4,11,1480,7,"Eebe waa kan ku Abuuray Samooyinka iyo Dhulka Lix Maalmood, wuxuuna ahaa Carshihiisu Biyo korkood inuu idin Imtixaamo kiinna Camalka Wanaagsan, haddaad dhahdo waa laydin soo bixin Geeri ka dib waxay odhan kuwii gaaloobay kani waxaan sixir Cad ahayn ma aha.",وَهُوَ الَّذِي خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ فِي سِتَّةِ أَيَّامٍ وَكَانَ عَرْشُهُ عَلَى الْمَاءِ لِيَبْلُوَكُمْ أَيُّكُمْ أَحْسَنُ عَمَلًا ۗ وَلَئِن قُلْتَ إِنَّكُم مَّبْعُوثُونَ مِن بَعْدِ الْمَوْتِ لَيَقُولَنَّ الَّذِينَ كَفَرُوا إِنْ هَٰذَا إِلَّا سِحْرٌ مُّبِينٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_7.png
Ayah 1481so,4,11,1481,8,"haddaan dib uga dhigno Cadaabka Xaggooda tan iyo muddo tirsa waxay odhan maxaa celinaya, maalintuuse u yimaaddo mid Iaga iilo ma aha, waxaana ku dhaca waxay ku, jeesjeesi (Ciqaabtiisii).",وَلَئِنْ أَخَّرْنَا عَنْهُمُ الْعَذَابَ إِلَىٰ أُمَّةٍ مَّعْدُودَةٍ لَّيَقُولُنَّ مَا يَحْبِسُهُ ۗ أَلَا يَوْمَ يَأْتِيهِمْ لَيْسَ مَصْرُوفًا عَنْهُمْ وَحَاقَ بِهِم مَّا كَانُوا بِهِ يَسْتَهْزِئُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_8.png
Ayah 1482so,4,11,1482,9,haddaan dhadhansiinno Dadka naxariis xaggannaga ah markaas aan ka qaadno wuxuu noqdaa mid quusasho badan oo dafir hadan.,وَلَئِنْ أَذَقْنَا الْإِنسَانَ مِنَّا رَحْمَةً ثُمَّ نَزَعْنَاهَا مِنْهُ إِنَّهُ لَيَئُوسٌ كَفُورٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_9.png
Ayah 1483so,4,11,1483,10,haddaan dhadhansiinno Dadka Niemo dhib taabtay ka dib wuxuu dhihi wwaxaa iga tagay sumaanti isagoo Farax iyo faan ku sugan.,وَلَئِنْ أَذَقْنَاهُ نَعْمَاءَ بَعْدَ ضَرَّاءَ مَسَّتْهُ لَيَقُولَنَّ ذَهَبَ السَّيِّئَاتُ عَنِّي ۚ إِنَّهُ لَفَرِحٌ فَخُورٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_10.png
Ayah 1484so,4,11,1484,11,"kuwa Samra ee canal fiica fala mooyee, kuwaasna waxaa u sugnaaday dambi dhaaf iyo ajir wayn.",إِلَّا الَّذِينَ صَبَرُوا وَعَمِلُوا الصَّالِحَاتِ أُولَٰئِكَ لَهُم مَّغْفِرَةٌ وَأَجْرٌ كَبِيرٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_11.png
Ayah 1485so,4,11,1485,12,"waxaad u dhawdahay inaad ka tegto waxa laguu waxyoon qaarkiis oy Ia cidhiidhyanto Laabtaadu inay dhahaan maa lagu soo Dejiyo korkiisa Kansi ama Ia yimaaddo malag, adugu waxaad uun tahay Dige, Eebana wax kasta wuxuu u yahay (Ilaaliye) Wakiil.",فَلَعَلَّكَ تَارِكٌ بَعْضَ مَا يُوحَىٰ إِلَيْكَ وَضَائِقٌ بِهِ صَدْرُكَ أَن يَقُولُوا لَوْلَا أُنزِلَ عَلَيْهِ كَنزٌ أَوْ جَاءَ مَعَهُ مَلَكٌ ۚ إِنَّمَا أَنتَ نَذِيرٌ ۚ وَاللَّهُ عَلَىٰ كُلِّ شَيْءٍ وَكِيلٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_12.png
Ayah 1486so,4,11,1486,13,"mise waxay odhan wuu been abuurtay, waxaad dhahdaa karaa Toban Suuradood oo la mida oo la been abuurtay una yeedha ciddaad kartaan oo Eebe ka soo hadhay haddaad run sheegaysaan.",أَمْ يَقُولُونَ افْتَرَاهُ ۖ قُلْ فَأْتُوا بِعَشْرِ سُوَرٍ مِّثْلِهِ مُفْتَرَيَاتٍ وَادْعُوا مَنِ اسْتَطَعْتُم مِّن دُونِ اللَّهِ إِن كُنتُمْ صَادِقِينَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_13.png
Ayah 1487so,4,11,1487,14,"14, haddayna idin Ajiibin «yeelin» ogaada in lagu soo dejiyey Quraanka ogaansho Eebe iyo inaan Eebe mooyee Ilaah kale jirin, a ma islaamaysaan.",فَإِلَّمْ يَسْتَجِيبُوا لَكُمْ فَاعْلَمُوا أَنَّمَا أُنزِلَ بِعِلْمِ اللَّهِ وَأَن لَّا إِلَٰهَ إِلَّا هُوَ ۖ فَهَلْ أَنتُم مُّسْلِمُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_14.png
Ayah 1488so,4,11,1488,15,ciddii dooni nolosha adduunyo iyo quruxdeeda waxaan u dhamaynaynaa camalkooda dhexdeeda lagamana nusqaamiyo.,مَن كَانَ يُرِيدُ الْحَيَاةَ الدُّنْيَا وَزِينَتَهَا نُوَفِّ إِلَيْهِمْ أَعْمَالَهُمْ فِيهَا وَهُمْ فِيهَا لَا يُبْخَسُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_15.png
Ayah 1489so,4,11,1489,16,"Kuwaasuna waa kuwaan kulahayn Aakhiro waxaan Naar ahayn, waxaana buray waxay ku sameeyeen dhexdeeda waxaana baadhila (wax kama jire ah) waxay falayeen.",أُولَٰئِكَ الَّذِينَ لَيْسَ لَهُمْ فِي الْآخِرَةِ إِلَّا النَّارُ ۖ وَحَبِطَ مَا صَنَعُوا فِيهَا وَبَاطِلٌ مَّا كَانُوا يَعْمَلُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_16.png
Ayah 1490so,4,11,1490,17,"Ruux ku sugan (Xujo) cad oo Eebihiis, uu raacina marag Eebe, hortiisna ahaayeen Kitaabkii Muuse isagoo Imaam iyo Naxariis ah ma la midbaa mid adduunyo uun doonay, kuwaas fiican way rumeyn Quraanka, ciddii ka gaalowda Quraanka iyo Nabiga oo Xisbiyada ka mida Naarbaa ballan u ah, ee ha noqon mid Shakiya Xaggiisa isagu waa Xaq Eebe ka ahaadaye, laakiin Dadka Radankiis ma Rumeeyaan.",أَفَمَن كَانَ عَلَىٰ بَيِّنَةٍ مِّن رَّبِّهِ وَيَتْلُوهُ شَاهِدٌ مِّنْهُ وَمِن قَبْلِهِ كِتَابُ مُوسَىٰ إِمَامًا وَرَحْمَةً ۚ أُولَٰئِكَ يُؤْمِنُونَ بِهِ ۚ وَمَن يَكْفُرْ بِهِ مِنَ الْأَحْزَابِ فَالنَّارُ مَوْعِدُهُ ۚ فَلَا تَكُ فِي مِرْيَةٍ مِّنْهُ ۚ إِنَّهُ الْحَقُّ مِن رَّبِّكَ وَلَٰكِنَّ أَكْثَرَ النَّاسِ لَا يُؤْمِنُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_17.png
Ayah 1491so,4,11,1491,18,"yaa ka dulmi badan ruux ku abuurtay Eebe Been, kuwaas waxaa loo bandhigi Eebahood waxayna odhan maraggu kuwaasu waa kuwa ku been abuurtay Eebahood Lacnadi ha ahaato Daalimiinta korkooda.",وَمَنْ أَظْلَمُ مِمَّنِ افْتَرَىٰ عَلَى اللَّهِ كَذِبًا ۚ أُولَٰئِكَ يُعْرَضُونَ عَلَىٰ رَبِّهِمْ وَيَقُولُ الْأَشْهَادُ هَٰؤُلَاءِ الَّذِينَ كَذَبُوا عَلَىٰ رَبِّهِمْ ۚ أَلَا لَعْنَةُ اللَّهِ عَلَى الظَّالِمِينَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_18.png
Ayah 1492so,4,11,1492,19,"19, ee ah kuwa ka jeedsada Jidka Eebe lana dooni Qallooc Aakharana ka gaaloobay.",الَّذِينَ يَصُدُّونَ عَن سَبِيلِ اللَّهِ وَيَبْغُونَهَا عِوَجًا وَهُم بِالْآخِرَةِ هُمْ كَافِرُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_19.png
Ayah 1493so,4,11,1493,20,"kuwaasu ma aha kuwa ku daalin Eebe Dhulka dhexdiisa umana sugna wax Eebe ka soo hadhay oo u gargaari waxaana loo Iaablaabi cadaabka, mana karaan inay (Xaqa) maqlaan ama arkaan.",أُولَٰئِكَ لَمْ يَكُونُوا مُعْجِزِينَ فِي الْأَرْضِ وَمَا كَانَ لَهُم مِّن دُونِ اللَّهِ مِنْ أَوْلِيَاءَ ۘ يُضَاعَفُ لَهُمُ الْعَذَابُ ۚ مَا كَانُوا يَسْتَطِيعُونَ السَّمْعَ وَمَا كَانُوا يُبْصِرُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_20.png
Ayah 1494so,4,11,1494,21,kuwaasu waa kuwa Khasaariyey Naftooda waxaana ka dhumay waxay been abuurteen.,أُولَٰئِكَ الَّذِينَ خَسِرُوا أَنفُسَهُمْ وَضَلَّ عَنْهُم مَّا كَانُوا يَفْتَرُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_21.png
Ayah 1495so,4,11,1495,22,waxaana sugan inay kuwaasu Aakharo iyaga uun khasaaro badnaadeen.,لَا جَرَمَ أَنَّهُمْ فِي الْآخِرَةِ هُمُ الْأَخْسَرُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_22.png
Ayah 1496so,4,11,1496,23,"kuwa rumeeyey Xaqa oo camal fiican falay oo u noqday Eebahood kuwaasu waa Jannada Ehelkeeda wayn, ku dhex waari.",إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَأَخْبَتُوا إِلَىٰ رَبِّهِمْ أُولَٰئِكَ أَصْحَابُ الْجَنَّةِ ۖ هُمْ فِيهَا خَالِدُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_23.png
Ayah 1497so,4,11,1497,24,waxay La midyihiin Labada kooxood mid indhala' iyo mid dhaaa la' mid wax arka iyo mid wax maqli ma simanyihiin tusaale ahaan miyeydaan wax xusuusaneyn.,۞ مَثَلُ الْفَرِيقَيْنِ كَالْأَعْمَىٰ وَالْأَصَمِّ وَالْبَصِيرِ وَالسَّمِيعِ ۚ هَلْ يَسْتَوِيَانِ مَثَلًا ۚ أَفَلَا تَذَكَّرُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_24.png
Ayah 1498so,4,11,1498,25,waxaan u diray (Nabi) Nuux qoomkiisii (Isagoo leh) waxaan idiin ahay dige Cad.,وَلَقَدْ أَرْسَلْنَا نُوحًا إِلَىٰ قَوْمِهِ إِنِّي لَكُمْ نَذِيرٌ مُّبِينٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_25.png
Ayah 1499so,4,11,1499,26,"inaydaan Caabudin wax Eebe ka soo hadhay, waxaan idiinka cabsan korkiinna cadaab Maalin daran.",أَن لَّا تَعْبُدُوا إِلَّا اللَّهَ ۖ إِنِّي أَخَافُ عَلَيْكُمْ عَذَابَ يَوْمٍ أَلِيمٍ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_26.png
Ayah 1500so,4,11,1500,27,"waxayna dheheen madaxdii Gaalowday oo qoomkiisa ka mida waxaan bashar nala mida ahayn kuguma aragno, kugumana aragno inuu ku raacay waxaan ahayn kuwannaga xun xun ee ku deg dega ra'yiga, Kuugumana ara- gno korkannaga wax dheeraada waxaanse idiin malaynaynaa Beenaalayaal.",فَقَالَ الْمَلَأُ الَّذِينَ كَفَرُوا مِن قَوْمِهِ مَا نَرَاكَ إِلَّا بَشَرًا مِّثْلَنَا وَمَا نَرَاكَ اتَّبَعَكَ إِلَّا الَّذِينَ هُمْ أَرَاذِلُنَا بَادِيَ الرَّأْيِ وَمَا نَرَىٰ لَكُمْ عَلَيْنَا مِن فَضْلٍ بَلْ نَظُنُّكُمْ كَاذِبِينَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_27.png
Ayah 1501so,4,11,1501,28,wuxuuna yidhi Qoomkayow ka warrama haddaan Xujo (cad) oo Eebahay ku sugnahay uu ina siiyey naxariis Xaggiisa oo Laydinka indho tiray miyaao idinkii laasimin karraa idinkoo nici.,قَالَ يَا قَوْمِ أَرَأَيْتُمْ إِن كُنتُ عَلَىٰ بَيِّنَةٍ مِّن رَّبِّي وَآتَانِي رَحْمَةً مِّنْ عِندِهِ فَعُمِّيَتْ عَلَيْكُمْ أَنُلْزِمُكُمُوهَا وَأَنتُمْ لَهَا كَارِهُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_28.png
Ayah 1502so,4,11,1502,29,"Qoomkayow idin warsan maayo Xoolo, Ajirkayga Eebaa haya, mana eryayo kuwa xaqa rumeeyey illeen iyagu waxayla kulmi Eebahoode, waxaanse idinku arkaa Qoom Jaahiliina.",وَيَا قَوْمِ لَا أَسْأَلُكُمْ عَلَيْهِ مَالًا ۖ إِنْ أَجْرِيَ إِلَّا عَلَى اللَّهِ ۚ وَمَا أَنَا بِطَارِدِ الَّذِينَ آمَنُوا ۚ إِنَّهُم مُّلَاقُو رَبِّهِمْ وَلَٰكِنِّي أَرَاكُمْ قَوْمًا تَجْهَلُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_29.png
Ayah 1503so,4,11,1503,30,Qoomkayow yaa iiga gargaari Eebe haddaan eryo kuwaas (Xaqa rumeeyey) miyeydaao wax Xusuusanayn.,وَيَا قَوْمِ مَن يَنصُرُنِي مِنَ اللَّهِ إِن طَرَدتُّهُمْ ۚ أَفَلَا تَذَكَّرُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_30.png
Ayah 1504so,4,11,1504,31,"idima dhahayo waxaa agtayda ah Khasaa'intii Eebe mana ogi waxa maqan, idinmana odhanaayo waxaan ahay Malaa'ig, idinmana odhanaayo kuway yasayso indhihiinnu ma siinayo Eebc khayr, Eebaa og waxa Naftooda ku sugan, markaas waxaan ka mid noqon Daalimiinta.",وَلَا أَقُولُ لَكُمْ عِندِي خَزَائِنُ اللَّهِ وَلَا أَعْلَمُ الْغَيْبَ وَلَا أَقُولُ إِنِّي مَلَكٌ وَلَا أَقُولُ لِلَّذِينَ تَزْدَرِي أَعْيُنُكُمْ لَن يُؤْتِيَهُمُ اللَّهُ خَيْرًا ۖ اللَّهُ أَعْلَمُ بِمَا فِي أَنفُسِهِمْ ۖ إِنِّي إِذًا لَّمِنَ الظَّالِمِينَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_31.png
Ayah 1505so,4,11,1505,32,"waxay dheheen Nuuxow waad nala dooday ood badisay la doodkannaga, ee noo keen waxaad noo yaboohayso haddaad run sheegi.",قَالُوا يَا نُوحُ قَدْ جَادَلْتَنَا فَأَكْثَرْتَ جِدَالَنَا فَأْتِنَا بِمَا تَعِدُنَا إِن كُنتَ مِنَ الصَّادِقِينَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_32.png
Ayah 1506so,4,11,1506,33,"wuxuuna yidhi waxaa uun idiin keeni (kara) Eebe hadduu doono, mana tihiin kuwo daalin Eebe.",قَالَ إِنَّمَا يَأْتِيكُم بِهِ اللَّهُ إِن شَاءَ وَمَا أَنتُم بِمُعْجِزِينَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_33.png
Ayah 1507so,4,11,1507,34,waxna idiinma tarto Naseexadaydu haddaan doono inaan idiin naseexeeeyo hadduu Eebe doono inuu iddin baadiyeeyo illeen waa Eebihiine. xagiisaana laydiin celin.,وَلَا يَنفَعُكُمْ نُصْحِي إِنْ أَرَدتُّ أَنْ أَنصَحَ لَكُمْ إِن كَانَ اللَّهُ يُرِيدُ أَن يُغْوِيَكُمْ ۚ هُوَ رَبُّكُمْ وَإِلَيْهِ تُرْجَعُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_34.png
Ayah 1508so,4,11,1508,35,"mise waxay dhihi isagaa been ahuurtay, waxaad dhahdaa haddaan been abuurto dambigaygu anuu isaaranyahay, anuguna bari baan ka ahay waxaad dambaabtaan.",أَمْ يَقُولُونَ افْتَرَاهُ ۖ قُلْ إِنِ افْتَرَيْتُهُ فَعَلَيَّ إِجْرَامِي وَأَنَا بَرِيءٌ مِّمَّا تُجْرِمُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_35.png
Ayah 1509so,4,11,1509,36,waxaa loo waxyooday Nabi Nuux inuusan ku rumeynayn Qoomkaaga inta ku rumaysay waxaan ahayn ee ha u murugoon waxay fali.,وَأُوحِيَ إِلَىٰ نُوحٍ أَنَّهُ لَن يُؤْمِنَ مِن قَوْمِكَ إِلَّا مَن قَدْ آمَنَ فَلَا تَبْتَئِسْ بِمَا كَانُوا يَفْعَلُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_36.png
Ayah 1510so,4,11,1510,37,samaysana doon annagoo ku dhawri kuuna waxyoon hana igula hadlin (xaalka) kuwii dulmi falay waa Ia maansheyne.,وَاصْنَعِ الْفُلْكَ بِأَعْيُنِنَا وَوَحْيِنَا وَلَا تُخَاطِبْنِي فِي الَّذِينَ ظَلَمُوا ۚ إِنَّهُم مُّغْرَقُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_37.png
Ayah 1511so,4,11,1511,38,wuxuu samaynayye Doon mar kasta oo Qoomkiisa koox ka mida martana way ku jees jeesayeen wuxuuna ku dhahayey haddaad nagu jees jeestaan anaguna waan idinku jees jeesi saad u jees jeesaysaan.,وَيَصْنَعُ الْفُلْكَ وَكُلَّمَا مَرَّ عَلَيْهِ مَلَأٌ مِّن قَوْمِهِ سَخِرُوا مِنْهُ ۚ قَالَ إِن تَسْخَرُوا مِنَّا فَإِنَّا نَسْخَرُ مِنكُمْ كَمَا تَسْخَرُونَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_38.png
Ayah 1512so,4,11,1512,39,waadna ogaan doontaan cidduu u yimaaddo cadaab dulleeya kuna dago cadaab joogta ah.,فَسَوْفَ تَعْلَمُونَ مَن يَأْتِيهِ عَذَابٌ يُخْزِيهِ وَيَحِلُّ عَلَيْهِ عَذَابٌ مُّقِيمٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_39.png
Ayah 1513so,4,11,1513,40,"markuu yimid amarkannagii oo Tanuurkii burqaday waxaan ku nidhi ku xambaar Doonida nooc kasta Labo iyo Xaaskaaga ciddii dhumid loo xukumay mooyee, iyo cidii rumaysa xaqa (iyana ku xambaar) mana rumeynin wax yar mooyee.",حَتَّىٰ إِذَا جَاءَ أَمْرُنَا وَفَارَ التَّنُّورُ قُلْنَا احْمِلْ فِيهَا مِن كُلٍّ زَوْجَيْنِ اثْنَيْنِ وَأَهْلَكَ إِلَّا مَن سَبَقَ عَلَيْهِ الْقَوْلُ وَمَنْ آمَنَ ۚ وَمَا آمَنَ مَعَهُ إِلَّا قَلِيلٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_40.png
Ayah 1514so,4,11,1514,41,wuxuuna yidhi ku kora Magaca Eebe oy kuna socon kuna joogsan Eebahayna waa dambi dhaafe naxariista.,۞ وَقَالَ ارْكَبُوا فِيهَا بِسْمِ اللَّهِ مَجْرَاهَا وَمُرْسَاهَا ۚ إِنَّ رَبِّي لَغَفُورٌ رَّحِيمٌ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_41.png
Ayah 1515so,4,11,1515,42,wayna la socotay hir dhexdiis oo buuro la mida wuxuuna u dhawaaqay Nabi Nuux Wiilkiisii wuxuuna ahaa meel ka gaar ah (Isagoo leh) Wiilkaygow nala soo kor hana la jirin gaalada.,وَهِيَ تَجْرِي بِهِمْ فِي مَوْجٍ كَالْجِبَالِ وَنَادَىٰ نُوحٌ ابْنَهُ وَكَانَ فِي مَعْزِلٍ يَا بُنَيَّ ارْكَب مَّعَنَا وَلَا تَكُن مَّعَ الْكَافِرِينَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_42.png
Ayah 1516so,4,11,1516,43,"wuxuuna ku yidhi waxaan u dunmi buur iga dhawrta Biyaha wuxuu yidhi (Nabi Nuux) wax ilaalin kara maanta amarka Eebe ma jiro cid Eebe u naxariistay mooyee, waxaana kala dhex maray hirkii wuxuuna noqday Wiilkii kuwa la maansheeyey.",قَالَ سَآوِي إِلَىٰ جَبَلٍ يَعْصِمُنِي مِنَ الْمَاءِ ۚ قَالَ لَا عَاصِمَ الْيَوْمَ مِنْ أَمْرِ اللَّهِ إِلَّا مَن رَّحِمَ ۚ وَحَالَ بَيْنَهُمَا الْمَوْجُ فَكَانَ مِنَ الْمُغْرَقِينَ,Hud—هود,Hud,public://sura_images/11.png,public://quran_images/11_43.png
