Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ja
,19,38,3984,14,إِن كُلٌّ إِلَّا كَذَّبَ الرُّسُلَ فَحَقَّ عِقَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_14.png,（これらは）皆使徒たちを嘘付き呼ばわりし，それでわれからの懲罰が確実に下った。
,19,38,3985,15,وَمَا يَنظُرُ هَٰؤُلَاءِ إِلَّا صَيْحَةً وَاحِدَةً مَّا لَهَا مِن فَوَاقٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_15.png,これらの者も，かの一声を待つだけである。それには一刻の猶予もない。
,19,38,3986,16,وَقَالُوا رَبَّنَا عَجِّل لَّنَا قِطَّنَا قَبْلَ يَوْمِ الْحِسَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_16.png,かれらは，「主よ，わたしたちの授かる分を清算の日以前に，急いで下さい。」と言う。
,19,38,3987,17,اصْبِرْ عَلَىٰ مَا يَقُولُونَ وَاذْكُرْ عَبْدَنَا دَاوُودَ ذَا الْأَيْدِ ۖ إِنَّهُ أَوَّابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_17.png,あなたはかれらの言葉を耐え忍べ。そしてわがしもべである堅固の人ダーウードを思え。本当にかれは，（主の）命令に服して讃美しつつ常に（主の御許に）帰った。
,19,38,3988,18,إِنَّا سَخَّرْنَا الْجِبَالَ مَعَهُ يُسَبِّحْنَ بِالْعَشِيِّ وَالْإِشْرَاقِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_18.png,われは山々を従わせ，かれと共に朝夕に讃美させ，
,19,38,3989,19,وَالطَّيْرَ مَحْشُورَةً ۖ كُلٌّ لَّهُ أَوَّابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_19.png,また鳥類も，集って，凡てのものが主の命令に服して讃美しつつ常に（主の御許に）帰った。
,19,38,3990,20,وَشَدَدْنَا مُلْكَهُ وَآتَيْنَاهُ الْحِكْمَةَ وَفَصْلَ الْخِطَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_20.png,そこでわれはかれの王権を強化し，英知と断固たる決断力をかれに授けた。
,19,38,3991,21,۞ وَهَلْ أَتَاكَ نَبَأُ الْخَصْمِ إِذْ تَسَوَّرُوا الْمِحْرَابَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_21.png,あなたは論争者の物語を聞いたのか，人びとが私室の壁を乗り越えて，
,19,38,3992,22,إِذْ دَخَلُوا عَلَىٰ دَاوُودَ فَفَزِعَ مِنْهُمْ ۖ قَالُوا لَا تَخَفْ ۖ خَصْمَانِ بَغَىٰ بَعْضُنَا عَلَىٰ بَعْضٍ فَاحْكُم بَيْنَنَا بِالْحَقِّ وَلَا تُشْطِطْ وَاهْدِنَا إِلَىٰ سَوَاءِ الصِّرَاطِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_22.png,ダーウードのところに入って来たのでかれは驚いた。かれらは言った。「恐れることはありません。これが訴訟の当事者の双方です。一方が他方に不正を働きました。真理によってわたしたちの間を裁いて下さい。不公平がないように，わたしたちを公正な道に御導き下さい。」
,19,38,3993,23,إِنَّ هَٰذَا أَخِي لَهُ تِسْعٌ وَتِسْعُونَ نَعْجَةً وَلِيَ نَعْجَةٌ وَاحِدَةٌ فَقَالَ أَكْفِلْنِيهَا وَعَزَّنِي فِي الْخِطَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_23.png,「これは，わたしの兄です。かれは99頭も雌羊を持っており，わたしは（只）1頭しか持っていませんでした。ところがかれは，それをも自分に任せなさいと言ったのです。そして言葉巧みにわたしを言い負かせてしまったのです。」
,19,38,3994,24,قَالَ لَقَدْ ظَلَمَكَ بِسُؤَالِ نَعْجَتِكَ إِلَىٰ نِعَاجِهِ ۖ وَإِنَّ كَثِيرًا مِّنَ الْخُلَطَاءِ لَيَبْغِي بَعْضُهُمْ عَلَىٰ بَعْضٍ إِلَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ وَقَلِيلٌ مَّا هُمْ ۗ وَظَنَّ دَاوُودُ أَنَّمَا فَتَنَّاهُ فَاسْتَغْفَرَ رَبَّهُ وَخَرَّ رَاكِعًا وَأَنَابَ ۩,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_24.png,かれ（ダーウード）は，「かれがあなたの羊を，取り込もうとしたのは，確かに不当です。本当に共同で仕事をする者の多くは，互いに侵しあう。信仰して善行に勤しむ者は別だが，それは稀です。」と言った。（その時）ダーウードは，われがかれを試みたことを喩り，主の御赦しを請い，礼拝にひれ伏し，悔悟して主の御許に帰った。〔サジダ〕
,19,38,3995,25,فَغَفَرْنَا لَهُ ذَٰلِكَ ۖ وَإِنَّ لَهُ عِندَنَا لَزُلْفَىٰ وَحُسْنَ مَآبٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_25.png,それでわれは，かれ（の過ち）を赦した。かれは（今）本当にわれに近づき，多幸な（悟り切った）帰り所にいる。
,19,38,3996,26,يَا دَاوُودُ إِنَّا جَعَلْنَاكَ خَلِيفَةً فِي الْأَرْضِ فَاحْكُم بَيْنَ النَّاسِ بِالْحَقِّ وَلَا تَتَّبِعِ الْهَوَىٰ فَيُضِلَّكَ عَن سَبِيلِ اللَّهِ ۚ إِنَّ الَّذِينَ يَضِلُّونَ عَن سَبِيلِ اللَّهِ لَهُمْ عَذَابٌ شَدِيدٌ بِمَا نَسُوا يَوْمَ الْحِسَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_26.png,「ダーウードよ，われはあなたを地上の代理者にした。だから人びとを，真理によって裁き，私欲に従って，アッラーの道を踏みはずしてはならない。アッラーの道から迷う者は清算の日を忘れた者で，必ず厳しい懲罰にあう。」
,19,38,3997,27,وَمَا خَلَقْنَا السَّمَاءَ وَالْأَرْضَ وَمَا بَيْنَهُمَا بَاطِلًا ۚ ذَٰلِكَ ظَنُّ الَّذِينَ كَفَرُوا ۚ فَوَيْلٌ لِّلَّذِينَ كَفَرُوا مِنَ النَّارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_27.png,われは天と地，そしてその間にあるものを，戯らに創らなかった。それは信仰のない者の億測である。だが（いずれ地獄の）火を味わう信仰のない者こそ哀れである。
,19,38,3998,28,أَمْ نَجْعَلُ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ كَالْمُفْسِدِينَ فِي الْأَرْضِ أَمْ نَجْعَلُ الْمُتَّقِينَ كَالْفُجَّارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_28.png,われが信仰して善行に動しむ者と，地上で悪を行う者と同じに扱うことがあろうか。われが（悪魔に対し）身を守る者と，邪悪の者とを同じに扱うであろうか。
,19,38,3999,29,كِتَابٌ أَنزَلْنَاهُ إِلَيْكَ مُبَارَكٌ لِّيَدَّبَّرُوا آيَاتِهِ وَلِيَتَذَكَّرَ أُولُو الْأَلْبَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_29.png,われがあなたに下した啓典は，祝福に満ち，その印を沈思黙考するためのものであり，また思慮ある者たちへの訓戒である。
,19,38,4000,30,وَوَهَبْنَا لِدَاوُودَ سُلَيْمَانَ ۚ نِعْمَ الْعَبْدُ ۖ إِنَّهُ أَوَّابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_30.png,われはダーウードにスライマーンを授けた。何と優れたしもべではないか。かれは梅悟して常に（われに）帰った。
,19,38,4001,31,إِذْ عُرِضَ عَلَيْهِ بِالْعَشِيِّ الصَّافِنَاتُ الْجِيَادُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_31.png,（ある日の）黄昏時，駿馬が，かれに献上された時のことを思い起しなさい。
,19,38,4002,32,فَقَالَ إِنِّي أَحْبَبْتُ حُبَّ الْخَيْرِ عَن ذِكْرِ رَبِّي حَتَّىٰ تَوَارَتْ بِالْحِجَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_32.png,かれは言った。「本当にわたしは，（この世の）素晴しい物をめでて，夜の帳が降りるまで，主を念ずることを忘れてしまったのです。
,19,38,4003,33,رُدُّوهَا عَلَيَّ ۖ فَطَفِقَ مَسْحًا بِالسُّوقِ وَالْأَعْنَاقِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_33.png,さあ，その馬を連れて参れ。そしてかれは，馬の足と首を切り落としてしまった。
,19,38,4004,34,وَلَقَدْ فَتَنَّا سُلَيْمَانَ وَأَلْقَيْنَا عَلَىٰ كُرْسِيِّهِ جَسَدًا ثُمَّ أَنَابَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_34.png,またわれはスライマーンを試み，（病を与え）重態のかれを椅子に据えた。その後かれは回復し，
,19,38,4005,35,قَالَ رَبِّ اغْفِرْ لِي وَهَبْ لِي مُلْكًا لَّا يَنبَغِي لِأَحَدٍ مِّن بَعْدِي ۖ إِنَّكَ أَنتَ الْوَهَّابُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_35.png,言った。「主よ，わたしを御赦し下さい。そして後世の誰も持ち得ない程の王国をわたしに御与え下さい。本当にあなたは豊かに与えられる方です。」
,19,38,4006,36,فَسَخَّرْنَا لَهُ الرِّيحَ تَجْرِي بِأَمْرِهِ رُخَاءً حَيْثُ أَصَابَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_36.png,そこでわれは，風をかれに従わせた。それはかれの思うままに，その命令によって望む所に静かに吹く。
,19,38,4007,37,وَالشَّيَاطِينَ كُلَّ بَنَّاءٍ وَغَوَّاصٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_37.png,またわれはシャイターンたちを，（かれに服従させた。その中には）大工があり潜水夫もあり，
,19,38,4008,38,وَآخَرِينَ مُقَرَّنِينَ فِي الْأَصْفَادِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_38.png,またその外に，スライマーンの命令に服さず鎖に繋がれた者もいた。
,19,38,4009,39,هَٰذَا عَطَاؤُنَا فَامْنُنْ أَوْ أَمْسِكْ بِغَيْرِ حِسَابٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_39.png,（主は仰せられた。）「これがわれの賜物である。あなたが与えようと，控えようと，問題はない。」
,19,38,4010,41,وَإِنَّ لَهُ عِندَنَا لَزُلْفَىٰ وَحُسْنَ مَآبٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_40.png,かれは（今）われの近くにいて，幸せな（悟りきった）帰り所にいる。
,19,38,4011,40,وَاذْكُرْ عَبْدَنَا أَيُّوبَ إِذْ نَادَىٰ رَبَّهُ أَنِّي مَسَّنِيَ الشَّيْطَانُ بِنُصْبٍ وَعَذَابٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_41.png,わがしもべ，アイユーブを思い起しなさい。かれが主に向かって，「シャイターンがわたしを悩ませ，苦しみ抜いているのです。」と叫んだ時を思い起しなさい。
,19,38,4012,42,ارْكُضْ بِرِجْلِكَ ۖ هَٰذَا مُغْتَسَلٌ بَارِدٌ وَشَرَابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_42.png,（すると命令が下った。）「あなたの足で（大地を）踏みなさい。そこには清涼な沫浴と飲料のための（水）があろう。」
,19,38,4013,43,وَوَهَبْنَا لَهُ أَهْلَهُ وَمِثْلَهُم مَّعَهُمْ رَحْمَةً مِّنَّا وَذِكْرَىٰ لِأُولِي الْأَلْبَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_43.png,われは慈悲として，かれに（再び）家族を2倍にして授け，思慮ある者への教訓とした。
,19,38,4014,44,وَخُذْ بِيَدِكَ ضِغْثًا فَاضْرِب بِّهِ وَلَا تَحْنَثْ ۗ إِنَّا وَجَدْنَاهُ صَابِرًا ۚ نِّعْمَ الْعَبْدُ ۖ إِنَّهُ أَوَّابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_44.png,（そして言った。）「一握りの草を手に取って，それで（妻を）打て。あなたの誓いを破ってはならない。」われは，かれが良く耐え忍ぶことを知った。何と優れたしもべではないか。かれは（主の命令に服して）常に（われの許に）帰った。
,19,38,4015,45,وَاذْكُرْ عِبَادَنَا إِبْرَاهِيمَ وَإِسْحَاقَ وَيَعْقُوبَ أُولِي الْأَيْدِي وَالْأَبْصَارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_45.png,またわがしもべの，イブラーヒームとイスハークとヤアコーブを思い起しなさい。かれらは偉力を持ち，洞察力があった。
,19,38,4016,46,إِنَّا أَخْلَصْنَاهُم بِخَالِصَةٍ ذِكْرَى الدَّارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_46.png,われは，かれらが（来世の）住まいを念じているという純粋な（資質）によって（免じて）かれらを清めてやった。
,19,38,4017,47,وَإِنَّهُمْ عِندَنَا لَمِنَ الْمُصْطَفَيْنَ الْأَخْيَارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_47.png,本当にかれらは，わが目にも選ばれ優れた者であった。
,19,38,4018,48,وَاذْكُرْ إِسْمَاعِيلَ وَالْيَسَعَ وَذَا الْكِفْلِ ۖ وَكُلٌّ مِّنَ الْأَخْيَارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_48.png,またイスマーイールとアル・ヤサアとズ・ル・キフルを思い起せ。かれらは皆優れた者であった。
,19,38,4019,49,هَٰذَا ذِكْرٌ ۚ وَإِنَّ لِلْمُتَّقِينَ لَحُسْنَ مَآبٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_49.png,これは一つの教訓である。本当に主を長れる者のためには，幸せな帰り所がある。
,19,38,4020,50,جَنَّاتِ عَدْنٍ مُّفَتَّحَةً لَّهُمُ الْأَبْوَابُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_50.png,（それは）永遠の楽園であり，その凡ての門はかれらのために開かれる。
,19,38,4021,51,مُتَّكِئِينَ فِيهَا يَدْعُونَ فِيهَا بِفَاكِهَةٍ كَثِيرَةٍ وَشَرَابٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_51.png,その中でかれらは（安楽に寝床に）寄りかかり，沢山の果実や飲み物が，望み放題である。
,19,38,4022,52,۞ وَعِندَهُمْ قَاصِرَاتُ الطَّرْفِ أَتْرَابٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_52.png,また傍には，伏し目がちの同じ年頃の（乙女）が侍る。
,19,38,4023,53,هَٰذَا مَا تُوعَدُونَ لِيَوْمِ الْحِسَابِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_53.png,これらは清算の日のために，あなたがたに約束されるものである。
,19,38,4024,54,إِنَّ هَٰذَا لَرِزْقُنَا مَا لَهُ مِن نَّفَادٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_54.png,本当にこれは，尽きることのない（あなたがたへの）賜物である。
,19,38,4025,55,هَٰذَا ۚ وَإِنَّ لِلطَّاغِينَ لَشَرَّ مَآبٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_55.png,（主を畏れる者は）このようである。だが反逆の徒には，悪い帰り所があろう。
,19,38,4026,56,جَهَنَّمَ يَصْلَوْنَهَا فَبِئْسَ الْمِهَادُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_56.png,それは地獄である。かれらはそこで焼かれよう。何と悪い臥所であろうか。
,19,38,4027,57,هَٰذَا فَلْيَذُوقُوهُ حَمِيمٌ وَغَسَّاقٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_57.png,（実に）これは，こういうことだがかれらは煮え立つ湯と膿を味わされ，
,19,38,4028,58,وَآخَرُ مِن شَكْلِهِ أَزْوَاجٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_58.png,その外，これに類する（懲罰）をとり合わせて受けることになる。
,19,38,4029,59,هَٰذَا فَوْجٌ مُّقْتَحِمٌ مَّعَكُمْ ۖ لَا مَرْحَبًا بِهِمْ ۚ إِنَّهُمْ صَالُو النَّارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_59.png,これはあなたがたと一緒に，むやみに突き進む一群である。かれらには歓迎の言葉もない。火獄で焼かれるだけである。
,19,38,4030,60,قَالُوا بَلْ أَنتُمْ لَا مَرْحَبًا بِكُمْ ۖ أَنتُمْ قَدَّمْتُمُوهُ لَنَا ۖ فَبِئْسَ الْقَرَارُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_60.png,かれらは（火獄の仲間はかれらの指導者たちに）言う。「いや，歓迎されないのは，あなたがたです。わたしたちのために，こう仕向けたのはあなたがたです。何と悪い住まいに来たものでしょう。」
,19,38,4031,61,قَالُوا رَبَّنَا مَن قَدَّمَ لَنَا هَٰذَا فَزِدْهُ عَذَابًا ضِعْفًا فِي النَّارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_61.png,するとかれらは言う。「主よ，わたしたちをここに連れて来た者には，火獄で倍の懲罰を御加え下さい。」
,19,38,4032,62,وَقَالُوا مَا لَنَا لَا نَرَىٰ رِجَالًا كُنَّا نَعُدُّهُم مِّنَ الْأَشْرَارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_62.png,かれら（火獄の仲間）は言う。「わたしたちが悪人の中に数えていた人びとが見えないのです。どうしたのでしょう。
,19,38,4033,63,أَتَّخَذْنَاهُمْ سِخْرِيًّا أَمْ زَاغَتْ عَنْهُمُ الْأَبْصَارُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_63.png,わたしたちが嘲笑していた者（が見えない）。かれらは，（わたしたちの）目をくらませたのではないでしょうか。」
,19,38,4034,64,إِنَّ ذَٰلِكَ لَحَقٌّ تَخَاصُمُ أَهْلِ النَّارِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_64.png,本当にこれは真相で，火獄の仲間の論争である。
,19,38,4035,65,قُلْ إِنَّمَا أَنَا مُنذِرٌ ۖ وَمَا مِنْ إِلَٰهٍ إِلَّا اللَّهُ الْوَاحِدُ الْقَهَّارُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_65.png,言ってやるがいい。「わたしは警告者に過ぎない。唯一の方，抵抗出来ない方，アッラーの外には神はないのである。
,19,38,4036,66,رَبُّ السَّمَاوَاتِ وَالْأَرْضِ وَمَا بَيْنَهُمَا الْعَزِيزُ الْغَفَّارُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_66.png,天と地，そしてその間の万有の主，偉力ならびなく寛容であられる。」
,19,38,4037,67,قُلْ هُوَ نَبَأٌ عَظِيمٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_67.png,言ってやるがいい。「これは至高の知らせである。
,19,38,4038,68,أَنتُمْ عَنْهُ مُعْرِضُونَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_68.png,あなたがたは，それから背き去るが。
,19,38,4039,69,مَا كَانَ لِيَ مِنْ عِلْمٍ بِالْمَلَإِ الْأَعْلَىٰ إِذْ يَخْتَصِمُونَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_69.png,且つて（天使の）高い位階の者たちの論議については，わたしは何の知識もなかった。
,19,38,4040,70,إِن يُوحَىٰ إِلَيَّ إِلَّا أَنَّمَا أَنَا نَذِيرٌ مُّبِينٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_70.png,これがわたしに啓示されたのは，只わたしが公明に警告するためである。」
,19,38,4041,71,إِذْ قَالَ رَبُّكَ لِلْمَلَائِكَةِ إِنِّي خَالِقٌ بَشَرًا مِّن طِينٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_71.png,あなたの主が，天使たちに，「われは泥から人間を創ろうとしている。」と仰せられた時を思え。
,19,38,4042,72,فَإِذَا سَوَّيْتُهُ وَنَفَخْتُ فِيهِ مِن رُّوحِي فَقَعُوا لَهُ سَاجِدِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_72.png,「それでわれが，かれ（人間）を形作り，それに霊を吹き込んだならば，あなたがたは伏してかれにサジダしなさい。」
,19,38,4043,73,فَسَجَدَ الْمَلَائِكَةُ كُلُّهُمْ أَجْمَعُونَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_73.png,そこで天使たちは，皆一斉にサジダしたが，
,19,38,4044,74,إِلَّا إِبْلِيسَ اسْتَكْبَرَ وَكَانَ مِنَ الْكَافِرِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_74.png,イブリースだけはそうしなかった。かれは高慢で，信仰を拒む者となった。
,19,38,4045,75,قَالَ يَا إِبْلِيسُ مَا مَنَعَكَ أَن تَسْجُدَ لِمَا خَلَقْتُ بِيَدَيَّ ۖ أَسْتَكْبَرْتَ أَمْ كُنتَ مِنَ الْعَالِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_75.png,かれは仰せられた。「イブリースよ，われの手ずから創ったものにサジダするのに，何があなたを妨げたのか。あなたは高慢なのか，それとも高い（偉力ある）者なのか。」
,19,38,4046,76,قَالَ أَنَا خَيْرٌ مِّنْهُ ۖ خَلَقْتَنِي مِن نَّارٍ وَخَلَقْتَهُ مِن طِينٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_76.png,かれは申し上げた。「わたしはかれ（人間）よりも優れています，あなたは火でわたしを御創りになりましたが，かれは泥で創られただけです。」
,19,38,4047,77,قَالَ فَاخْرُجْ مِنْهَا فَإِنَّكَ رَجِيمٌ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_77.png,かれは仰せられた。「それならあなたは，ここから出て行きなさい，本当に忌まわしいから。
,19,38,4048,78,وَإِنَّ عَلَيْكَ لَعْنَتِي إِلَىٰ يَوْمِ الدِّينِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_78.png,そしてわれからの見限りは，審判の日まで必ずあなたの上にあろう。」
,19,38,4049,79,قَالَ رَبِّ فَأَنظِرْنِي إِلَىٰ يَوْمِ يُبْعَثُونَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_79.png,かれは申しあげた。「主よ，かれらが呼び起こされる日まで，猶予を願います。」
,19,38,4050,80,قَالَ فَإِنَّكَ مِنَ الْمُنظَرِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_80.png,かれは仰せられた。「あなたを猶予しよう。
,19,38,4051,81,إِلَىٰ يَوْمِ الْوَقْتِ الْمَعْلُومِ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_81.png,定められた日時まで。」
,19,38,4052,82,قَالَ فَبِعِزَّتِكَ لَأُغْوِيَنَّهُمْ أَجْمَعِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_82.png,かれは申し上げた。「それでは，あなたの御威光にかけて誓います。わたしはかれら（人間）凡ての者を誘惑します。
,19,38,4053,83,إِلَّا عِبَادَكَ مِنْهُمُ الْمُخْلَصِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_83.png,かれらの中の，あなたの謙虚なしもべを除いては。」
,19,38,4054,84,قَالَ فَالْحَقُّ وَالْحَقَّ أَقُولُ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_84.png,かれは仰せられた。「それは真実である。われからも真実を言う。
,19,38,4055,85,لَأَمْلَأَنَّ جَهَنَّمَ مِنكَ وَمِمَّن تَبِعَكَ مِنْهُمْ أَجْمَعِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_85.png,われは，あなたとあなたに従う凡ての者で，地獄を満たすであろう。」
,19,38,4056,86,قُلْ مَا أَسْأَلُكُمْ عَلَيْهِ مِنْ أَجْرٍ وَمَا أَنَا مِنَ الْمُتَكَلِّفِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_86.png,言え，「わたしはこの（クルアーン） に対し何の報酬もあなたがたに求めない。またわたしは偽善者ではない。
,19,38,4057,87,إِنْ هُوَ إِلَّا ذِكْرٌ لِّلْعَالَمِينَ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_87.png,これは諸民族に対する訓戒に外ならない。
,19,38,4058,88,وَلَتَعْلَمُنَّ نَبَأَهُ بَعْدَ حِينٍ,Sad—ص,Sad,public://sura_images/38.png,public://quran_images/38_88.png,時が来たら，あなたがたはそれが其実であることを必ず知るであろう。」
,19,39,4059,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ تَنزِيلُ الْكِتَابِ مِنَ اللَّهِ الْعَزِيزِ الْحَكِيمِ,Az-Zumar—الزمر,The Troops,public://sura_images/39.png,public://quran_images/39_1.png,この啓典の啓示は，偉力ならびなく英明であられるアッラーから（下されたもの）である。
,19,39,4060,2,إِنَّا أَنزَلْنَا إِلَيْكَ الْكِتَابَ بِالْحَقِّ فَاعْبُدِ اللَّهَ مُخْلِصًا لَّهُ الدِّينَ,Az-Zumar—الزمر,The Troops,public://sura_images/39.png,public://quran_images/39_2.png,本当にわれは真理によって，あなたにこの啓典を下した。それでアッラーに仕え，信心の誠を尽せ。
,19,39,4061,3,أَلَا لِلَّهِ الدِّينُ الْخَالِصُ ۚ وَالَّذِينَ اتَّخَذُوا مِن دُونِهِ أَوْلِيَاءَ مَا نَعْبُدُهُمْ إِلَّا لِيُقَرِّبُونَا إِلَى اللَّهِ زُلْفَىٰ إِنَّ اللَّهَ يَحْكُمُ بَيْنَهُمْ فِي مَا هُمْ فِيهِ يَخْتَلِفُونَ ۗ إِنَّ اللَّهَ لَا يَهْدِي مَنْ هُوَ كَاذِبٌ كَفَّارٌ,Az-Zumar—الزمر,The Troops,public://sura_images/39.png,public://quran_images/39_3.png,信心の誠を尽して仕えるのは，アッラーに対し当然ではないか。だがかれを差し置いて（他に）保護者を求める者は，「わたしたちがかれら（神々）に仕えるのは只わたしたちがアッラーの御側に近づくためである。」（という）。本当にアッラーはかれらの異なる点について，必ずその間を裁決なされる。アッラーは，虚偽で恩を忘れる者を御導きになられない。
,19,39,4062,4,لَّوْ أَرَادَ اللَّهُ أَن يَتَّخِذَ وَلَدًا لَّاصْطَفَىٰ مِمَّا يَخْلُقُ مَا يَشَاءُ ۚ سُبْحَانَهُ ۖ هُوَ اللَّهُ الْوَاحِدُ الْقَهَّارُ,Az-Zumar—الزمر,The Troops,public://sura_images/39.png,public://quran_images/39_4.png,アッラーが子を持とうと御望みなら，御自分の創られるものの中から，望みの者を選ばれる。かれに讃えあれ。かれはアッラー，唯一にして（万有の）征服者である。
,19,39,4063,5,خَلَقَ السَّمَاوَاتِ وَالْأَرْضَ بِالْحَقِّ ۖ يُكَوِّرُ اللَّيْلَ عَلَى النَّهَارِ وَيُكَوِّرُ النَّهَارَ عَلَى اللَّيْلِ ۖ وَسَخَّرَ الشَّمْسَ وَالْقَمَرَ ۖ كُلٌّ يَجْرِي لِأَجَلٍ مُّسَمًّى ۗ أَلَا هُوَ الْعَزِيزُ الْغَفَّارُ,Az-Zumar—الزمر,The Troops,public://sura_images/39.png,public://quran_images/39_5.png,かれは真理をもって天地を創造なされ，夜をもって昼を覆いまた昼をもって夜を覆わせ，太陽と月を服従させてそれぞれ定められた周期に運行させる。本当にかれは，偉力ならびなくよく赦される方である。
