Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ug
,12,84,5893,9,وَيَنقَلِبُ إِلَىٰ أَهْلِهِ مَسْرُورًا,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_9.png,(ئۇ جەننەتتىكى) ئائىلىسىگە خۇشال - خۇرام قايتىدۇ
,12,84,5894,10,وَأَمَّا مَنْ أُوتِيَ كِتَابَهُ وَرَاءَ ظَهْرِهِ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_10.png,نامە - ئەمالى ئارقا تەرىپىدىن بېرىلگەن ئادەم
,12,84,5895,11,فَسَوْفَ يَدْعُو ثُبُورًا,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_11.png,«ۋاي دەپ توۋلايدۇ (يەنى ئۆلۈمنى ئارزۇ قىلىدۇ)،
,12,84,5896,12,وَيَصْلَىٰ سَعِيرًا,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_12.png,دوزاخقا كىرىدۇ
,12,84,5897,13,إِنَّهُ كَانَ فِي أَهْلِهِ مَسْرُورًا,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_13.png,چۈنكى ئۇ (دۇنيادىكى چېغىدا) ئائىلىسىدە شاد - خۇرام ئىدى.
,12,84,5898,14,إِنَّهُ ظَنَّ أَن لَّن يَحُورَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_14.png,ئۇ پەرۋەردىگارىنىڭ دەرگاھىغا قايتىمەن دەپ گۇمان قىلدى
,12,84,5899,15,بَلَىٰ إِنَّ رَبَّهُ كَانَ بِهِ بَصِيرًا,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_15.png,ئۇنداق ئەمەس، (يەنى ئۇ پەرۋەردىگارىنىڭ دەرگاھىغا قايتىدۇ). پەرۋەردىگارى ھەقىقەتەن ئۇنى كۆرۈپ تورغۇچىدۇر
,12,84,5900,16,فَلَا أُقْسِمُ بِالشَّفَقِ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_16.png,شەپەق (يەنى كۈن پاتقاندىن كېيىنكى ئۇپۇقتىكى قىزىللىق) بىلەن، كېچە ۋە ئۇنىڭ قاراڭغۇلۇقى باسقان نەرسىلەر بىلەن، نۇرى كامالەتكە يەتكەن ئاي (يەنى تولۇن ئاي) بىلەن قەسەمكى
,12,84,5901,17,وَاللَّيْلِ وَمَا وَسَقَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_17.png,شەپەق (يەنى كۈن پاتقاندىن كېيىنكى ئۇپۇقتىكى قىزىللىق) بىلەن، كېچە ۋە ئۇنىڭ قاراڭغۇلۇقى باسقان نەرسىلەر بىلەن، نۇرى كامالەتكە يەتكەن ئاي (يەنى تولۇن ئاي) بىلەن قەسەمكى
,12,84,5902,18,وَالْقَمَرِ إِذَا اتَّسَقَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_18.png,شەپەق (يەنى كۈن پاتقاندىن كېيىنكى ئۇپۇقتىكى قىزىللىق) بىلەن، كېچە ۋە ئۇنىڭ قاراڭغۇلۇقى باسقان نەرسىلەر بىلەن، نۇرى كامالەتكە يەتكەن ئاي (يەنى تولۇن ئاي) بىلەن قەسەمكى،
,12,84,5903,19,لَتَرْكَبُنَّ طَبَقًا عَن طَبَقٍ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_19.png,سىلەر جەزمەن بىر ھالدىن يەنە بىر ھالغا يۆتكىلىپ تورىسىلەر
,12,84,5904,20,فَمَا لَهُمْ لَا يُؤْمِنُونَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_20.png,ئۇلار (يەنى مۇشرىكلار) نېمىشقا ئىمان ئېيتمايدۇ؟
,12,84,5905,21,وَإِذَا قُرِئَ عَلَيْهِمُ الْقُرْآنُ لَا يَسْجُدُونَ ۩,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_21.png,ئۇلارنىڭ يېنىدا قۇرئان ئوقۇلغان چاغدا نېمىشقا سەجدە قىلمايدۇ؟
,12,84,5906,22,بَلِ الَّذِينَ كَفَرُوا يُكَذِّبُونَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_22.png,بەلكى كاپىرلار (ھەقىقەتنى) ئىنكار قىلىدۇ
,12,84,5907,23,وَاللَّهُ أَعْلَمُ بِمَا يُوعُونَ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_23.png,ئۇلارنىڭ دىللىرىدىكى يوشۇرۇن نەرسىلەرنى اﷲ ئوبدان بىلىدۇ
,12,84,5908,24,فَبَشِّرْهُم بِعَذَابٍ أَلِيمٍ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_24.png,ئۇلارغا قاتتىق ئازاب بىلەن خۇش خەۋەر بەرگىن
,12,84,5909,25,إِلَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ أَجْرٌ غَيْرُ مَمْنُونٍ,Al-Inshiqaq—الانشقاق,"The Sundering, Splitting Open",public://sura_images/84.png,public://quran_images/84_25.png,پەقەت ئىمان ئېيتقان ۋە ياخشى ئەمەللەرنى قىلغان كىشىلەر ئۈزۈلمەس ساۋابقا ئېرىشىدۇ
,12,85,5910,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ وَالسَّمَاءِ ذَاتِ الْبُرُوجِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_1.png,بۇرۇجلارنىڭ ئىگىسى بولغان ئاسمان بىلەن، قىيامەت كۈنى بىلەن، جۈمە كۈنى بىلەن، ھارپا كۈنى بىلەن قەسەمكى
,12,85,5911,2,وَالْيَوْمِ الْمَوْعُودِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_2.png,بۇرۇجلارنىڭ ئىگىسى بولغان ئاسمان بىلەن، قىيامەت كۈنى بىلەن، جۈمە كۈنى بىلەن، ھارپا كۈنى بىلەن قەسەمكى
,12,85,5912,3,وَشَاهِدٍ وَمَشْهُودٍ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_3.png,بۇرۇجلارنىڭ ئىگىسى بولغان ئاسمان بىلەن، قىيامەت كۈنى بىلەن، جۈمە كۈنى بىلەن، ھارپا كۈنى بىلەن قەسەمكى،
,12,85,5913,4,قُتِلَ أَصْحَابُ الْأُخْدُودِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_4.png,ئورەكلەرنىڭ ئىگىلىرىگە لەنەت بولسۇن
,12,85,5914,5,النَّارِ ذَاتِ الْوَقُودِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_5.png,ئۇ ئورەكلەر لاۋۇلداپ تۇرغان ئوتلار بىلەن تولدۇرۇلغان ئىدى
,12,85,5915,6,إِذْ هُمْ عَلَيْهَا قُعُودٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_6.png,ئەينى ۋاقىتتا ئۇلار ئورەكلەر ئۈستىدە ئولتۇرۇپ ئۆزلىرىنىڭ مۆمىنلەرگە قىلىۋاتقان ئىشلىرىنى كۆرۈپ تۇراتتى
,12,85,5916,7,وَهُمْ عَلَىٰ مَا يَفْعَلُونَ بِالْمُؤْمِنِينَ شُهُودٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_7.png,ئەينى ۋاقىتتا ئۇلار ئورەكلەر ئۈستىدە ئولتۇرۇپ ئۆزلىرىنىڭ مۆمىنلەرگە قىلىۋاتقان ئىشلىرىنى كۆرۈپ تۇراتتى،
,12,85,5917,8,وَمَا نَقَمُوا مِنْهُمْ إِلَّا أَن يُؤْمِنُوا بِاللَّهِ الْعَزِيزِ الْحَمِيدِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_8.png,ئۇلار مۆمىنلەرنى پەقەت غالىب، مەدھىيىگە لايىق اﷲ قا ئىمان ئېيتقانلىقلىرى ئۈچۈنلا يامان كۆردى. ئاسمانلارنىڭ ۋە زېمىننىڭ پادىشاھلىقى اﷲ قا خاستۇر. اﷲ ھەممە نەرسىنى كۆرۈپ تۇرغۇچىدۇر،
,12,85,5918,9,الَّذِي لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ ۚ وَاللَّهُ عَلَىٰ كُلِّ شَيْءٍ شَهِيدٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_9.png,ئۇلار مۆمىنلەرنى پەقەت غالىب، مەدھىيىگە لايىق اﷲ قا ئىمان ئېيتقانلىقلىرى ئۈچۈنلا يامان كۆردى. ئاسمانلارنىڭ ۋە زېمىننىڭ پادىشاھلىقى اﷲ قا خاستۇر. اﷲ ھەممە نەرسىنى كۆرۈپ تۇرغۇچىدۇر
,12,85,5919,10,إِنَّ الَّذِينَ فَتَنُوا الْمُؤْمِنِينَ وَالْمُؤْمِنَاتِ ثُمَّ لَمْ يَتُوبُوا فَلَهُمْ عَذَابُ جَهَنَّمَ وَلَهُمْ عَذَابُ الْحَرِيقِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_10.png,مۆمىن ئەر ۋە مۆمىن ئاياللارغا زىيانكەشلىك قىلغاندىن كېيىن كۇفرىدىن قايتمىغانلار، شۈبھىسىزكى، جەھەننەمنىڭ ئازابىغا دۇچار بولىدۇ، ئۇلارغا ئوت بىلەن ئازاب قىلىنىدۇ
,12,85,5920,11,إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ جَنَّاتٌ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ ۚ ذَٰلِكَ الْفَوْزُ الْكَبِيرُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_11.png,ئىمان ئېيتقان ۋە ياخشى ئەمەللەرنى قىلغانلار، شۈبھىسىزكى، ئاستىدىن ئۆستەڭلار ئېقىپ تۇرىدىغان جەننەتلەرگە سازاۋەر بولىدۇ. بۇ چوڭ بەختتۇر
,12,85,5921,12,إِنَّ بَطْشَ رَبِّكَ لَشَدِيدٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_12.png,پەرۋەردىگارىڭنىڭ جازاسى شەك - شۈبھىسىز قاتتىقتۇر
,12,85,5922,13,إِنَّهُ هُوَ يُبْدِئُ وَيُعِيدُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_13.png,اﷲ (خالايىقنى) ھەقىقەتەن يوقتىن بار قىلىدۇ (يەنى ئۆلگەندىن كېيىن ئۇلارنى) تىرىلدۈرىدۇ
,12,85,5923,14,وَهُوَ الْغَفُورُ الْوَدُودُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_14.png,اﷲ (مۆمىن بەندىلەرنىڭ گۇناھىنى) مەغپىرەت قىلغۇچىدۇر. (ئۇلارنى) دوست تۇتقۇچىدۇر،
,12,85,5924,15,ذُو الْعَرْشِ الْمَجِيدُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_15.png,ئەرشنىڭ ئىگىسىدۇر، ناھايىتى ئۇلۇغدۇر،
,12,85,5925,16,فَعَّالٌ لِّمَا يُرِيدُ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_16.png,خالىغىنىنى قىلغۇچىدۇر
,12,85,5926,17,هَلْ أَتَاكَ حَدِيثُ الْجُنُودِ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_17.png,(ئى مۇھەممەد!) سەن لەشكەرلەرنىڭ - پىرئەۋن ۋە سەمۇدنىڭ قىسسىسىدىن خەۋەر تاپتىڭمۇ؟
,12,85,5927,18,فِرْعَوْنَ وَثَمُودَ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_18.png,(ئى مۇھەممەد!) سەن لەشكەرلەرنىڭ - پىرئەۋن ۋە سەمۇدنىڭ قىسسىسىدىن خەۋەر تاپتىڭمۇ؟
,12,85,5928,19,بَلِ الَّذِينَ كَفَرُوا فِي تَكْذِيبٍ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_19.png,(قۇرەيش مۇشرىكلىرى ئاشۇ كاپىرلارغا نازىل بولغان ئازابتىن ئىبرەت ئالماي) داۋاملىق ئىنكار قىلىشىۋاتىدۇ
,12,85,5929,20,وَاللَّهُ مِن وَرَائِهِم مُّحِيطٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_20.png,اﷲ كاپىرلارنىڭ ئەتراپىنى قورشاپ تۇرغۇچىدۇر
,12,85,5930,21,بَلْ هُوَ قُرْآنٌ مَّجِيدٌ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_21.png,بەلكى (ئۇلار ئىنكار قىلغان نەرسە) لەۋھۇلمەھپۇزدا ساقلانغان ئۇلۇغ قۇرئاندۇر
,12,85,5931,22,فِي لَوْحٍ مَّحْفُوظٍ,Al-Burooj-- البروج,The Mansions of the stars,public://sura_images/85.png,public://quran_images/85_22.png,بەلكى (ئۇلار ئىنكار قىلغان نەرسە) لەۋھۇلمەھپۇزدا ساقلانغان ئۇلۇغ قۇرئاندۇر
,12,86,5932,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ وَالسَّمَاءِ وَالطَّارِقِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_1.png,ئاسمان بىلەن، تارىق (يەنى كېچىدە ئاشكارا بولغۇچى يۇلتۇز) بىلەن قەسەم قىلىمەن
,12,86,5933,2,وَمَا أَدْرَاكَ مَا الطَّارِقُ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_2.png,تارىقنىڭ نېمىلىكىنى بىلەمسەن؟
,12,86,5934,3,النَّجْمُ الثَّاقِبُ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_3.png,ئۇ يورۇق يۇلتۇزدۇر
,12,86,5935,4,إِن كُلُّ نَفْسٍ لَّمَّا عَلَيْهَا حَافِظٌ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_4.png,ھەر بىر ئادەم بىلەن (شۇ ئادەمنى) ساقلىغۇچى (پەرىشتە) بار
,12,86,5936,5,فَلْيَنظُرِ الْإِنسَانُ مِمَّ خُلِقَ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_5.png,ئىنسان نېمىدىن يارىتىلغانلىقىغا قارىسۇن
,12,86,5937,6,خُلِقَ مِن مَّاءٍ دَافِقٍ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_6.png,ئۇ ئېتىلىپ چىققۇچى مەنىدىن يارىتىلدى
,12,86,5938,7,يَخْرُجُ مِن بَيْنِ الصُّلْبِ وَالتَّرَائِبِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_7.png,ئۇ مەنى ئۇمۇرتقا بىلەن قوۋۇرغا سۆڭىكىنىڭ ئارىسىدىن چىقىدۇ
,12,86,5939,8,إِنَّهُ عَلَىٰ رَجْعِهِ لَقَادِرٌ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_8.png,شەك - شۈبھىسىزكى، اﷲ ئۇنى ئەسلىگە كەلتۈرۈشكە (يەنى تىرىلدۈرۈشكە قادىردۇر
,12,86,5940,9,يَوْمَ تُبْلَى السَّرَائِرُ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_9.png,سىرلار ئاشكارا قىلىنىدىغان كۈندە (يەنى قىيامەتتە)،
,12,86,5941,10,فَمَا لَهُ مِن قُوَّةٍ وَلَا نَاصِرٍ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_10.png,ئۇنىڭدىن (يەنى ئىنساندىن) (ئازابنى دەپئى قىلىدىغان ھېچ كۈچ ۋە ياردەمچى يوقتۇر
,12,86,5942,11,وَالسَّمَاءِ ذَاتِ الرَّجْعِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_11.png,يامغۇرلۇق بۇلۇت بىلەن قەسەمكى،
,12,86,5943,12,وَالْأَرْضِ ذَاتِ الصَّدْعِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_12.png,يېرىلىپ (گىياھلارنى ئۈندۈرۈپ بېرىدىغان) زېمىن بىلەن قەسەمكى،
,12,86,5944,13,إِنَّهُ لَقَوْلٌ فَصْلٌ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_13.png,قۇرئان شەك - شۈبھىسىز (ھەق بىلەن باتىلنى ئايرىغۇچى) سۆزدۇر،
,12,86,5945,14,وَمَا هُوَ بِالْهَزْلِ,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_14.png,ئۇ چاقچاق ئەمەستۇر
,12,86,5946,15,إِنَّهُمْ يَكِيدُونَ كَيْدًا,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_15.png,ئۇلار (يەنى مۇشرىكلار) (قۇرئاننى يوققا چىقىرىش ئۈچۈن) ھەقىقەتەن ھىيلە - مىكىر ئىشلىتىدۇ
,12,86,5947,16,وَأَكِيدُ كَيْدًا,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_16.png,مەن ئۇلارنىڭ ھىيلە - مىكرىگە تاقابىل تۇرىمەن
,12,86,5948,17,فَمَهِّلِ الْكَافِرِينَ أَمْهِلْهُمْ رُوَيْدًا,At-Tariq—الطارق,The morning star,public://sura_images/86.png,public://quran_images/86_17.png,(ئى مۇھەممەد!) كاپىرلارنىڭ ھالاك بولۇشىغا ئالدىرىمىغىن، ئۇلارغا ئازراق مۆھلەت بەرگىن (ئۇزاققا قالماي ئۇلارغا قانداق قىلغانلىقىمنى كۆرىسەن)
,12,87,5949,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ سَبِّحِ اسْمَ رَبِّكَ الْأَعْلَى,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_1.png,ھەممىدىن ئۈستۈن پەرۋەردىگارىڭنىڭ نامىنى پاك ئېتىقاد قىلغىن
,12,87,5950,2,الَّذِي خَلَقَ فَسَوَّىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_2.png,ئۇ (پۈتۈن مەخلۇقاتنى) ياراتتى، (ئۇلارنى) بېجىرىم (يەنى چىرايلىق ۋە مۇناسىپ شەكىلدە) قىلدى
,12,87,5951,3,وَالَّذِي قَدَّرَ فَهَدَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_3.png,مەخلۇقاتقا پايدىلىق ئىشلارنى (تەقدىر قىلدى، ئۇلارغا پايدىلىنىش يوللىرىنى) كۆرسەتتى
,12,87,5952,4,وَالَّذِي أَخْرَجَ الْمَرْعَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_4.png,ئوت - چۆپلەرنى ئۆستۈرۈپ بەردى
,12,87,5953,5,فَجَعَلَهُ غُثَاءً أَحْوَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_5.png,ئاندىن ئۇلارنى قارامتۇل قۇرۇق ئوت - خەسكە ئايلاندۇردى
,12,87,5954,6,سَنُقْرِئُكَ فَلَا تَنسَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_6.png,(ئى مۇھەممەد!) ساڭا (قۇرئاننى) ئوقۇتىمىز، اﷲ (نەسخى) قىلماقچى بولغان نەرسىدىن باشقىنى ئۇنتۇمايسەن. اﷲ (بەندىلەرنىڭ) ئاشكارا ۋە يوشۇرۇن (سۆز - ھەرىكەتلىرىنى) بىلىپ تۇرىدۇ
,12,87,5955,7,إِلَّا مَا شَاءَ اللَّهُ ۚ إِنَّهُ يَعْلَمُ الْجَهْرَ وَمَا يَخْفَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_7.png,(ئى مۇھەممەد!) ساڭا (قۇرئاننى) ئوقۇتىمىز، اﷲ (نەسخى) قىلماقچى بولغان نەرسىدىن باشقىنى ئۇنتۇمايسەن. اﷲ (بەندىلەرنىڭ) ئاشكارا ۋە يوشۇرۇن (سۆز - ھەرىكەتلىرىنى) بىلىپ تۇرىدۇ
,12,87,5956,8,وَنُيَسِّرُكَ لِلْيُسْرَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_8.png,سېنى بىز ئاسان يولغا (يەنى ئىسلام شەرىئىتىگە) مۇۋەپپەق قىلىمىز
,12,87,5957,9,فَذَكِّرْ إِن نَّفَعَتِ الذِّكْرَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_9.png,ۋەز - نەسىھەت پايدىلىق بولىدىغان بولسا، (كىشىلەرگە قۇرئان بىلەن) ۋەز - نەسىھەت قىلغىن
,12,87,5958,10,سَيَذَّكَّرُ مَن يَخْشَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_10.png,اﷲ تىن (قورققان) ئادەم ۋەز - نەسىھەتنى قوبۇل قىلىدۇ
,12,87,5959,11,وَيَتَجَنَّبُهَا الْأَشْقَى,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_11.png,ئەڭ شەقى ئادەم ۋەز - نەسىھەتتىن قاچىدۇ
,12,87,5960,12,الَّذِي يَصْلَى النَّارَ الْكُبْرَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_12.png,ئۇ كاتتا ئوتقا (يەنى دوزاخقا) كىرىدۇ
,12,87,5961,13,ثُمَّ لَا يَمُوتُ فِيهَا وَلَا يَحْيَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_13.png,ئاندىن ئۇ ئوتتا ئۆلمەيدۇ ۋە (ئوبدان) ياشىمايدۇ
,12,87,5962,14,قَدْ أَفْلَحَ مَن تَزَكَّىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_14.png,(كۇفرىدىن ۋە گۇناھتىن) پاك بولغان ئادەم مەقسىتىگە يەتتى
,12,87,5963,15,وَذَكَرَ اسْمَ رَبِّهِ فَصَلَّىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_15.png,ئۇ پەرۋەردىگارىنىڭ نامىنى ياد ئەتتى، ئاندىن ناماز ئوقۇدى
,12,87,5964,16,بَلْ تُؤْثِرُونَ الْحَيَاةَ الدُّنْيَا,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_16.png,سىلەر دۇنيا تىرىكچىلىكىنى ئارتۇق كۆرىسىلەر
,12,87,5965,17,وَالْآخِرَةُ خَيْرٌ وَأَبْقَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_17.png,ئاخىرەت ياخشىدۇر ۋە باقىيدۇر
,12,87,5966,18,إِنَّ هَٰذَا لَفِي الصُّحُفِ الْأُولَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_18.png,بۇ (يەنى بۇ سۈرىدىكى ۋەزلەر) شەك - شۈبھىسىز بۇرۇنقى كىتابلاردا - ئىبراھىم ۋە مۇسالارنىڭ كىتابلىرىدا باردۇر
,12,87,5967,19,صُحُفِ إِبْرَاهِيمَ وَمُوسَىٰ,Al-Ala—الأعلى,The Most High,public://sura_images/87.png,public://quran_images/87_19.png,بۇ (يەنى بۇ سۈرىدىكى ۋەزلەر) شەك - شۈبھىسىز بۇرۇنقى كىتابلاردا - ئىبراھىم ۋە مۇسالارنىڭ كىتابلىرىدا باردۇر
,12,88,5968,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ هَلْ أَتَاكَ حَدِيثُ الْغَاشِيَةِ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_1.png,(ئى مۇھەممەد!) ساڭا ھەقىقەتەن قىيامەتنىڭ خەۋىرى كەلدى
,12,88,5969,2,وُجُوهٌ يَوْمَئِذٍ خَاشِعَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_2.png,بۇ كۈندە نۇرغۇن ئادەملەر خار بولغۇچىدۇر
,12,88,5970,3,عَامِلَةٌ نَّاصِبَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_3.png,ئۇلار دۇنيادا گۇناھ قىلغۇچىلاردۇر، (ئاخىرەتتە) جاپا تارتقۇچىلاردۇر
,12,88,5971,4,تَصْلَىٰ نَارًا حَامِيَةً,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_4.png,ئۇلار ھارارىتى قاتتىق دوزاخقا كىرىدۇ
,12,88,5972,5,تُسْقَىٰ مِنْ عَيْنٍ آنِيَةٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_5.png,(سۇلىرى) قايناپ تۇرغان بۇلاقتىن سۇغىرىلىدۇ
,12,88,5973,6,لَّيْسَ لَهُمْ طَعَامٌ إِلَّا مِن ضَرِيعٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_6.png,ئۇلار ئۈچۈن زەرىدىن (يەنى بەتبۇي، ئاچچىق تىكەندىن) باشقا يېمەكلىك بولمايدۇ
,12,88,5974,7,لَّا يُسْمِنُ وَلَا يُغْنِي مِن جُوعٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_7.png,زەرى كىشىنى سەمرىتمەيدۇ، ئاچلىقنى پەسەيتمەيدۇ
,12,88,5975,8,وُجُوهٌ يَوْمَئِذٍ نَّاعِمَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_8.png,بۇ كۈندە نۇرغۇن كىشىلەر باركى، ئۇلار نېمەت بىلەن خۇشالدۇر
,12,88,5976,9,لِّسَعْيِهَا رَاضِيَةٌ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_9.png,بۇ دۇنيادا قىلغان (سەئيى ئەمەللىرىدىن) مەمنۇندۇر
,12,88,5977,10,فِي جَنَّةٍ عَالِيَةٍ,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_10.png,ئۇلار ئالىي جەننەتتىدۇر
,12,88,5978,11,لَّا تَسْمَعُ فِيهَا لَاغِيَةً,Al-Ghashiya—الغاشية,The Overwhelming,public://sura_images/88.png,public://quran_images/88_11.png,ئۇ يەردە يامان سۆز ئاڭلىمايدۇ
