Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_en,content_ar,sura name,meaning,sura images,ayah_image
Ayah 5436,1,71,5436,17,"And Allah has produced you from the earth growing (gradually),",وَاللَّهُ أَنبَتَكُم مِّنَ الْأَرْضِ نَبَاتًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_17.png
Ayah 5437,1,71,5437,18,"And in the End He will return you into the (earth), and raise you forth (again at the Resurrection)?",ثُمَّ يُعِيدُكُمْ فِيهَا وَيُخْرِجُكُمْ إِخْرَاجًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_18.png
Ayah 5438,1,71,5438,19,"And Allah has made the earth for you as a carpet (spread out),",وَاللَّهُ جَعَلَ لَكُمُ الْأَرْضَ بِسَاطًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_19.png
Ayah 5439,1,71,5439,20,"That ye may go about therein, in spacious roads.'",لِّتَسْلُكُوا مِنْهَا سُبُلًا فِجَاجًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_20.png
Ayah 5440,1,71,5440,21,"Noah said: ""O my Lord! They have disobeyed me, but they follow (men) whose wealth and children give them no increase but only Loss.",قَالَ نُوحٌ رَّبِّ إِنَّهُمْ عَصَوْنِي وَاتَّبَعُوا مَن لَّمْ يَزِدْهُ مَالُهُ وَوَلَدُهُ إِلَّا خَسَارًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_21.png
Ayah 5441,1,71,5441,22,And they have devised a tremendous Plot.,وَمَكَرُوا مَكْرًا كُبَّارًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_22.png
Ayah 5442,1,71,5442,23,"And they have said (to each other), 'Abandon not your gods: Abandon neither Wadd nor Suwa', neither Yaguth nor Ya'uq, nor Nasr';-",وَقَالُوا لَا تَذَرُنَّ آلِهَتَكُمْ وَلَا تَذَرُنَّ وَدًّا وَلَا سُوَاعًا وَلَا يَغُوثَ وَيَعُوقَ وَنَسْرًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_23.png
Ayah 5443,1,71,5443,24,They have already misled many; and grant Thou no increase to the wrong-doers but in straying (from their mark).,وَقَدْ أَضَلُّوا كَثِيرًا ۖ وَلَا تَزِدِ الظَّالِمِينَ إِلَّا ضَلَالًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_24.png
Ayah 5444,1,71,5444,25,"Because of their sins they were drowned (in the flood), and were made to enter the Fire (of Punishment): and they found- in lieu of Allah- none to help them.",مِّمَّا خَطِيئَاتِهِمْ أُغْرِقُوا فَأُدْخِلُوا نَارًا فَلَمْ يَجِدُوا لَهُم مِّن دُونِ اللَّهِ أَنصَارًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_25.png
Ayah 5445,1,71,5445,26,"And Noah, said: ""O my Lord! Leave not of the Unbelievers, a single one on earth!",وَقَالَ نُوحٌ رَّبِّ لَا تَذَرْ عَلَى الْأَرْضِ مِنَ الْكَافِرِينَ دَيَّارًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_26.png
Ayah 5446,1,71,5446,27,"For, if Thou dost leave (any of) them, they will but mislead Thy devotees, and they will breed none but wicked ungrateful ones.",إِنَّكَ إِن تَذَرْهُمْ يُضِلُّوا عِبَادَكَ وَلَا يَلِدُوا إِلَّا فَاجِرًا كَفَّارًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_27.png
Ayah 5447,1,71,5447,28,"O my Lord! Forgive me, my parents, all who enter my house in Faith, and (all) believing men and believing women: and to the wrong-doers grant Thou no increase but in perdition!",رَّبِّ اغْفِرْ لِي وَلِوَالِدَيَّ وَلِمَن دَخَلَ بَيْتِيَ مُؤْمِنًا وَلِلْمُؤْمِنِينَ وَالْمُؤْمِنَاتِ وَلَا تَزِدِ الظَّالِمِينَ إِلَّا تَبَارًا,Nooh—نوح,Nooh,public://sura_images/71.png,public://quran_images/71_28.png
Ayah 5448,1,72,5448,1,"Say: It has been revealed to me that a company of Jinns listened (to the Qur'an). They said, 'We have really heard a wonderful Recital!",بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ قُلْ أُوحِيَ إِلَيَّ أَنَّهُ اسْتَمَعَ نَفَرٌ مِّنَ الْجِنِّ فَقَالُوا إِنَّا سَمِعْنَا قُرْآنًا عَجَبًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_1.png
Ayah 5449,1,72,5449,2,"It gives guidance to the Right, and we have believed therein: we shall not join (in worship) any (gods) with our Lord.",يَهْدِي إِلَى الرُّشْدِ فَآمَنَّا بِهِ ۖ وَلَن نُّشْرِكَ بِرَبِّنَا أَحَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_2.png
Ayah 5450,1,72,5450,3,And Exalted is the Majesty of our Lord: He has taken neither a wife nor a son.,وَأَنَّهُ تَعَالَىٰ جَدُّ رَبِّنَا مَا اتَّخَذَ صَاحِبَةً وَلَا وَلَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_3.png
Ayah 5451,1,72,5451,4,"There were some foolish ones among us, who used to utter extravagant lies against Allah;",وَأَنَّهُ كَانَ يَقُولُ سَفِيهُنَا عَلَى اللَّهِ شَطَطًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_4.png
Ayah 5452,1,72,5452,5,But we do think that no man or spirit should say aught that untrue against Allah.,وَأَنَّا ظَنَنَّا أَن لَّن تَقُولَ الْإِنسُ وَالْجِنُّ عَلَى اللَّهِ كَذِبًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_5.png
Ayah 5453,1,72,5453,6,"True, there were persons among mankind who took shelter with persons among the Jinns, but they increased them in folly.",وَأَنَّهُ كَانَ رِجَالٌ مِّنَ الْإِنسِ يَعُوذُونَ بِرِجَالٍ مِّنَ الْجِنِّ فَزَادُوهُمْ رَهَقًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_6.png
Ayah 5454,1,72,5454,7,"And they (came to) think as ye thought, that Allah would not raise up any one (to Judgment).",وَأَنَّهُمْ ظَنُّوا كَمَا ظَنَنتُمْ أَن لَّن يَبْعَثَ اللَّهُ أَحَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_7.png
Ayah 5455,1,72,5455,8,And we pried into the secrets of heaven; but we found it filled with stern guards and flaming fires.,وَأَنَّا لَمَسْنَا السَّمَاءَ فَوَجَدْنَاهَا مُلِئَتْ حَرَسًا شَدِيدًا وَشُهُبًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_8.png
Ayah 5456,1,72,5456,9,"We used, indeed, to sit there in (hidden) stations, to (steal) a hearing; but any who listen now will find a flaming fire watching him in ambush.",وَأَنَّا كُنَّا نَقْعُدُ مِنْهَا مَقَاعِدَ لِلسَّمْعِ ۖ فَمَن يَسْتَمِعِ الْآنَ يَجِدْ لَهُ شِهَابًا رَّصَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_9.png
Ayah 5457,1,72,5457,10,"And we understand not whether ill is intended to those on earth, or whether their Lord (really) intends to guide them to right conduct.",وَأَنَّا لَا نَدْرِي أَشَرٌّ أُرِيدَ بِمَن فِي الْأَرْضِ أَمْ أَرَادَ بِهِمْ رَبُّهُمْ رَشَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_10.png
Ayah 5458,1,72,5458,11,"There are among us some that are righteous, and some the contrary: we follow divergent paths.",وَأَنَّا مِنَّا الصَّالِحُونَ وَمِنَّا دُونَ ذَٰلِكَ ۖ كُنَّا طَرَائِقَ قِدَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_11.png
Ayah 5459,1,72,5459,12,"But we think that we can by no means frustrate Allah throughout the earth, nor can we frustrate Him by flight.",وَأَنَّا ظَنَنَّا أَن لَّن نُّعْجِزَ اللَّهَ فِي الْأَرْضِ وَلَن نُّعْجِزَهُ هَرَبًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_12.png
Ayah 5460,1,72,5460,13,"And as for us, since we have listened to the Guidance, we have accepted it: and any who believes in his Lord has no fear, either of a short (account) or of any injustice.",وَأَنَّا لَمَّا سَمِعْنَا الْهُدَىٰ آمَنَّا بِهِ ۖ فَمَن يُؤْمِن بِرَبِّهِ فَلَا يَخَافُ بَخْسًا وَلَا رَهَقًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_13.png
Ayah 5461,1,72,5461,14,"Amongst us are some that submit their wills (to Allah), and some that swerve from justice. Now those who submit their wills - they have sought out (the path) of right conduct:",وَأَنَّا مِنَّا الْمُسْلِمُونَ وَمِنَّا الْقَاسِطُونَ ۖ فَمَنْ أَسْلَمَ فَأُولَٰئِكَ تَحَرَّوْا رَشَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_14.png
Ayah 5462,1,72,5462,15,"But those who swerve,- they are (but) fuel for Hell-fire'-",وَأَمَّا الْقَاسِطُونَ فَكَانُوا لِجَهَنَّمَ حَطَبًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_15.png
Ayah 5463,1,72,5463,16,"(And Allah's Message is): ""If they (the Pagans) had (only) remained on the (right) Way, We should certainly have bestowed on them Rain in abundance.",وَأَن لَّوِ اسْتَقَامُوا عَلَى الطَّرِيقَةِ لَأَسْقَيْنَاهُم مَّاءً غَدَقًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_16.png
Ayah 5464,1,72,5464,17,"That We might try them by that (means). But if any turns away from the remembrance of his Lord, He will cause him to undergo a severe Penalty.",لِّنَفْتِنَهُمْ فِيهِ ۚ وَمَن يُعْرِضْ عَن ذِكْرِ رَبِّهِ يَسْلُكْهُ عَذَابًا صَعَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_17.png
Ayah 5465,1,72,5465,18,And the places of worship are for Allah (alone): So invoke not any one along with Allah;,وَأَنَّ الْمَسَاجِدَ لِلَّهِ فَلَا تَدْعُوا مَعَ اللَّهِ أَحَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_18.png
Ayah 5466,1,72,5466,19,"Yet when the Devotee of Allah stands forth to invoke Him, they just make round him a dense crowd.",وَأَنَّهُ لَمَّا قَامَ عَبْدُ اللَّهِ يَدْعُوهُ كَادُوا يَكُونُونَ عَلَيْهِ لِبَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_19.png
Ayah 5467,1,72,5467,20,"Say: ""I do no more than invoke my Lord, and I join not with Him any (false god).""",قُلْ إِنَّمَا أَدْعُو رَبِّي وَلَا أُشْرِكُ بِهِ أَحَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_20.png
Ayah 5468,1,72,5468,21,"Say: ""It is not in my power to cause you harm, or to bring you to right conduct.""",قُلْ إِنِّي لَا أَمْلِكُ لَكُمْ ضَرًّا وَلَا رَشَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_21.png
Ayah 5469,1,72,5469,22,"Say: ""No one can deliver me from Allah (If I were to disobey Him), nor should I find refuge except in Him,",قُلْ إِنِّي لَن يُجِيرَنِي مِنَ اللَّهِ أَحَدٌ وَلَنْ أَجِدَ مِن دُونِهِ مُلْتَحَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_22.png
Ayah 5470,1,72,5470,23,"Unless I proclaim what I receive from Allah and His Messages: for any that disobey Allah and His Messenger,- for them is Hell: they shall dwell therein for ever.",إِلَّا بَلَاغًا مِّنَ اللَّهِ وَرِسَالَاتِهِ ۚ وَمَن يَعْصِ اللَّهَ وَرَسُولَهُ فَإِنَّ لَهُ نَارَ جَهَنَّمَ خَالِدِينَ فِيهَا أَبَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_23.png
Ayah 5471,1,72,5471,24,"At length, when they see (with their own eyes) that which they are promised,- then will they know who it is that is weakest in (his) helper and least important in point of numbers.",حَتَّىٰ إِذَا رَأَوْا مَا يُوعَدُونَ فَسَيَعْلَمُونَ مَنْ أَضْعَفُ نَاصِرًا وَأَقَلُّ عَدَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_24.png
Ayah 5472,1,72,5472,25,"Say: ""I know not whether the (Punishment) which ye are promised is near, or whether my Lord will appoint for it a distant term.",قُلْ إِنْ أَدْرِي أَقَرِيبٌ مَّا تُوعَدُونَ أَمْ يَجْعَلُ لَهُ رَبِّي أَمَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_25.png
Ayah 5473,1,72,5473,26,"He (alone) knows the Unseen, nor does He make any one acquainted with His Mysteries,-",عَالِمُ الْغَيْبِ فَلَا يُظْهِرُ عَلَىٰ غَيْبِهِ أَحَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_26.png
Ayah 5474,1,72,5474,27,"Except a messenger whom He has chosen: and then He makes a band of watchers march before him and behind him,",إِلَّا مَنِ ارْتَضَىٰ مِن رَّسُولٍ فَإِنَّهُ يَسْلُكُ مِن بَيْنِ يَدَيْهِ وَمِنْ خَلْفِهِ رَصَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_27.png
Ayah 5475,1,72,5475,28,"That He may know that they have (truly) brought and delivered the Messages of their Lord: and He surrounds (all the mysteries) that are with them, and takes account of every single thing.",لِّيَعْلَمَ أَن قَدْ أَبْلَغُوا رِسَالَاتِ رَبِّهِمْ وَأَحَاطَ بِمَا لَدَيْهِمْ وَأَحْصَىٰ كُلَّ شَيْءٍ عَدَدًا,Al-Jinn—الجن,The Jinn,public://sura_images/72.png,public://quran_images/72_28.png
Ayah 5476,1,73,5476,1,O thou folded in garments!,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ يَا أَيُّهَا الْمُزَّمِّلُ,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_1.png
Ayah 5477,1,73,5477,2,"Stand (to prayer) by night, but not all night,-",قُمِ اللَّيْلَ إِلَّا قَلِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_2.png
Ayah 5478,1,73,5478,3,"Half of it,- or a little less,",نِّصْفَهُ أَوِ انقُصْ مِنْهُ قَلِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_3.png
Ayah 5479,1,73,5479,4,"Or a little more; and recite the Qur'an in slow, measured rhythmic tones.",أَوْ زِدْ عَلَيْهِ وَرَتِّلِ الْقُرْآنَ تَرْتِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_4.png
Ayah 5480,1,73,5480,5,Soon shall We send down to thee a weighty Message.,إِنَّا سَنُلْقِي عَلَيْكَ قَوْلًا ثَقِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_5.png
Ayah 5481,1,73,5481,6,"Truly the rising by night is most potent for governing (the soul), and most suitable for (framing) the Word (of Prayer and Praise).",إِنَّ نَاشِئَةَ اللَّيْلِ هِيَ أَشَدُّ وَطْئًا وَأَقْوَمُ قِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_6.png
Ayah 5482,1,73,5482,7,"True, there is for thee by day prolonged occupation with ordinary duties:",إِنَّ لَكَ فِي النَّهَارِ سَبْحًا طَوِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_7.png
Ayah 5483,1,73,5483,8,But keep in remembrance the name of thy Lord and devote thyself to Him whole-heartedly.,وَاذْكُرِ اسْمَ رَبِّكَ وَتَبَتَّلْ إِلَيْهِ تَبْتِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_8.png
Ayah 5484,1,73,5484,9,(He is) Lord of the East and the West: there is no god but He: take Him therefore for (thy) Disposer of Affairs.,رَّبُّ الْمَشْرِقِ وَالْمَغْرِبِ لَا إِلَٰهَ إِلَّا هُوَ فَاتَّخِذْهُ وَكِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_9.png
Ayah 5485,1,73,5485,10,"And have patience with what they say, and leave them with noble (dignity).",وَاصْبِرْ عَلَىٰ مَا يَقُولُونَ وَاهْجُرْهُمْ هَجْرًا جَمِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_10.png
Ayah 5486,1,73,5486,11,"And leave Me (alone to deal with) those in possession of the good things of life, who (yet) deny the Truth; and bear with them for a little while.",وَذَرْنِي وَالْمُكَذِّبِينَ أُولِي النَّعْمَةِ وَمَهِّلْهُمْ قَلِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_11.png
Ayah 5487,1,73,5487,12,"With Us are Fetters (to bind them), and a Fire (to burn them),",إِنَّ لَدَيْنَا أَنكَالًا وَجَحِيمًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_12.png
Ayah 5488,1,73,5488,13,"And a Food that chokes, and a Penalty Grievous.",وَطَعَامًا ذَا غُصَّةٍ وَعَذَابًا أَلِيمًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_13.png
Ayah 5489,1,73,5489,14,One Day the earth and the mountains will be in violent commotion. And the mountains will be as a heap of sand poured out and flowing down.,يَوْمَ تَرْجُفُ الْأَرْضُ وَالْجِبَالُ وَكَانَتِ الْجِبَالُ كَثِيبًا مَّهِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_14.png
Ayah 5490,1,73,5490,15,"We have sent to you, (O men!) a messenger, to be a witness concerning you, even as We sent a messenger to Pharaoh.",إِنَّا أَرْسَلْنَا إِلَيْكُمْ رَسُولًا شَاهِدًا عَلَيْكُمْ كَمَا أَرْسَلْنَا إِلَىٰ فِرْعَوْنَ رَسُولًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_15.png
Ayah 5491,1,73,5491,16,But Pharaoh disobeyed the messenger; so We seized him with a heavy Punishment.,فَعَصَىٰ فِرْعَوْنُ الرَّسُولَ فَأَخَذْنَاهُ أَخْذًا وَبِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_16.png
Ayah 5492,1,73,5492,17,"Then how shall ye, if ye deny (Allah), guard yourselves against a Day that will make children hoary-headed?-",فَكَيْفَ تَتَّقُونَ إِن كَفَرْتُمْ يَوْمًا يَجْعَلُ الْوِلْدَانَ شِيبًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_17.png
Ayah 5493,1,73,5493,18,Whereon the sky will be cleft asunder? His Promise needs must be accomplished.,السَّمَاءُ مُنفَطِرٌ بِهِ ۚ كَانَ وَعْدُهُ مَفْعُولًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_18.png
Ayah 5494,1,73,5494,19,"Verily this is an Admonition: therefore, whoso will, let him take a (straight) path to his Lord!",إِنَّ هَٰذِهِ تَذْكِرَةٌ ۖ فَمَن شَاءَ اتَّخَذَ إِلَىٰ رَبِّهِ سَبِيلًا,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_19.png
Ayah 5495,1,73,5495,20,"Thy Lord doth know that thou standest forth (to prayer) nigh two-thirds of the night, or half the night, or a third of the night, and so doth a party of those with thee. But Allah doth appoint night and day in due measure He knoweth that ye are unable to keep count thereof. So He hath turned to you (in mercy): read ye, therefore, of the Qur'an as much as may be easy for you. He knoweth that there may be (some) among you in ill-health; others travelling through the land, seeking of Allah's bounty; yet others fighting in Allah's Cause, read ye, therefore, as much of the Qur'an as may be easy (for you); and establish regular Prayer and give regular Charity; and loan to Allah a Beautiful Loan. And whatever good ye send forth for your souls ye shall find it in Allah's Presence,- yea, better and greater, in Reward and seek ye the Grace of Allah: for Allah is Oft-Forgiving, Most Merciful.",۞ إِنَّ رَبَّكَ يَعْلَمُ أَنَّكَ تَقُومُ أَدْنَىٰ مِن ثُلُثَيِ اللَّيْلِ وَنِصْفَهُ وَثُلُثَهُ وَطَائِفَةٌ مِّنَ الَّذِينَ مَعَكَ ۚ وَاللَّهُ يُقَدِّرُ اللَّيْلَ وَالنَّهَارَ ۚ عَلِمَ أَن لَّن تُحْصُوهُ فَتَابَ عَلَيْكُمْ ۖ فَاقْرَءُوا مَا تَيَسَّرَ مِنَ الْقُرْآنِ ۚ عَلِمَ أَن سَيَكُونُ مِنكُم مَّرْضَىٰ ۙ وَآخَرُونَ يَضْرِبُونَ فِي الْأَرْضِ يَبْتَغُونَ مِن فَضْلِ اللَّهِ ۙ وَآخَرُونَ يُقَاتِلُونَ فِي سَبِيلِ اللَّهِ ۖ فَاقْرَءُوا مَا تَيَسَّرَ مِنْهُ ۚ وَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَأَقْرِضُوا اللَّهَ قَرْضًا حَسَنًا ۚ وَمَا تُقَدِّمُوا لِأَنفُسِكُم مِّنْ خَيْرٍ تَجِدُوهُ عِندَ اللَّهِ هُوَ خَيْرًا وَأَعْظَمَ أَجْرًا ۚ وَاسْتَغْفِرُوا اللَّهَ ۖ إِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ,Al-Muzzammil—المزّمِّل,The enshrouded one,public://sura_images/73.png,public://quran_images/73_20.png
Ayah 5496,1,74,5496,1,O thou wrapped up (in the mantle)!,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ يَا أَيُّهَا الْمُدَّثِّرُ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_1.png
Ayah 5497,1,74,5497,2,Arise and deliver thy warning!,قُمْ فَأَنذِرْ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_2.png
Ayah 5498,1,74,5498,3,And thy Lord do thou magnify!,وَرَبَّكَ فَكَبِّرْ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_3.png
Ayah 5499,1,74,5499,4,And thy garments keep free from stain!,وَثِيَابَكَ فَطَهِّرْ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_4.png
Ayah 5500,1,74,5500,5,And all abomination shun!,وَالرُّجْزَ فَاهْجُرْ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_5.png
Ayah 5501,1,74,5501,6,"Nor expect, in giving, any increase (for thyself)!",وَلَا تَمْنُن تَسْتَكْثِرُ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_6.png
Ayah 5502,1,74,5502,7,"But, for thy Lord's (Cause), be patient and constant!",وَلِرَبِّكَ فَاصْبِرْ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_7.png
Ayah 5503,1,74,5503,8,"Finally, when the Trumpet is sounded,",فَإِذَا نُقِرَ فِي النَّاقُورِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_8.png
Ayah 5504,1,74,5504,9,"That will be- that Day - a Day of Distress,-",فَذَٰلِكَ يَوْمَئِذٍ يَوْمٌ عَسِيرٌ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_9.png
Ayah 5505,1,74,5505,10,Far from easy for those without Faith.,عَلَى الْكَافِرِينَ غَيْرُ يَسِيرٍ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_10.png
Ayah 5506,1,74,5506,11,"Leave Me alone, (to deal) with the (creature) whom I created (bare and) alone!-",ذَرْنِي وَمَنْ خَلَقْتُ وَحِيدًا,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_11.png
Ayah 5507,1,74,5507,12,"To whom I granted resources in abundance,",وَجَعَلْتُ لَهُ مَالًا مَّمْدُودًا,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_12.png
Ayah 5508,1,74,5508,13,And sons to be by his side!-,وَبَنِينَ شُهُودًا,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_13.png
Ayah 5509,1,74,5509,14,To whom I made (life) smooth and comfortable!,وَمَهَّدتُّ لَهُ تَمْهِيدًا,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_14.png
Ayah 5510,1,74,5510,15,Yet is he greedy-that I should add (yet more);-,ثُمَّ يَطْمَعُ أَنْ أَزِيدَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_15.png
Ayah 5511,1,74,5511,16,By no means! For to Our Signs he has been refractory!,كَلَّا ۖ إِنَّهُ كَانَ لِآيَاتِنَا عَنِيدًا,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_16.png
Ayah 5512,1,74,5512,17,Soon will I visit him with a mount of calamities!,سَأُرْهِقُهُ صَعُودًا,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_17.png
Ayah 5513,1,74,5513,18,For he thought and he plotted;-,إِنَّهُ فَكَّرَ وَقَدَّرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_18.png
Ayah 5514,1,74,5514,19,And woe to him! How he plotted!-,فَقُتِلَ كَيْفَ قَدَّرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_19.png
Ayah 5515,1,74,5515,20,"Yea, Woe to him; How he plotted!-",ثُمَّ قُتِلَ كَيْفَ قَدَّرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_20.png
Ayah 5516,1,74,5516,21,Then he looked round;,ثُمَّ نَظَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_21.png
Ayah 5517,1,74,5517,22,Then he frowned and he scowled;,ثُمَّ عَبَسَ وَبَسَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_22.png
Ayah 5518,1,74,5518,23,Then he turned back and was haughty;,ثُمَّ أَدْبَرَ وَاسْتَكْبَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_23.png
Ayah 5519,1,74,5519,24,"Then said he: ""This is nothing but magic, derived from of old;",فَقَالَ إِنْ هَٰذَا إِلَّا سِحْرٌ يُؤْثَرُ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_24.png
Ayah 5520,1,74,5520,25,This is nothing but the word of a mortal!,إِنْ هَٰذَا إِلَّا قَوْلُ الْبَشَرِ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_25.png
Ayah 5521,1,74,5521,26,Soon will I cast him into Hell-Fire!,سَأُصْلِيهِ سَقَرَ,Al-Muddathir—المدّثر,The cloaked one,public://sura_images/74.png,public://quran_images/74_26.png
