Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ur
,11,57,5104,29,لِّئَلَّا يَعْلَمَ أَهْلُ الْكِتَابِ أَلَّا يَقْدِرُونَ عَلَىٰ شَيْءٍ مِّن فَضْلِ اللَّهِ ۙ وَأَنَّ الْفَضْلَ بِيَدِ اللَّهِ يُؤْتِيهِ مَن يَشَاءُ ۚ وَاللَّهُ ذُو الْفَضْلِ الْعَظِيمِ,Al-Hadid—الحديد,The Iron,public://sura_images/57.png,public://quran_images/57_29.png,(تم کو یہ روش اختیار کرنی چاہیے) تاکہ اہل کتاب کو معلوم ہو جائے کہ اللہ کے فضل پر اُن کا کوئی اجارہ نہیں ہے، اور یہ کہ اللہ کا فضل اس کے اپنے ہی ہاتھ میں ہے، جسے چاہتا ہے عطا فرماتا ہے، اور وہ بڑے فضل والا ہے
,11,58,5105,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ قَدْ سَمِعَ اللَّهُ قَوْلَ الَّتِي تُجَادِلُكَ فِي زَوْجِهَا وَتَشْتَكِي إِلَى اللَّهِ وَاللَّهُ يَسْمَعُ تَحَاوُرَكُمَا ۚ إِنَّ اللَّهَ سَمِيعٌ بَصِيرٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_1.png,اللہ نے سن لی اُس عورت کی بات جو ا پنے شوہر کے معاملہ میں تم سے تکرار کر رہی ہے اور اللہ سے فریاد کیے جاتی ہے اللہ تم دونوں کی گفتگو سن رہا ہے، وہ سب کچھ سننے اور دیکھنے والا ہے
,11,58,5106,2,الَّذِينَ يُظَاهِرُونَ مِنكُم مِّن نِّسَائِهِم مَّا هُنَّ أُمَّهَاتِهِمْ ۖ إِنْ أُمَّهَاتُهُمْ إِلَّا اللَّائِي وَلَدْنَهُمْ ۚ وَإِنَّهُمْ لَيَقُولُونَ مُنكَرًا مِّنَ الْقَوْلِ وَزُورًا ۚ وَإِنَّ اللَّهَ لَعَفُوٌّ غَفُورٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_2.png,تم میں سے جو لوگ اپنی بیویوں سے ظہار کرتے ہیں ان کی بیویاں ان کی مائیں نہیں ہیں، ان کی مائیں تو وہی ہیں جنہوں نے ان کو جنا ہے یہ لوگ ایک سخت ناپسندیدہ اور جھوٹی بات کہتے ہیں، اور حقیقت یہ ہے کہ اللہ بڑا معاف کرنے والا اور درگزر فرمانے والا ہے
,11,58,5107,3,وَالَّذِينَ يُظَاهِرُونَ مِن نِّسَائِهِمْ ثُمَّ يَعُودُونَ لِمَا قَالُوا فَتَحْرِيرُ رَقَبَةٍ مِّن قَبْلِ أَن يَتَمَاسَّا ۚ ذَٰلِكُمْ تُوعَظُونَ بِهِ ۚ وَاللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_3.png,جو لوگ اپنی بیویوں سے ظہار کریں پھر اپنی اُس بات سے رجوع کریں جو انہوں نے کہی تھی، تو قبل اس کے کہ دونوں ایک دوسرے کو ہاتھ لگائیں، ایک غلام آزاد کرنا ہوگا اِس سے تم کو نصیحت کی جاتی ہے، اور جو کچھ تم کرتے ہو اللہ اس سے باخبر ہے
,11,58,5108,4,فَمَن لَّمْ يَجِدْ فَصِيَامُ شَهْرَيْنِ مُتَتَابِعَيْنِ مِن قَبْلِ أَن يَتَمَاسَّا ۖ فَمَن لَّمْ يَسْتَطِعْ فَإِطْعَامُ سِتِّينَ مِسْكِينًا ۚ ذَٰلِكَ لِتُؤْمِنُوا بِاللَّهِ وَرَسُولِهِ ۚ وَتِلْكَ حُدُودُ اللَّهِ ۗ وَلِلْكَافِرِينَ عَذَابٌ أَلِيمٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_4.png,اور جو شخص غلام نہ پائے وہ دو مہینے کے پے در پے روزے رکھے قبل اس کے کہ دونوں ایک دوسرے کو ہاتھ لگائیں اور جو اس پر بھی قادر نہ ہو وہ ۶۰ مسکینوں کو کھانا کھلائے یہ حکم اس لیے دیا جا رہا ہے کہ تم اللہ اور اُس کے رسول پر ایمان لاؤ یہ اللہ کی مقرر کی ہوئی حدیں ہیں، اور کافروں کے لیے دردناک سزا ہے
,11,58,5109,5,إِنَّ الَّذِينَ يُحَادُّونَ اللَّهَ وَرَسُولَهُ كُبِتُوا كَمَا كُبِتَ الَّذِينَ مِن قَبْلِهِمْ ۚ وَقَدْ أَنزَلْنَا آيَاتٍ بَيِّنَاتٍ ۚ وَلِلْكَافِرِينَ عَذَابٌ مُّهِينٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_5.png,جو لوگ اللہ اور اس کے رسول کی مخالفت کرتے ہیں وہ اسی طرح ذلیل و خوار کر دیے جائیں گے جس طرح ان سے پہلے کے لوگ ذلیل و خوار کیے جا چکے ہیں ہم نے صاف صاف آیات نازل کر دی ہیں، اور کافروں کے لیے ذلت کا عذاب ہے
,11,58,5110,6,يَوْمَ يَبْعَثُهُمُ اللَّهُ جَمِيعًا فَيُنَبِّئُهُم بِمَا عَمِلُوا ۚ أَحْصَاهُ اللَّهُ وَنَسُوهُ ۚ وَاللَّهُ عَلَىٰ كُلِّ شَيْءٍ شَهِيدٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_6.png,اُس دن (یہ ذلت کا عذاب ہونا ہے) جب اللہ ان سب کو پھر سے زندہ کر کے اٹھائے گا اور انہیں بتا دے گا کہ وہ کیا کچھ کر کے آئے ہیں وہ بھول گئے ہیں مگر اللہ نے ان سب کا کیا دھرا گن گن کر محفوظ کر رکھا ہے اور اللہ ایک ایک چیز پر شاہد ہے
,11,58,5111,7,أَلَمْ تَرَ أَنَّ اللَّهَ يَعْلَمُ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۖ مَا يَكُونُ مِن نَّجْوَىٰ ثَلَاثَةٍ إِلَّا هُوَ رَابِعُهُمْ وَلَا خَمْسَةٍ إِلَّا هُوَ سَادِسُهُمْ وَلَا أَدْنَىٰ مِن ذَٰلِكَ وَلَا أَكْثَرَ إِلَّا هُوَ مَعَهُمْ أَيْنَ مَا كَانُوا ۖ ثُمَّ يُنَبِّئُهُم بِمَا عَمِلُوا يَوْمَ الْقِيَامَةِ ۚ إِنَّ اللَّهَ بِكُلِّ شَيْءٍ عَلِيمٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_7.png,کیا تم کو خبر نہیں ہے کہ زمین اور آسمانوں کی ہر چیز کا اللہ کو علم ہے؟ کبھی ایسا نہیں ہوتا کہ تین آدمیوں میں کوئی سرگوشی ہو اور ان کے درمیان چوتھا اللہ نہ ہو، یا پانچ آدمیوں میں سرگوشی ہو اور ان کے اندر چھٹا اللہ نہ ہو خفیہ بات کرنے والا خواہ اِس سے کم ہوں یا زیادہ، جہاں کہیں بھی وہ ہوں، اللہ ان کے ساتھ ہوتا ہے پھر قیامت کے روز وہ ان کو بتا دے گا کہ انہوں نے کیا کچھ کیا ہے اللہ ہر چیز کا علم رکھتا ہے
,11,58,5112,8,أَلَمْ تَرَ إِلَى الَّذِينَ نُهُوا عَنِ النَّجْوَىٰ ثُمَّ يَعُودُونَ لِمَا نُهُوا عَنْهُ وَيَتَنَاجَوْنَ بِالْإِثْمِ وَالْعُدْوَانِ وَمَعْصِيَتِ الرَّسُولِ وَإِذَا جَاءُوكَ حَيَّوْكَ بِمَا لَمْ يُحَيِّكَ بِهِ اللَّهُ وَيَقُولُونَ فِي أَنفُسِهِمْ لَوْلَا يُعَذِّبُنَا اللَّهُ بِمَا نَقُولُ ۚ حَسْبُهُمْ جَهَنَّمُ يَصْلَوْنَهَا ۖ فَبِئْسَ الْمَصِيرُ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_8.png,کیا تم نے دیکھا نہیں اُن لوگوں کو جنہیں سرگوشیاں کرنے سے منع کر دیا گیا تھا پھر بھی وہ وہی حرکت کیے جاتے ہیں جس سے انہیں منع کیا گیا تھا؟ یہ لوگ چھپ چھپ کر آپس میں گناہ اور زیادتی اور رسول کی نافرمانی کی باتیں کرتے ہیں، اور جب تمہارے پاس آتے ہیں تو تمہیں اُس طریقے سے سلام کرتے ہیں جس طرح اللہ نے تم پر سلام نہیں کیا ہے اور اپنے دلوں میں کہتے ہیں کہ ہماری اِن باتوں پر اللہ ہمیں عذاب کیوں نہیں دیتا اُن کے لیے جہنم ہی کافی ہے اُسی کا وہ ایندھن بنیں گے بڑا ہی برا انجام ہے اُن کا
,11,58,5113,9,يَا أَيُّهَا الَّذِينَ آمَنُوا إِذَا تَنَاجَيْتُمْ فَلَا تَتَنَاجَوْا بِالْإِثْمِ وَالْعُدْوَانِ وَمَعْصِيَتِ الرَّسُولِ وَتَنَاجَوْا بِالْبِرِّ وَالتَّقْوَىٰ ۖ وَاتَّقُوا اللَّهَ الَّذِي إِلَيْهِ تُحْشَرُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_9.png,اے لوگو جو ایمان لائے ہو، جب تم آپس میں پوشیدہ بات کرو تو گناہ اور زیادتی اور رسول کی نافرمانی کی باتیں نہیں بلکہ نیکی اور تقویٰ کی باتیں کرو اور اُس خدا سے ڈرتے رہو جس کے حضور تمہیں حشر میں پیش ہونا ہے
,11,58,5114,10,إِنَّمَا النَّجْوَىٰ مِنَ الشَّيْطَانِ لِيَحْزُنَ الَّذِينَ آمَنُوا وَلَيْسَ بِضَارِّهِمْ شَيْئًا إِلَّا بِإِذْنِ اللَّهِ ۚ وَعَلَى اللَّهِ فَلْيَتَوَكَّلِ الْمُؤْمِنُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_10.png,کانا پھوسی تو ایک شیطانی کام ہے، اور وہ اس لیے کی جاتی ہے کہ ایمان لانے والے لوگ اُس سے رنجیدہ ہوں، حالانکہ بے اذن خدا وہ انہیں کچھ بھی نقصان نہیں پہنچا سکتی، اور مومنوں کو اللہ ہی پر بھروسہ رکھنا چاہیے
,11,58,5115,11,يَا أَيُّهَا الَّذِينَ آمَنُوا إِذَا قِيلَ لَكُمْ تَفَسَّحُوا فِي الْمَجَالِسِ فَافْسَحُوا يَفْسَحِ اللَّهُ لَكُمْ ۖ وَإِذَا قِيلَ انشُزُوا فَانشُزُوا يَرْفَعِ اللَّهُ الَّذِينَ آمَنُوا مِنكُمْ وَالَّذِينَ أُوتُوا الْعِلْمَ دَرَجَاتٍ ۚ وَاللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_11.png,اے لوگو جو ایمان لائے ہو، جب تم سے کہا جائے کہ اپنی مجلسوں میں کشادگی پیدا کرو تو جگہ کشادہ کر دیا کرو، اللہ تمہیں کشادگی بخشے گا اور جب تم سے کہا جائے کہ اٹھ جاؤ تو اٹھ جایا کرو تم میں سے جو لوگ ایمان رکھنے والے ہیں اور جن کو علم بخشا گیا ہے، اللہ ان کو بلند درجے عطا فرمائے گا، اور جو کچھ تم کرتے ہو اللہ کو اس کی خبر ہے
,11,58,5116,12,يَا أَيُّهَا الَّذِينَ آمَنُوا إِذَا نَاجَيْتُمُ الرَّسُولَ فَقَدِّمُوا بَيْنَ يَدَيْ نَجْوَاكُمْ صَدَقَةً ۚ ذَٰلِكَ خَيْرٌ لَّكُمْ وَأَطْهَرُ ۚ فَإِن لَّمْ تَجِدُوا فَإِنَّ اللَّهَ غَفُورٌ رَّحِيمٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_12.png,اے لوگو جو ایمان لائے ہو، جب تم رسول سے تخلیہ میں بات کرو تو بات کرنے سے پہلے کچھ صدقہ دو یہ تمہارے لیے بہتر اور پاکیزہ تر ہے البتہ اگر تم صدقہ دینے کے لیے کچھ نہ پاؤ تو اللہ غفور و رحیم ہے
,11,58,5117,13,أَأَشْفَقْتُمْ أَن تُقَدِّمُوا بَيْنَ يَدَيْ نَجْوَاكُمْ صَدَقَاتٍ ۚ فَإِذْ لَمْ تَفْعَلُوا وَتَابَ اللَّهُ عَلَيْكُمْ فَأَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَأَطِيعُوا اللَّهَ وَرَسُولَهُ ۚ وَاللَّهُ خَبِيرٌ بِمَا تَعْمَلُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_13.png,کیا تم ڈر گئے اس بات سے کہ تخلیہ میں گفتگو کرنے سے پہلے تمہیں صدقات دینے ہونگے؟ اچھا، اگر تم ایسا نہ کرو اور اللہ نے تم کو اس سے معاف کر دیا تو نماز قائم کرتے رہو، زکوٰۃ دیتے رہو اور اللہ اور اس کے رسول کی اطاعت کرتے رہو تم جو کچھ کرتے ہو اللہ اس سے باخبر ہے
,11,58,5118,14,۞ أَلَمْ تَرَ إِلَى الَّذِينَ تَوَلَّوْا قَوْمًا غَضِبَ اللَّهُ عَلَيْهِم مَّا هُم مِّنكُمْ وَلَا مِنْهُمْ وَيَحْلِفُونَ عَلَى الْكَذِبِ وَهُمْ يَعْلَمُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_14.png,کیا تم نے دیکھا نہیں اُن لوگوں کو جنہوں نے دوست بنایا ہے ایک ایسے گروہ کو جو اللہ کا مغضوب ہے؟ وہ نہ تمہارے ہیں نہ اُن کے، اور وہ جان بوجھ کر جھوٹی بات پر قسمیں کھاتے ہیں
,11,58,5119,15,أَعَدَّ اللَّهُ لَهُمْ عَذَابًا شَدِيدًا ۖ إِنَّهُمْ سَاءَ مَا كَانُوا يَعْمَلُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_15.png,اللہ نے ان کے لیے سخت عذاب مہیا کر رکھا ہے، بڑے ہی برے کرتوت ہیں جو وہ کر رہے ہیں
,11,58,5120,16,اتَّخَذُوا أَيْمَانَهُمْ جُنَّةً فَصَدُّوا عَن سَبِيلِ اللَّهِ فَلَهُمْ عَذَابٌ مُّهِينٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_16.png,اُنہوں نے اپنی قسموں کو ڈھال بنا رکھا ہے جس کی آڑ میں وہ اللہ کی راہ سے لوگوں کو روکتے ہیں، اِس پر ان کے لیے ذلت کا عذاب ہے
,11,58,5121,17,لَّن تُغْنِيَ عَنْهُمْ أَمْوَالُهُمْ وَلَا أَوْلَادُهُم مِّنَ اللَّهِ شَيْئًا ۚ أُولَٰئِكَ أَصْحَابُ النَّارِ ۖ هُمْ فِيهَا خَالِدُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_17.png,اللہ سے بچانے کے لیے نہ ان کے مال کچھ کام آئیں گے نہ ان کی اولاد وہ دوزخ کے یار ہیں، اسی میں وہ ہمیشہ رہیں گے
,11,58,5122,18,يَوْمَ يَبْعَثُهُمُ اللَّهُ جَمِيعًا فَيَحْلِفُونَ لَهُ كَمَا يَحْلِفُونَ لَكُمْ ۖ وَيَحْسَبُونَ أَنَّهُمْ عَلَىٰ شَيْءٍ ۚ أَلَا إِنَّهُمْ هُمُ الْكَاذِبُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_18.png,جس روز اللہ ان سب کو اٹھائے گا، وہ اس کے سامنے بھی اُسی طرح قسمیں کھائیں گے جس طرح تمہارے سامنے کھاتے ہیں اور اپنے نزدیک یہ سمجھیں گے کہ اس سے ان کا کچھ کام بن جائے گا خوب جان لو، وہ پرلے درجے کے جھوٹے ہیں
,11,58,5123,19,اسْتَحْوَذَ عَلَيْهِمُ الشَّيْطَانُ فَأَنسَاهُمْ ذِكْرَ اللَّهِ ۚ أُولَٰئِكَ حِزْبُ الشَّيْطَانِ ۚ أَلَا إِنَّ حِزْبَ الشَّيْطَانِ هُمُ الْخَاسِرُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_19.png,شیطان اُن پر مسلط ہو چکا ہے اور ا ُس نے خدا کی یاد اُن کے دل سے بھلا دی ہے وہ شیطان کی پارٹی کے لوگ ہیں خبردار ہو، شیطان کی پارٹی والے ہی خسارے میں رہنے والے ہیں
,11,58,5124,20,إِنَّ الَّذِينَ يُحَادُّونَ اللَّهَ وَرَسُولَهُ أُولَٰئِكَ فِي الْأَذَلِّينَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_20.png,یقیناً ذلیل ترین مخلوقات میں سے ہیں وہ لوگ جو اللہ اور اس کے رسول کا مقابلہ کرتے ہیں
,11,58,5125,21,كَتَبَ اللَّهُ لَأَغْلِبَنَّ أَنَا وَرُسُلِي ۚ إِنَّ اللَّهَ قَوِيٌّ عَزِيزٌ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_21.png,اللہ نے لکھ دیا ہے کہ میں اور میرے رسول غالب ہو کر رہیں گے فی الواقع اللہ زبردست اور زور آور ہے
,11,58,5126,22,لَّا تَجِدُ قَوْمًا يُؤْمِنُونَ بِاللَّهِ وَالْيَوْمِ الْآخِرِ يُوَادُّونَ مَنْ حَادَّ اللَّهَ وَرَسُولَهُ وَلَوْ كَانُوا آبَاءَهُمْ أَوْ أَبْنَاءَهُمْ أَوْ إِخْوَانَهُمْ أَوْ عَشِيرَتَهُمْ ۚ أُولَٰئِكَ كَتَبَ فِي قُلُوبِهِمُ الْإِيمَانَ وَأَيَّدَهُم بِرُوحٍ مِّنْهُ ۖ وَيُدْخِلُهُمْ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا الْأَنْهَارُ خَالِدِينَ فِيهَا ۚ رَضِيَ اللَّهُ عَنْهُمْ وَرَضُوا عَنْهُ ۚ أُولَٰئِكَ حِزْبُ اللَّهِ ۚ أَلَا إِنَّ حِزْبَ اللَّهِ هُمُ الْمُفْلِحُونَ,Al-Mujadila—المجادلة,She that disputes,public://sura_images/58.png,public://quran_images/58_22.png,تم کبھی یہ نہ پاؤ گے کہ جو لوگ اللہ اور آخرت پر ایمان رکھنے والے ہیں وہ اُن لوگوں سے محبت کرتے ہوں جنہوں نے اللہ اور اس کے رسول کی مخالفت کی ہے، خواہ وہ اُن کے باپ ہوں، یا اُن کے بیٹے، یا اُن کے بھائی یا اُن کے اہل خاندان یہ وہ لوگ ہیں جن کے دلوں میں اللہ نے ایمان ثبت کر دیا ہے اور اپنی طرف سے ایک روح عطا کر کے ان کو قوت بخشی ہے وہ ان کو ایسی جنتوں میں داخل کرے گا جن کے نیچے نہریں بہتی ہوں گی ان میں وہ ہمیشہ رہیں گے اللہ ان سے راضی ہوا اور وہ اللہ سے راضی ہوئے وہ اللہ کی پارٹی کے لوگ ہیں خبردار رہو، اللہ کی پارٹی والے ہی فلاح پانے والے ہیں
,11,59,5127,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ سَبَّحَ لِلَّهِ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۖ وَهُوَ الْعَزِيزُ الْحَكِيمُ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_1.png,اللہ ہی کی تسبیح کی ہے ہر اُس چیز نے جو آسمانوں اور زمین میں ہے، اور وہی غالب اور حکیم ہے
,11,59,5128,2,هُوَ الَّذِي أَخْرَجَ الَّذِينَ كَفَرُوا مِنْ أَهْلِ الْكِتَابِ مِن دِيَارِهِمْ لِأَوَّلِ الْحَشْرِ ۚ مَا ظَنَنتُمْ أَن يَخْرُجُوا ۖ وَظَنُّوا أَنَّهُم مَّانِعَتُهُمْ حُصُونُهُم مِّنَ اللَّهِ فَأَتَاهُمُ اللَّهُ مِنْ حَيْثُ لَمْ يَحْتَسِبُوا ۖ وَقَذَفَ فِي قُلُوبِهِمُ الرُّعْبَ ۚ يُخْرِبُونَ بُيُوتَهُم بِأَيْدِيهِمْ وَأَيْدِي الْمُؤْمِنِينَ فَاعْتَبِرُوا يَا أُولِي الْأَبْصَارِ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_2.png,وہی ہے جس نے اہل کتاب کافروں کو پہلے ہی حملے میں اُن کے گھروں سے نکال باہر کیا تمہیں ہرگز یہ گمان نہ تھا کہ وہ نکل جائیں گے، اور وہ بھی یہ سمجھے بیٹھے تھے کہ اُن کی گڑھیاں انہیں اللہ سے بچا لیں گی مگر اللہ ایسے رخ سے اُن پر آیا جدھر اُن کا خیال بھی نہ گیا تھا اُس نے اُن کے دلوں میں رعب ڈال دیا نتیجہ یہ ہوا کہ وہ خود اپنے ہاتھوں سے بھی اپنے گھروں کو برباد کر رہے تھے اور مومنوں کے ہاتھوں بھی برباد کروا رہے تھے پس عبرت حاصل کرو اے دیدہ بینا رکھنے والو!
,11,59,5129,3,وَلَوْلَا أَن كَتَبَ اللَّهُ عَلَيْهِمُ الْجَلَاءَ لَعَذَّبَهُمْ فِي الدُّنْيَا ۖ وَلَهُمْ فِي الْآخِرَةِ عَذَابُ النَّارِ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_3.png,اگر اللہ نے اُن کے حق میں جلا وطنی نہ لکھ دی ہوتی تو دنیا ہی میں وہ انہیں عذاب دے ڈالتا، اور آخرت میں تو ان کے لیے دوزخ کا عذاب ہے ہی
,11,59,5130,4,ذَٰلِكَ بِأَنَّهُمْ شَاقُّوا اللَّهَ وَرَسُولَهُ ۖ وَمَن يُشَاقِّ اللَّهَ فَإِنَّ اللَّهَ شَدِيدُ الْعِقَابِ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_4.png,یہ سب کچھ اس لیے ہوا کہ انہوں نے اللہ اور اس کے رسول کا مقابلہ کیا، اور جو بھی اللہ کا مقابلہ کرے اللہ اس کو سزا دینے میں بہت سخت ہے
,11,59,5131,5,مَا قَطَعْتُم مِّن لِّينَةٍ أَوْ تَرَكْتُمُوهَا قَائِمَةً عَلَىٰ أُصُولِهَا فَبِإِذْنِ اللَّهِ وَلِيُخْزِيَ الْفَاسِقِينَ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_5.png,تم لوگوں نے کھجوروں کے جو درخت کاٹے یا جن کو اپنی جڑوں پر کھڑا رہنے دیا، یہ سب اللہ ہی کے اذن سے تھا اور (اللہ نے یہ اذن اس لیے دیا) تاکہ فاسقوں کو ذلیل و خوار کرے
,11,59,5132,6,وَمَا أَفَاءَ اللَّهُ عَلَىٰ رَسُولِهِ مِنْهُمْ فَمَا أَوْجَفْتُمْ عَلَيْهِ مِنْ خَيْلٍ وَلَا رِكَابٍ وَلَٰكِنَّ اللَّهَ يُسَلِّطُ رُسُلَهُ عَلَىٰ مَن يَشَاءُ ۚ وَاللَّهُ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_6.png,اور جو مال اللہ نے اُن کے قبضے سے نکال کر اپنے رسول کی طرف پلٹا دیے، وہ ایسے مال نہیں ہیں جن پر تم نے اپنے گھوڑے اور اونٹ دوڑائے ہوں، بلکہ اللہ اپنے رسولوں کو جس پر چاہتا ہے تسلط عطا فرما دیتا ہے، اور اللہ ہر چیز پر قادر ہے
,11,59,5133,7,مَّا أَفَاءَ اللَّهُ عَلَىٰ رَسُولِهِ مِنْ أَهْلِ الْقُرَىٰ فَلِلَّهِ وَلِلرَّسُولِ وَلِذِي الْقُرْبَىٰ وَالْيَتَامَىٰ وَالْمَسَاكِينِ وَابْنِ السَّبِيلِ كَيْ لَا يَكُونَ دُولَةً بَيْنَ الْأَغْنِيَاءِ مِنكُمْ ۚ وَمَا آتَاكُمُ الرَّسُولُ فَخُذُوهُ وَمَا نَهَاكُمْ عَنْهُ فَانتَهُوا ۚ وَاتَّقُوا اللَّهَ ۖ إِنَّ اللَّهَ شَدِيدُ الْعِقَابِ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_7.png,جو کچھ بھی اللہ اِن بستیوں کے لوگوں سے اپنے رسول کی طرف پلٹا دے وہ اللہ اور رسول اور رشتہ داروں اور یتامیٰ اور مساکین اور مسافروں کے لیے ہے تاکہ وہ تمہارے مالداروں ہی کے درمیان گردش نہ کرتا رہے جو کچھ رسولؐ تمھیں دے وہ لے لو اور جس چیز سے وہ تم کو روک دے اس سے رک جاؤ اللہ سے ڈرو، اللہ سخت سزا دینے والا ہے
,11,59,5134,8,لِلْفُقَرَاءِ الْمُهَاجِرِينَ الَّذِينَ أُخْرِجُوا مِن دِيَارِهِمْ وَأَمْوَالِهِمْ يَبْتَغُونَ فَضْلًا مِّنَ اللَّهِ وَرِضْوَانًا وَيَنصُرُونَ اللَّهَ وَرَسُولَهُ ۚ أُولَٰئِكَ هُمُ الصَّادِقُونَ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_8.png,(نیز وہ مال) اُن غریب مہاجرین کے لیے ہے جو اپنے گھروں اور جائدادوں سے نکال باہر کیے گئے ہیں یہ لوگ اللہ کا فضل اور اس کی خوشنودی چاہتے ہیں اور اللہ اور اُس کے رسولؐ کی حمایت پر کمر بستہ رہتے ہیں یہی راستباز لوگ ہیں
,11,59,5135,9,وَالَّذِينَ تَبَوَّءُوا الدَّارَ وَالْإِيمَانَ مِن قَبْلِهِمْ يُحِبُّونَ مَنْ هَاجَرَ إِلَيْهِمْ وَلَا يَجِدُونَ فِي صُدُورِهِمْ حَاجَةً مِّمَّا أُوتُوا وَيُؤْثِرُونَ عَلَىٰ أَنفُسِهِمْ وَلَوْ كَانَ بِهِمْ خَصَاصَةٌ ۚ وَمَن يُوقَ شُحَّ نَفْسِهِ فَأُولَٰئِكَ هُمُ الْمُفْلِحُونَ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_9.png,(اور وہ اُن لوگوں کے لیے بھی ہے) جو اِن مہاجرین کی آمد سے پہلے ہی ایمان لا کر دارالحجرت میں مقیم تھے یہ اُن لوگوں سے محبت کرتے ہیں جو ہجرت کر کے اِن کے پاس آئے ہیں اور جو کچھ بھی اُن کو دیدیا جائے اُس کی کوئی حاجت تک یہ اپنے دلوں میں محسوس نہیں کرتے اور اپنی ذات پر دوسروں کو ترجیح دیتے ہیں خواہ اپنی جگہ خود محتاج ہوں حقیقت یہ ہے کہ جو لوگ اپنے دل کی تنگی سے بچا لیے گئے وہی فلاح پانے والے ہیں
,11,59,5136,10,وَالَّذِينَ جَاءُوا مِن بَعْدِهِمْ يَقُولُونَ رَبَّنَا اغْفِرْ لَنَا وَلِإِخْوَانِنَا الَّذِينَ سَبَقُونَا بِالْإِيمَانِ وَلَا تَجْعَلْ فِي قُلُوبِنَا غِلًّا لِّلَّذِينَ آمَنُوا رَبَّنَا إِنَّكَ رَءُوفٌ رَّحِيمٌ,Al-Hashr—الحشر,Exile,public://sura_images/59.png,public://quran_images/59_10.png,"(اور وہ اُن لوگوں کے لیے بھی ہے) جو اِن اگلوں کے بعد آئے ہیں، جو کہتے ہیں کہ ""اے ہمارے رب، ہمیں اور ہمارے اُن سب بھائیوں کو بخش دے جو ہم سے پہلے ایمان لائے ہیں اور ہمارے دلوں میں اہل ایمان کے لیے کوئی بغض نہ رکھ، اے ہمارے رب، تو بڑا مہربان اور رحیم ہے"""
