Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_arj
,27,36,3712,7,لَقَدْ حَقَّ الْقَوْلُ عَلَىٰ أَكْثَرِهِمْ فَهُمْ لَا يُؤْمِنُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_7.png,«لقد حق القول» وجب «على أكثرهم» بالعذاب «فهم لا يؤمنون» أي الأكثر.
,27,36,3713,8,إِنَّا جَعَلْنَا فِي أَعْنَاقِهِمْ أَغْلَالًا فَهِيَ إِلَى الْأَذْقَانِ فَهُم مُّقْمَحُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_8.png,«إنا جعلنا في أعناقهم أغلالا» بأن تضم اليها الأيدي لأن الغل يجمع اليد إلى العنق «فهي» أي الأيدي مجموعة «إلى الأذقان» جمع ذقن، وهي مجتمع اللحيين «فهم مقمحون» رافعون رؤوسهم لا يستطيعون خفضها، وهذا تمثيل، والمراد أنهم لا يذعنون للإيمان ولا يخفضون رؤوسهم له.
,27,36,3714,9,وَجَعَلْنَا مِن بَيْنِ أَيْدِيهِمْ سَدًّا وَمِنْ خَلْفِهِمْ سَدًّا فَأَغْشَيْنَاهُمْ فَهُمْ لَا يُبْصِرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_9.png,«وجعلنا من بين أيديهم سدا ومن خلفهم سدا» بفتح السين وضمها في الموضعين «فأغشيناهم فهم لا يبصرون» تمثيل أيضا لسدّ طرق الإيمان عليهم.
,27,36,3715,10,وَسَوَاءٌ عَلَيْهِمْ أَأَنذَرْتَهُمْ أَمْ لَمْ تُنذِرْهُمْ لَا يُؤْمِنُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_10.png,«وسواء عليهم أأنذرتهم» بتحقيق الهمزتين وإبدال الثانية ألفا وتسهيلها وإدخال ألف بين المسهلة والأخرى وتركه «أم لم تنذرهم لا يؤمنون».
,27,36,3716,11,إِنَّمَا تُنذِرُ مَنِ اتَّبَعَ الذِّكْرَ وَخَشِيَ الرَّحْمَٰنَ بِالْغَيْبِ ۖ فَبَشِّرْهُ بِمَغْفِرَةٍ وَأَجْرٍ كَرِيمٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_11.png,«إنما تنذر» ينفع إنذارك «من أتَّبع الذكر» القرآن «وخشي الرحمن بالغيب» خافه ولم يره «فبشّره بمغفرة وأجر كريم» هو الجنة.
,27,36,3717,12,إِنَّا نَحْنُ نُحْيِي الْمَوْتَىٰ وَنَكْتُبُ مَا قَدَّمُوا وَآثَارَهُمْ ۚ وَكُلَّ شَيْءٍ أَحْصَيْنَاهُ فِي إِمَامٍ مُّبِينٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_12.png,«إنا نحن نحي الموتى» للبعث «ونكتب» في اللوح المحفوظ «ما قدَّموا» في حياتهم من خير وشر ليجازوا عليه «وآثارهم» ما استنَّ به بعدهم «وكل شيء» نصبه بفعل يفسره «أحصيناه» ضبطناه «في إمام مبين» كتاب بيّن، هو اللوح المحفوظ.
,27,36,3718,13,وَاضْرِبْ لَهُم مَّثَلًا أَصْحَابَ الْقَرْيَةِ إِذْ جَاءَهَا الْمُرْسَلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_13.png,«واضرب» اجعل «لهم مثلا» مفعول أول «أصحاب» مفعول ثان «القرية» أنطاكية «إذ جاءها» إلى آخره بدل اشتمال من أصحاب القرية «المرسلون» أي رسل عيسى.
,27,36,3719,14,إِذْ أَرْسَلْنَا إِلَيْهِمُ اثْنَيْنِ فَكَذَّبُوهُمَا فَعَزَّزْنَا بِثَالِثٍ فَقَالُوا إِنَّا إِلَيْكُم مُّرْسَلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_14.png,«إذْ أرسلنا إليهم اثنين فكذبوهما» إلى آخره بدل من إذ الأولى «فعَزَزْنا» بالتخفيف والتشديد: قوَّينا الاثنين «بثالث فقالوا إنا إليكم مرسلون».
,27,36,3720,15,قَالُوا مَا أَنتُمْ إِلَّا بَشَرٌ مِّثْلُنَا وَمَا أَنزَلَ الرَّحْمَٰنُ مِن شَيْءٍ إِنْ أَنتُمْ إِلَّا تَكْذِبُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_15.png,«قالوا ما أنتم إلا بشر مثلنا وما أنزل الرحمن من شيء إن» ما «أنتم إلا تكذبون».
,27,36,3721,16,قَالُوا رَبُّنَا يَعْلَمُ إِنَّا إِلَيْكُمْ لَمُرْسَلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_16.png,«قالوا ربنا يعلم» جار مجرى القسم، وزيد التأكيد به وباللام على ما قبله لزيادة الإنكار في «إنا إليكم لمرسلون».
,27,36,3722,17,وَمَا عَلَيْنَا إِلَّا الْبَلَاغُ الْمُبِينُ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_17.png,«وما علينا إلا البلاغ المبين» التبليغ المبين الظاهر بالأدلة الواضحة وهي إبراء الأكمه والأبرص والمريض وإحياء الميت.
,27,36,3723,18,قَالُوا إِنَّا تَطَيَّرْنَا بِكُمْ ۖ لَئِن لَّمْ تَنتَهُوا لَنَرْجُمَنَّكُمْ وَلَيَمَسَّنَّكُم مِّنَّا عَذَابٌ أَلِيمٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_18.png,«قالوا إنا تطيرنا» تشاءَمنا «بكم» لانقطاع المطر عنا بسببكم «لئن» لام قسم «لم تنتهوا لنرجمنكم» بالحجارة «وليمسنكم منا عذاب أليم» مؤلم.
,27,36,3724,19,قَالُوا طَائِرُكُم مَّعَكُمْ ۚ أَئِن ذُكِّرْتُم ۚ بَلْ أَنتُمْ قَوْمٌ مُّسْرِفُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_19.png,«قالوا طائركم» شؤمكم «معكم» بكفركم «أإن» همزة استفهام دخلت على إن الشرطية وفى همزتها التحقيق والتسهيل وإدخال ألف بينها بوجهيها وبين الأخرى «ذكرتم» وعظتم وخوِّفتم، وجواب الشرط محذوف، أي تطيرتم وكفرتم وهو محل الاستفهام، والمراد به التوبيخ «بل أنتم قوم مسرفون» متجاوزون الحدَّ بشرككم.
,27,36,3725,20,وَجَاءَ مِنْ أَقْصَى الْمَدِينَةِ رَجُلٌ يَسْعَىٰ قَالَ يَا قَوْمِ اتَّبِعُوا الْمُرْسَلِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_20.png,«وجاء من أقصا المدينة رجل» هو حبيب النجار كان قد آمن بالرسل ومنزله بأقصى البلد «يسعى» يشتد عدوا لما سمع بتكذيب القوم الرسلَ «قال يا قوم اتبعوا المرسلين».
,27,36,3726,21,اتَّبِعُوا مَن لَّا يَسْأَلُكُمْ أَجْرًا وَهُم مُّهْتَدُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_21.png,«اتبعوا» تأكيد للأول «مَن لا يسألكم أجرا» على رسالته «وهم مهتدون» فقيل له: أنت على دينهم.
,27,36,3727,22,وَمَا لِيَ لَا أَعْبُدُ الَّذِي فَطَرَنِي وَإِلَيْهِ تُرْجَعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_22.png,فقال «وما لي لا أعبد الذي فطرني» خلقني، أي لا مانع لي من عبادته الموجود مقتضيها وأنتم كذلك «وإليه ترجعون» بعد الموت فيجازيكم بكفركم.
,27,36,3728,23,أَأَتَّخِذُ مِن دُونِهِ آلِهَةً إِن يُرِدْنِ الرَّحْمَٰنُ بِضُرٍّ لَّا تُغْنِ عَنِّي شَفَاعَتُهُمْ شَيْئًا وَلَا يُنقِذُونِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_23.png,«أأتخذ» في الهمزتين ما تقدم في أأنذرتهم وهو استفهام بمعنى النفي «من دونه» أي غيره «آلهة» أصناما «إن يُردْن الرحمن بضر لا تغن عني شفاعتهم» التي زعمتموها «شيئا ولا ينقذون» صفة آلهة.
,27,36,3729,24,إِنِّي إِذًا لَّفِي ضَلَالٍ مُّبِينٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_24.png,«إني إذا» أي إن عبدت غير الله «لفي ضلال مبين» بيَّن.
,27,36,3730,25,إِنِّي آمَنتُ بِرَبِّكُمْ فَاسْمَعُونِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_25.png,«إني آمنت بربكم فاسمعون» أي اسمعوا قولي، فرجموه فمات.
,27,36,3731,26,قِيلَ ادْخُلِ الْجَنَّةَ ۖ قَالَ يَا لَيْتَ قَوْمِي يَعْلَمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_26.png,«قيل» له عند موته «ادخل الجنة» وقيل دخلها حيا «قال يا» حرف تنبيه «ليت قومي يعلمون».
,27,36,3732,27,بِمَا غَفَرَ لِي رَبِّي وَجَعَلَنِي مِنَ الْمُكْرَمِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_27.png,«بما غفر لي ربي» بغفرانه «وجعلني من المكرمين».
,27,36,3733,28,۞ وَمَا أَنزَلْنَا عَلَىٰ قَوْمِهِ مِن بَعْدِهِ مِن جُندٍ مِّنَ السَّمَاءِ وَمَا كُنَّا مُنزِلِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_28.png,«وما» نافية «أنزلنا على قومه» أي حبيب «من بعده» بعد موته «من جند من السماء» أي ملائكة لإهلاكهم «وما كنا منزلين» ملائكة لإهلاك أحد.
,27,36,3734,29,إِن كَانَتْ إِلَّا صَيْحَةً وَاحِدَةً فَإِذَا هُمْ خَامِدُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_29.png,«إن» ما «كانت» عقوبتهم «إلا صيحة واحدة» صاح بهم جبريل «فإذا هم خامدون» ساكنون ميتون.
,27,36,3735,30,يَا حَسْرَةً عَلَى الْعِبَادِ ۚ مَا يَأْتِيهِم مِّن رَّسُولٍ إِلَّا كَانُوا بِهِ يَسْتَهْزِئُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_30.png,«يا حسرة على العباد» هؤلاء ونحوهم ممن كذبوا الرسل فأهلكوا، وهي شدة التألم ونداؤها مجاز، أي هذا أوانك فاحضري «ما يأتيهم من رسول إلا كانوا به يستهزءُون» مسوق لبيان سببها لاشتماله على استهزائهم المؤدى إلى إهلاكهم المسبب عنه الحسرة.
,27,36,3736,31,أَلَمْ يَرَوْا كَمْ أَهْلَكْنَا قَبْلَهُم مِّنَ الْقُرُونِ أَنَّهُمْ إِلَيْهِمْ لَا يَرْجِعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_31.png,"(ألم يروا) أي أهل مكة القائلون للنبي ""لست مرسلا"" والاستفهام للتقرير أي علموا (كم) خبرية بمعنى كثيرا معمولة لها بعدها معلقة لما قبلها عن العمل، والمعنى إنا (أهلكنا قبلهم) كثيرا (من القرون) الأمم (أنهم) أي المهلكين (إليهم) أي المكذبين (لا يرجعون) أفلا يعتبرون بهم، وأنه الخ بدل مما قبله برعاية المعنى المذكور."
,27,36,3737,32,وَإِن كُلٌّ لَّمَّا جَمِيعٌ لَّدَيْنَا مُحْضَرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_32.png,«وإن» نافية أو مخففة «كل» أي كل الخلائق مبتدأ «لما» بالتشديد بمعنى إلا، أو بالتخفيف، فاللام فارقة وما مزيدة «جميع» خبر المبتدأ، أي مجموعون «لدينا» عندنا في الموقف بعد بعثهم «محضرون» للحساب خبر ثان.
,27,36,3738,33,وَآيَةٌ لَّهُمُ الْأَرْضُ الْمَيْتَةُ أَحْيَيْنَاهَا وَأَخْرَجْنَا مِنْهَا حَبًّا فَمِنْهُ يَأْكُلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_33.png,«وآية لهم» على البعث خبر مقدم «الأرض الميتة» بالتخفيف والتشديد «أحييناها» بالماء مبتدأ «وأخرجنا منها حبا» كالحنطة «فمنه يأكلون».
,27,36,3739,34,وَجَعَلْنَا فِيهَا جَنَّاتٍ مِّن نَّخِيلٍ وَأَعْنَابٍ وَفَجَّرْنَا فِيهَا مِنَ الْعُيُونِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_34.png,«وجعلنا فيها جنات» بساتين «من نخيلٍ وأعنابٍ وفجَّرنا فيها من العيون» أي بعضها.
,27,36,3740,35,لِيَأْكُلُوا مِن ثَمَرِهِ وَمَا عَمِلَتْهُ أَيْدِيهِمْ ۖ أَفَلَا يَشْكُرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_35.png,«ليأكلوا من ثمره» بفتحتين وضمتين، أي ثمر المذكور من النخيل وغيره «وما عملته أيديهم» أي لم تعمل الثمر «أفلا يشكرون» أنعمه تعالى عليهم.
,27,36,3741,36,سُبْحَانَ الَّذِي خَلَقَ الْأَزْوَاجَ كُلَّهَا مِمَّا تُنبِتُ الْأَرْضُ وَمِنْ أَنفُسِهِمْ وَمِمَّا لَا يَعْلَمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_36.png,«سبحان الذي خلق الأزواج» الأصناف «كلها مما تنبت الأرض» من الحبوب وغيرها «ومن أنفسهم» من الذكور والإناث «ومما لا يعلمون» من المخلوقات العجيبة الغريبة.
,27,36,3742,37,وَآيَةٌ لَّهُمُ اللَّيْلُ نَسْلَخُ مِنْهُ النَّهَارَ فَإِذَا هُم مُّظْلِمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_37.png,«وآية لهم» على القدرة العظيمة «الليل نسلخ» نفصل «منه النهار فإذا هم مظلمون» داخلون في الظلام.
,27,36,3743,38,وَالشَّمْسُ تَجْرِي لِمُسْتَقَرٍّ لَّهَا ۚ ذَٰلِكَ تَقْدِيرُ الْعَزِيزِ الْعَلِيمِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_38.png,«والشمس تجري» إلى آخره من جملة الآية لهم آية أخرى والقمر كذلك «لمستقر لها» أي إليه لا تتجاوزه «ذلك» أي جريها «تقدير العزيز» في ملكه «العليم» بخلقه.
,27,36,3744,39,وَالْقَمَرَ قَدَّرْنَاهُ مَنَازِلَ حَتَّىٰ عَادَ كَالْعُرْجُونِ الْقَدِيمِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_39.png,«والقمرُ» بالرفع والنصب وهو منصوب بفعل يفسره ما بعده «قدَرناه» من حيث سيره «منازل» ثمانية وعشرين منزلا في ثمان وعشرين ليلة من كل شهر، ويستتر ليلتين إن كان الشهر ثلاثين يوما وليلة إن كان تسعة وعشرين يوما «حتى عاد» في آخر منازله في رأي العين «كالعرجون القديم» أي كعود الشماريخ إذا عتق فإنه يرق ويتقوس ويصفر.
,27,36,3745,40,لَا الشَّمْسُ يَنبَغِي لَهَا أَن تُدْرِكَ الْقَمَرَ وَلَا اللَّيْلُ سَابِقُ النَّهَارِ ۚ وَكُلٌّ فِي فَلَكٍ يَسْبَحُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_40.png,«لا الشمس ينبغي» يسهل ويصح «لها أن تدرك القمر» فتجتمع معه في الليل «ولا الليل سابق النهار» فلا يأتي قبل انقضائه «وكل» تنويه عوض عن المضاف إليه من الشمس والقمر والنجوم «في فلك» مستدير «يسبحون» يسيرون نزلوا منزلة العقلاء.
,27,36,3746,41,وَآيَةٌ لَّهُمْ أَنَّا حَمَلْنَا ذُرِّيَّتَهُمْ فِي الْفُلْكِ الْمَشْحُونِ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_41.png,«وآية لهم» على قدرتنا «أنا حملنا ذريتهم» وفي قراءة ذرياتهم، أي آباءهم الأصول «في الفلك» أي سفينة نوح «المشحون» المملوء.
,27,36,3747,42,وَخَلَقْنَا لَهُم مِّن مِّثْلِهِ مَا يَرْكَبُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_42.png,«وخلقنا لهم من مثله» أي مثل فلك نوح وهو ما عملوه على شكله من السفن الصغار والكبار بتعليم الله تعالى «ما يركبون» فيه.
,27,36,3748,43,وَإِن نَّشَأْ نُغْرِقْهُمْ فَلَا صَرِيخَ لَهُمْ وَلَا هُمْ يُنقَذُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_43.png,«وإن نشأ نغرقهم» مع إيجاد السفن «فلا صريخ» مغيث «لهم ولا هم ينقذون» ينجون.
,27,36,3749,44,إِلَّا رَحْمَةً مِّنَّا وَمَتَاعًا إِلَىٰ حِينٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_44.png,«إلا رحمة منا ومتاعا إلى حين» أي لا ينجيهم إلا رحمتنا لهم وتمتيعنا إياهم بلذاتهم إلى انقضاء آجالهم.
,27,36,3750,45,وَإِذَا قِيلَ لَهُمُ اتَّقُوا مَا بَيْنَ أَيْدِيكُمْ وَمَا خَلْفَكُمْ لَعَلَّكُمْ تُرْحَمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_45.png,«وإذا قيل لهم اتقوا ما بين أيديكم» من عذاب الدنيا كغيرهم «وما خلفكم» من عذاب الآخرة «لعلكم ترحمون» أعرضوا.
,27,36,3751,46,وَمَا تَأْتِيهِم مِّنْ آيَةٍ مِّنْ آيَاتِ رَبِّهِمْ إِلَّا كَانُوا عَنْهَا مُعْرِضِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_46.png,«وما تأتيهم من آية من آيات ربهم إلا كانوا عنها معرضين».
,27,36,3752,47,وَإِذَا قِيلَ لَهُمْ أَنفِقُوا مِمَّا رَزَقَكُمُ اللَّهُ قَالَ الَّذِينَ كَفَرُوا لِلَّذِينَ آمَنُوا أَنُطْعِمُ مَن لَّوْ يَشَاءُ اللَّهُ أَطْعَمَهُ إِنْ أَنتُمْ إِلَّا فِي ضَلَالٍ مُّبِينٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_47.png,«وإذا قيل» أي قال فقراء الصحابة «لهم أنفقوا» علينا «مما رزقكم الله» من الأموال «قال الذين كفروا للذين آمنوا» استهزاءً بهم «أنطعم من لو يشاء الله أطعمه» في معتقدكم هذا «إن» ما «أنتم» في قولكم لنا ذلك مع معتقدكم هذا «إلا في ضلال مبين» بيَّن وللتصريح بكفرهم موقع عظيم.
,27,36,3753,48,وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_48.png,«ويقولون متى هذا الوعد» بالبعث «إن كنتم صادقين» فيه.
,27,36,3754,49,مَا يَنظُرُونَ إِلَّا صَيْحَةً وَاحِدَةً تَأْخُذُهُمْ وَهُمْ يَخِصِّمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_49.png,قال تعالى: «ما ينظرون» أي ينتظرون «إلا صيحة واحدة» وهي نفخة إسرافيل الأولى «تأخذهم وهم يخصِّمون» بالتشديد أصله يختصمون نقلت حركة التاء إلى الحاء وأدغمت في الصاد، أي وهم في غفلة عنها بتخاصم وتبايع وأكل وشرب وغير ذلك، وفي قراءة يخصمون كيضربون، أي يخصم بعضهم بعضا.
,27,36,3755,50,فَلَا يَسْتَطِيعُونَ تَوْصِيَةً وَلَا إِلَىٰ أَهْلِهِمْ يَرْجِعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_50.png,«فلا يستطيعون توصية» أي أن يوصوا «ولا إلى أهلهم يرجعون» من أسواقهم وأشغالهم بل يموتون فيها.
,27,36,3756,51,وَنُفِخَ فِي الصُّورِ فَإِذَا هُم مِّنَ الْأَجْدَاثِ إِلَىٰ رَبِّهِمْ يَنسِلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_51.png,«ونفخ في الصور» هو قرن النفخة الثانية للبعث، وبين النفختين أربعون سنة «فإذا هم» أي المقبورين «من الأجداث» القبور «إلى ربهم ينسلون» يخرجون بسرعة.
,27,36,3757,52,قَالُوا يَا وَيْلَنَا مَن بَعَثَنَا مِن مَّرْقَدِنَا ۜ ۗ هَٰذَا مَا وَعَدَ الرَّحْمَٰنُ وَصَدَقَ الْمُرْسَلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_52.png,«قالوا» أي الكفار منهم «يا» للتنبيه «ويلنا» هلاكنا وهو مصدر لا فعل له من لفظه «من بعثنا من مرقدنا» لأنهم كانوا بين النفختين نائمين لم يعذبوا «هذا» أي البعث «ما» أي الذي «وعد» به «الرحمن وصدق» فيه «المرسلون» أقروا حين لا ينفعهم الإقرار، وقيل: يقال لهم ذلك.
,27,36,3758,53,إِن كَانَتْ إِلَّا صَيْحَةً وَاحِدَةً فَإِذَا هُمْ جَمِيعٌ لَّدَيْنَا مُحْضَرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_53.png,«إن» ما «كانت إلا صيحة واحدة فإذا هم جميع لدينا» عندنا «محضرون».
,27,36,3759,54,فَالْيَوْمَ لَا تُظْلَمُ نَفْسٌ شَيْئًا وَلَا تُجْزَوْنَ إِلَّا مَا كُنتُمْ تَعْمَلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_54.png,«فاليوم لا تظلم نفسٌ شيئا ولا تجزون إلا» جزاء «ما كنتم تعملون».
,27,36,3760,55,إِنَّ أَصْحَابَ الْجَنَّةِ الْيَوْمَ فِي شُغُلٍ فَاكِهُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_55.png,«إن أصحاب الجنة اليوم في شغْل» بسكون الغين وضمها عما فيه أهل النار مما يتلذذون به كافتضاض الأبكار، لا شغل يتعبون فيه، لأن الجنة لا نصب فيها «فاكهون» ناعمون خبر ثان لإن، والأول في شغل.
,27,36,3761,56,هُمْ وَأَزْوَاجُهُمْ فِي ظِلَالٍ عَلَى الْأَرَائِكِ مُتَّكِئُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_56.png,«هم» مبتدأ «وأزواجهم في ظلال» جمع ظلة أو ظل خبر أي لا تصيبهم الشمس «على الأرائك» جمع أريكة، وهو السرير في الحجلة أو الفرش فيها «متكئون» خبر ثان متعلق بعلى.
,27,36,3762,57,لَهُمْ فِيهَا فَاكِهَةٌ وَلَهُم مَّا يَدَّعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_57.png,«لهم فيها فاكهة ولهم» فيها «ما يدَّعون» يتمنون.
,27,36,3763,58,سَلَامٌ قَوْلًا مِّن رَّبٍّ رَّحِيمٍ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_58.png,«سلام» مبتدأ «قولا» أي بالقول خبره «من رب رحيم» بهم، أي يقول لهم: سلام عليكم.
,27,36,3764,59,وَامْتَازُوا الْيَوْمَ أَيُّهَا الْمُجْرِمُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_59.png,«و» يقول «امتازوا اليوم أيها المجرمون» أي انفردوا عن المؤمنين عند اختلاطهم بهم.
,27,36,3765,60,۞ أَلَمْ أَعْهَدْ إِلَيْكُمْ يَا بَنِي آدَمَ أَن لَّا تَعْبُدُوا الشَّيْطَانَ ۖ إِنَّهُ لَكُمْ عَدُوٌّ مُّبِينٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_60.png,«ألم أعهد إليكم» آمركم «يابني آدم» على لسان رسلي «أن لا تعبدوا الشيطان» لا تطيعوه «إنه لكم عدوٌ مبين» بيَّن العداوة.
,27,36,3766,61,وَأَنِ اعْبُدُونِي ۚ هَٰذَا صِرَاطٌ مُّسْتَقِيمٌ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_61.png,«وأن اعبدوني» وحِّدوني وأطيعوني «هذا صراط» طريق «مستقيم».
,27,36,3767,62,وَلَقَدْ أَضَلَّ مِنكُمْ جِبِلًّا كَثِيرًا ۖ أَفَلَمْ تَكُونُوا تَعْقِلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_62.png,«ولقد أضل منكم جبلا» خلقا جمع جبيل كقديم، وفي قراءة بضم الباء «كثيرا أفلم تكونوا تعقلون» عداوته وإضلاله أو ما حل بهم من العذاب فتؤمنون، ويقال لهم في الآخرة.
,27,36,3768,63,هَٰذِهِ جَهَنَّمُ الَّتِي كُنتُمْ تُوعَدُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_63.png,«هذه جهنم التي كنتم توعدون» بها.
,27,36,3769,64,اصْلَوْهَا الْيَوْمَ بِمَا كُنتُمْ تَكْفُرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_64.png,«اصلوْها اليوم بما كنتم تكفرون».
,27,36,3770,65,الْيَوْمَ نَخْتِمُ عَلَىٰ أَفْوَاهِهِمْ وَتُكَلِّمُنَا أَيْدِيهِمْ وَتَشْهَدُ أَرْجُلُهُم بِمَا كَانُوا يَكْسِبُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_65.png,"(اليوم نختم على أفواههم) أي الكفار لقولهم ""والله ربنا ما كنا مشركين"" (وتكلمنا أيديهم وتشهد أرجلهم) وغيرها (بما كانوا يكسبون) فكل عضو ينطق بما صدر منه."
,27,36,3771,66,وَلَوْ نَشَاءُ لَطَمَسْنَا عَلَىٰ أَعْيُنِهِمْ فَاسْتَبَقُوا الصِّرَاطَ فَأَنَّىٰ يُبْصِرُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_66.png,«ولو نشاء لطمسنا على أعينهم» لأعميناها طمسا «فاستَبَقُوا» ابتدروا «الصراط» الطريق ذاهبين كعادتهم «فأنَّا» فكيف «يبصرون» حينئذ؟ أي لا يبصرون.
,27,36,3772,67,وَلَوْ نَشَاءُ لَمَسَخْنَاهُمْ عَلَىٰ مَكَانَتِهِمْ فَمَا اسْتَطَاعُوا مُضِيًّا وَلَا يَرْجِعُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_67.png,«ولو نشاء لمسخناهم» قردة وخنازير أو حجارة «على مكانتهم» وفي قراءة مكاناتهم جمع مكانة بمعنى مكان أي في منازلهم «فما استطاعوا مضيا ولا يرجعون» أي لم يقدروا على ذهاب ولا مجيء.
,27,36,3773,68,وَمَن نُّعَمِّرْهُ نُنَكِّسْهُ فِي الْخَلْقِ ۖ أَفَلَا يَعْقِلُونَ,Ya Seen—يس,Ya Seen,public://sura_images/36.png,public://quran_images/36_68.png,«ومن نعمِّره» بإطالة أجله «نَنْكُسْهُ» وفي قراءة بالتشديد من التنكيس «في الخلق» فيكون بعد قوته وشبابه ضعيفا وهرما «أفلا يعقلون» أن القادر على ذلك المعلوم عندهم قادر على البعث فيؤمنون، وفي قراءة بالتاء.
